Date,Production/Deliveries/Stocks,Brick Type,Millions of Bricks,Building Material Type,Geographical Region,Unique_Key
01/02/2021,Production,Facings,131158000,Bricks,Great Britain,2021FebProduction-Facings1311580000201/02/2021
01/02/2021,Deliveries(from),Facings,118027000,Bricks,Great Britain,2021FebDeliveries(from)-Facings1180270000201/02/2021
01/02/2021,Stocks,Facings,281292000,Bricks,Great Britain,2021FebStocks-Facings2812920000201/02/2021
01/02/2021,Production,Engineerings,11456000,Bricks,Great Britain,2021FebProduction-Engineerings114560000201/02/2021
01/02/2021,Deliveries(from),Engineerings,9712000,Bricks,Great Britain,2021FebDeliveries(from)-Engineerings97120000201/02/2021
01/02/2021,Stocks,Engineerings,15028000,Bricks,Great Britain,2021FebStocks-Engineerings150280000201/02/2021
01/03/2021,Seasonally Adjusted Deliveries,All Types,170.6483284,Bricks,Great Britain,2021MarSeasonally Adjusted Deliveries-All Types170.64832840301/03/2021
01/03/2021,Production,All Types,177763000,Bricks,Great Britain,2021MarProduction-All Types1777630000301/03/2021
01/03/2021,Deliveries(from),All Types,182623000,Bricks,Great Britain,2021MarDeliveries(from)-All Types1826230000301/03/2021
01/03/2021,Stocks,All Types,321981000,Bricks,Great Britain,2021MarStocks-All Types3219810000301/03/2021
01/03/2021,Production,Commons,8498000,Bricks,Great Britain,2021MarProduction-Commons84980000301/03/2021
01/03/2021,Deliveries(from),Commons,12253000,Bricks,Great Britain,2021MarDeliveries(from)-Commons122530000301/03/2021
01/03/2021,Stocks,Commons,26776000,Bricks,Great Britain,2021MarStocks-Commons267760000301/03/2021
01/03/2021,Production,Facings,157519000,Bricks,Great Britain,2021MarProduction-Facings1575190000301/03/2021
01/03/2021,Deliveries(from),Facings,155868000,Bricks,Great Britain,2021MarDeliveries(from)-Facings1558680000301/03/2021
01/03/2021,Stocks,Facings,282933000,Bricks,Great Britain,2021MarStocks-Facings2829330000301/03/2021
01/03/2021,Production,Engineerings,11746000,Bricks,Great Britain,2021MarProduction-Engineerings117460000301/03/2021
01/03/2021,Deliveries(from),Engineerings,14502000,Bricks,Great Britain,2021MarDeliveries(from)-Engineerings145020000301/03/2021
01/03/2021,Stocks,Engineerings,12272000,Bricks,Great Britain,2021MarStocks-Engineerings122720000301/03/2021
01/04/2021,Seasonally Adjusted Deliveries,All Types,159.5937031,Bricks,Great Britain,2021AprSeasonally Adjusted Deliveries-All Types159.59370310401/04/2021
01/04/2021,Production,All Types,158910000,Bricks,Great Britain,2021AprProduction-All Types1589100000401/04/2021
01/04/2021,Deliveries(from),All Types,170986000,Bricks,Great Britain,2021AprDeliveries(from)-All Types1709860000401/04/2021
01/04/2021,Stocks,All Types,309905000,Bricks,Great Britain,2021AprStocks-All Types3099050000401/04/2021
01/04/2021,Production,Commons,9306000,Bricks,Great Britain,2021AprProduction-Commons93060000401/04/2021
01/04/2021,Deliveries(from),Commons,11745000,Bricks,Great Britain,2021AprDeliveries(from)-Commons117450000401/04/2021
01/04/2021,Stocks,Commons,24337000,Bricks,Great Britain,2021AprStocks-Commons243370000401/04/2021
01/04/2021,Production,Facings,138911000,Bricks,Great Britain,2021AprProduction-Facings1389110000401/04/2021
01/04/2021,Deliveries(from),Facings,146243000,Bricks,Great Britain,2021AprDeliveries(from)-Facings1462430000401/04/2021
01/04/2021,Stocks,Facings,275601000,Bricks,Great Britain,2021AprStocks-Facings2756010000401/04/2021
01/04/2021,Production,Engineerings,10693000,Bricks,Great Britain,2021AprProduction-Engineerings106930000401/04/2021
01/04/2021,Deliveries(from),Engineerings,12998000,Bricks,Great Britain,2021AprDeliveries(from)-Engineerings129980000401/04/2021
01/04/2021,Stocks,Engineerings,9967000,Bricks,Great Britain,2021AprStocks-Engineerings99670000401/04/2021
01/05/2021,Seasonally Adjusted Deliveries,All Types,164.4375306,Bricks,Great Britain,2021MaySeasonally Adjusted Deliveries-All Types164.43753060501/05/2021
01/05/2021,Production,All Types,168727000,Bricks,Great Britain,2021MayProduction-All Types1687270000501/05/2021
01/05/2021,Deliveries(from),All Types,168741000,Bricks,Great Britain,2021MayDeliveries(from)-All Types1687410000501/05/2021
01/05/2021,Stocks,All Types,309891000,Bricks,Great Britain,2021MayStocks-All Types3098910000501/05/2021
01/05/2021,Production,Commons,10345000,Bricks,Great Britain,2021MayProduction-Commons103450000501/05/2021
01/05/2021,Deliveries(from),Commons,10475000,Bricks,Great Britain,2021MayDeliveries(from)-Commons104750000501/05/2021
01/05/2021,Stocks,Commons,24207000,Bricks,Great Britain,2021MayStocks-Commons242070000501/05/2021
01/05/2021,Production,Facings,145355000,Bricks,Great Britain,2021MayProduction-Facings1453550000501/05/2021
01/05/2021,Deliveries(from),Facings,144316000,Bricks,Great Britain,2021MayDeliveries(from)-Facings1443160000501/05/2021
01/05/2021,Stocks,Facings,276640000,Bricks,Great Britain,2021MayStocks-Facings2766400000501/05/2021
01/05/2021,Production,Engineerings,13027000,Bricks,Great Britain,2021MayProduction-Engineerings130270000501/05/2021
01/05/2021,Deliveries(from),Engineerings,13950000,Bricks,Great Britain,2021MayDeliveries(from)-Engineerings139500000501/05/2021
01/05/2021,Stocks,Engineerings,9044000,Bricks,Great Britain,2021MayStocks-Engineerings90440000501/05/2021
01/06/2021,Seasonally Adjusted Deliveries,All Types,160.8022921,Bricks,Great Britain,2021JunSeasonally Adjusted Deliveries-All Types160.80229210601/06/2021
01/06/2021,Production,All Types,167191000,Bricks,Great Britain,2021JunProduction-All Types1671910000601/06/2021
01/06/2021,Deliveries(from),All Types,186646000,Bricks,Great Britain,2021JunDeliveries(from)-All Types1866460000601/06/2021
01/06/2021,Stocks,All Types,290436000,Bricks,Great Britain,2021JunStocks-All Types2904360000601/06/2021
01/06/2021,Production,Commons,9336000,Bricks,Great Britain,2021JunProduction-Commons93360000601/06/2021
01/06/2021,Deliveries(from),Commons,10926000,Bricks,Great Britain,2021JunDeliveries(from)-Commons109260000601/06/2021
01/06/2021,Stocks,Commons,22617000,Bricks,Great Britain,2021JunStocks-Commons226170000601/06/2021
01/06/2021,Production,Facings,145948000,Bricks,Great Britain,2021JunProduction-Facings1459480000601/06/2021
01/06/2021,Deliveries(from),Facings,162962000,Bricks,Great Britain,2021JunDeliveries(from)-Facings1629620000601/06/2021
01/06/2021,Stocks,Facings,259626000,Bricks,Great Britain,2021JunStocks-Facings2596260000601/06/2021
01/06/2021,Production,Engineerings,11907000,Bricks,Great Britain,2021JunProduction-Engineerings119070000601/06/2021
01/06/2021,Deliveries(from),Engineerings,12758000,Bricks,Great Britain,2021JunDeliveries(from)-Engineerings127580000601/06/2021
01/06/2021,Stocks,Engineerings,8193000,Bricks,Great Britain,2021JunStocks-Engineerings81930000601/06/2021
01/07/2021,Seasonally Adjusted Deliveries,All Types,169.2024311,Bricks,Great Britain,2021JulSeasonally Adjusted Deliveries-All Types169.20243110701/07/2021
01/07/2021,Production,All Types,160040000,Bricks,Great Britain,2021JulProduction-All Types1600400000701/07/2021
01/07/2021,Deliveries(from),All Types,177660000,Bricks,Great Britain,2021JulDeliveries(from)-All Types1776600000701/07/2021
01/07/2021,Stocks,All Types,272936000,Bricks,Great Britain,2021JulStocks-All Types2729360000701/07/2021
01/07/2021,Production,Commons,9772000,Bricks,Great Britain,2021JulProduction-Commons97720000701/07/2021
01/07/2021,Deliveries(from),Commons,10733000,Bricks,Great Britain,2021JulDeliveries(from)-Commons107330000701/07/2021
01/07/2021,Stocks,Commons,21656000,Bricks,Great Britain,2021JulStocks-Commons216560000701/07/2021
01/07/2021,Production,Facings,135533000,Bricks,Great Britain,2021JulProduction-Facings1355330000701/07/2021
01/07/2021,Deliveries(from),Facings,152504000,Bricks,Great Britain,2021JulDeliveries(from)-Facings1525040000701/07/2021
01/07/2021,Stocks,Facings,242584000,Bricks,Great Britain,2021JulStocks-Facings2425840000701/07/2021
01/07/2021,Production,Engineerings,14735000,Bricks,Great Britain,2021JulProduction-Engineerings147350000701/07/2021
01/07/2021,Deliveries(from),Engineerings,14423000,Bricks,Great Britain,2021JulDeliveries(from)-Engineerings144230000701/07/2021
01/07/2021,Stocks,Engineerings,8696000,Bricks,Great Britain,2021JulStocks-Engineerings86960000701/07/2021
01/08/2021,Seasonally Adjusted Deliveries,All Types,162.5592886,Bricks,Great Britain,2021AugSeasonally Adjusted Deliveries-All Types162.55928860801/08/2021
01/08/2021,Production,All Types,162849000,Bricks,Great Britain,2021AugProduction-All Types1628490000801/08/2021
01/08/2021,Deliveries(from),All Types,161091000,Bricks,Great Britain,2021AugDeliveries(from)-All Types1610910000801/08/2021
01/08/2021,Stocks,All Types,274694000,Bricks,Great Britain,2021AugStocks-All Types2746940000801/08/2021
01/08/2021,Production,Commons,8092000,Bricks,Great Britain,2021AugProduction-Commons80920000801/08/2021
01/08/2021,Deliveries(from),Commons,9689000,Bricks,Great Britain,2021AugDeliveries(from)-Commons96890000801/08/2021
01/08/2021,Stocks,Commons,20059000,Bricks,Great Britain,2021AugStocks-Commons200590000801/08/2021
01/08/2021,Production,Facings,140098000,Bricks,Great Britain,2021AugProduction-Facings1400980000801/08/2021
01/08/2021,Deliveries(from),Facings,141832000,Bricks,Great Britain,2021AugDeliveries(from)-Facings1418320000801/08/2021
01/08/2021,Stocks,Facings,240850000,Bricks,Great Britain,2021AugStocks-Facings2408500000801/08/2021
01/08/2021,Production,Engineerings,14659000,Bricks,Great Britain,2021AugProduction-Engineerings146590000801/08/2021
01/08/2021,Deliveries(from),Engineerings,9570000,Bricks,Great Britain,2021AugDeliveries(from)-Engineerings95700000801/08/2021
01/08/2021,Stocks,Engineerings,13785000,Bricks,Great Britain,2021AugStocks-Engineerings137850000801/08/2021
