Date,Production/Deliveries/Stocks,Brick Type,Millions of Bricks,Building Material Type,Geographical Region,Unique_Key
01/05/2014,Stocks,All Types,342.471,Bricks,Great Britain,2014MayStocks-All Types342.4710501/05/2014
01/05/2014,Production,Commons,13.562,Bricks,Great Britain,2014MayProduction-Commons13.5620501/05/2014
01/05/2014,Deliveries(from),Commons,14.702,Bricks,Great Britain,2014MayDeliveries(from)-Commons14.7020501/05/2014
01/05/2014,Stocks,Commons,34.645,Bricks,Great Britain,2014MayStocks-Commons34.6450501/05/2014
01/05/2014,Production,Facings,130.45,Bricks,Great Britain,2014MayProduction-Facings130.450501/05/2014
01/05/2014,Deliveries(from),Facings,128.633,Bricks,Great Britain,2014MayDeliveries(from)-Facings128.6330501/05/2014
01/05/2014,Stocks,Facings,292.733,Bricks,Great Britain,2014MayStocks-Facings292.7330501/05/2014
01/05/2014,Production,Engineerings,15.923,Bricks,Great Britain,2014MayProduction-Engineerings15.9230501/05/2014
01/05/2014,Deliveries(from),Engineerings,15.104,Bricks,Great Britain,2014MayDeliveries(from)-Engineerings15.1040501/05/2014
01/05/2014,Stocks,Engineerings,15.093,Bricks,Great Britain,2014MayStocks-Engineerings15.0930501/05/2014
01/06/2014,Seasonally Adjusted Deliveries,All Types,147.0061186,Bricks,Great Britain,2014JunSeasonally Adjusted Deliveries-All Types147.00611860601/06/2014
01/06/2014,Production,All Types,155.684,Bricks,Great Britain,2014JunProduction-All Types155.6840601/06/2014
01/06/2014,Deliveries(from),All Types,162.097,Bricks,Great Britain,2014JunDeliveries(from)-All Types162.0970601/06/2014
01/06/2014,Stocks,All Types,336.067,Bricks,Great Britain,2014JunStocks-All Types336.0670601/06/2014
01/06/2014,Production,Commons,15.521,Bricks,Great Britain,2014JunProduction-Commons15.5210601/06/2014
01/06/2014,Deliveries(from),Commons,17.724,Bricks,Great Britain,2014JunDeliveries(from)-Commons17.7240601/06/2014
01/06/2014,Stocks,Commons,32.451,Bricks,Great Britain,2014JunStocks-Commons32.4510601/06/2014
01/06/2014,Production,Facings,125.837,Bricks,Great Britain,2014JunProduction-Facings125.8370601/06/2014
01/06/2014,Deliveries(from),Facings,129.672,Bricks,Great Britain,2014JunDeliveries(from)-Facings129.6720601/06/2014
01/06/2014,Stocks,Facings,288.898,Bricks,Great Britain,2014JunStocks-Facings288.8980601/06/2014
01/06/2014,Production,Engineerings,14.326,Bricks,Great Britain,2014JunProduction-Engineerings14.3260601/06/2014
01/06/2014,Deliveries(from),Engineerings,14.701,Bricks,Great Britain,2014JunDeliveries(from)-Engineerings14.7010601/06/2014
01/06/2014,Stocks,Engineerings,14.718,Bricks,Great Britain,2014JunStocks-Engineerings14.7180601/06/2014
01/07/2014,Seasonally Adjusted Deliveries,All Types,145.3637526,Bricks,Great Britain,2014JulSeasonally Adjusted Deliveries-All Types145.36375260701/07/2014
01/07/2014,Production,All Types,160.028,Bricks,Great Britain,2014JulProduction-All Types160.0280701/07/2014
01/07/2014,Deliveries(from),All Types,169.457,Bricks,Great Britain,2014JulDeliveries(from)-All Types169.4570701/07/2014
01/07/2014,Stocks,All Types,324.64,Bricks,Great Britain,2014JulStocks-All Types324.640701/07/2014
01/07/2014,Production,Commons,14.743,Bricks,Great Britain,2014JulProduction-Commons14.7430701/07/2014
01/07/2014,Deliveries(from),Commons,16.792,Bricks,Great Britain,2014JulDeliveries(from)-Commons16.7920701/07/2014
01/07/2014,Stocks,Commons,28.309,Bricks,Great Britain,2014JulStocks-Commons28.3090701/07/2014
01/07/2014,Production,Facings,129.821,Bricks,Great Britain,2014JulProduction-Facings129.8210701/07/2014
01/07/2014,Deliveries(from),Facings,137.295,Bricks,Great Britain,2014JulDeliveries(from)-Facings137.2950701/07/2014
01/07/2014,Stocks,Facings,281.519,Bricks,Great Britain,2014JulStocks-Facings281.5190701/07/2014
01/07/2014,Production,Engineerings,15.464,Bricks,Great Britain,2014JulProduction-Engineerings15.4640701/07/2014
01/07/2014,Deliveries(from),Engineerings,15.37,Bricks,Great Britain,2014JulDeliveries(from)-Engineerings15.370701/07/2014
01/07/2014,Stocks,Engineerings,14.812,Bricks,Great Britain,2014JulStocks-Engineerings14.8120701/07/2014
01/08/2014,Seasonally Adjusted Deliveries,All Types,145.1619068,Bricks,Great Britain,2014AugSeasonally Adjusted Deliveries-All Types145.16190680801/08/2014
01/08/2014,Production,All Types,151.09,Bricks,Great Britain,2014AugProduction-All Types151.090801/08/2014
01/08/2014,Deliveries(from),All Types,144.798,Bricks,Great Britain,2014AugDeliveries(from)-All Types144.7980801/08/2014
01/08/2014,Stocks,All Types,330.901,Bricks,Great Britain,2014AugStocks-All Types330.9010801/08/2014
01/08/2014,Production,Commons,12.784,Bricks,Great Britain,2014AugProduction-Commons12.7840801/08/2014
01/08/2014,Deliveries(from),Commons,14.068,Bricks,Great Britain,2014AugDeliveries(from)-Commons14.0680801/08/2014
01/08/2014,Stocks,Commons,26.951,Bricks,Great Britain,2014AugStocks-Commons26.9510801/08/2014
01/08/2014,Production,Facings,122.717,Bricks,Great Britain,2014AugProduction-Facings122.7170801/08/2014
01/08/2014,Deliveries(from),Facings,116.671,Bricks,Great Britain,2014AugDeliveries(from)-Facings116.6710801/08/2014
01/08/2014,Stocks,Facings,287.565,Bricks,Great Britain,2014AugStocks-Facings287.5650801/08/2014
01/08/2014,Production,Engineerings,15.589,Bricks,Great Britain,2014AugProduction-Engineerings15.5890801/08/2014
01/08/2014,Deliveries(from),Engineerings,14.059,Bricks,Great Britain,2014AugDeliveries(from)-Engineerings14.0590801/08/2014
01/08/2014,Stocks,Engineerings,16.385,Bricks,Great Britain,2014AugStocks-Engineerings16.3850801/08/2014
01/09/2014,Seasonally Adjusted Deliveries,All Types,150.2872809,Bricks,Great Britain,2014SepSeasonally Adjusted Deliveries-All Types150.28728090901/09/2014
01/09/2014,Production,All Types,163.411,Bricks,Great Britain,2014SepProduction-All Types163.4110901/09/2014
01/09/2014,Deliveries(from),All Types,164.487,Bricks,Great Britain,2014SepDeliveries(from)-All Types164.4870901/09/2014
01/09/2014,Stocks,All Types,329.825,Bricks,Great Britain,2014SepStocks-All Types329.8250901/09/2014
01/09/2014,Production,Commons,15.01,Bricks,Great Britain,2014SepProduction-Commons15.010901/09/2014
01/09/2014,Deliveries(from),Commons,16.113,Bricks,Great Britain,2014SepDeliveries(from)-Commons16.1130901/09/2014
01/09/2014,Stocks,Commons,25.848,Bricks,Great Britain,2014SepStocks-Commons25.8480901/09/2014
01/09/2014,Production,Facings,133.14,Bricks,Great Britain,2014SepProduction-Facings133.140901/09/2014
01/09/2014,Deliveries(from),Facings,131.604,Bricks,Great Britain,2014SepDeliveries(from)-Facings131.6040901/09/2014
01/09/2014,Stocks,Facings,289.101,Bricks,Great Britain,2014SepStocks-Facings289.1010901/09/2014
01/09/2014,Production,Engineerings,15.261,Bricks,Great Britain,2014SepProduction-Engineerings15.2610901/09/2014
01/09/2014,Deliveries(from),Engineerings,16.77,Bricks,Great Britain,2014SepDeliveries(from)-Engineerings16.770901/09/2014
01/09/2014,Stocks,Engineerings,14.876,Bricks,Great Britain,2014SepStocks-Engineerings14.8760901/09/2014
01/10/2014,Seasonally Adjusted Deliveries,All Types,151.186133,Bricks,Great Britain,2014OctSeasonally Adjusted Deliveries-All Types151.1861331001/10/2014
01/10/2014,Production,All Types,160.942,Bricks,Great Britain,2014OctProduction-All Types160.9421001/10/2014
01/10/2014,Deliveries(from),All Types,168.291,Bricks,Great Britain,2014OctDeliveries(from)-All Types168.2911001/10/2014
01/10/2014,Stocks,All Types,322.565,Bricks,Great Britain,2014OctStocks-All Types322.5651001/10/2014
01/10/2014,Production,Commons,14.58,Bricks,Great Britain,2014OctProduction-Commons14.581001/10/2014
01/10/2014,Deliveries(from),Commons,15.64,Bricks,Great Britain,2014OctDeliveries(from)-Commons15.641001/10/2014
01/10/2014,Stocks,Commons,24.788,Bricks,Great Britain,2014OctStocks-Commons24.7881001/10/2014
01/10/2014,Production,Facings,132.487,Bricks,Great Britain,2014OctProduction-Facings132.4871001/10/2014
01/10/2014,Deliveries(from),Facings,136.693,Bricks,Great Britain,2014OctDeliveries(from)-Facings136.6931001/10/2014
01/10/2014,Stocks,Facings,284.984,Bricks,Great Britain,2014OctStocks-Facings284.9841001/10/2014
01/10/2014,Production,Engineerings,13.875,Bricks,Great Britain,2014OctProduction-Engineerings13.8751001/10/2014
01/10/2014,Deliveries(from),Engineerings,15.958,Bricks,Great Britain,2014OctDeliveries(from)-Engineerings15.9581001/10/2014
01/10/2014,Stocks,Engineerings,12.793,Bricks,Great Britain,2014OctStocks-Engineerings12.7931001/10/2014
01/11/2014,Seasonally Adjusted Deliveries,All Types,147.1220533,Bricks,Great Britain,2014NovSeasonally Adjusted Deliveries-All Types147.12205331101/11/2014
01/11/2014,Production,All Types,161.266,Bricks,Great Britain,2014NovProduction-All Types161.2661101/11/2014
01/11/2014,Deliveries(from),All Types,137.973,Bricks,Great Britain,2014NovDeliveries(from)-All Types137.9731101/11/2014
01/11/2014,Stocks,All Types,342.829,Bricks,Great Britain,2014NovStocks-All Types342.8291101/11/2014
01/11/2014,Production,Commons,15.495,Bricks,Great Britain,2014NovProduction-Commons15.4951101/11/2014
01/11/2014,Deliveries(from),Commons,12.289,Bricks,Great Britain,2014NovDeliveries(from)-Commons12.2891101/11/2014
01/11/2014,Stocks,Commons,27.994,Bricks,Great Britain,2014NovStocks-Commons27.9941101/11/2014
01/11/2014,Production,Facings,132.289,Bricks,Great Britain,2014NovProduction-Facings132.2891101/11/2014
01/11/2014,Deliveries(from),Facings,113.008,Bricks,Great Britain,2014NovDeliveries(from)-Facings113.0081101/11/2014
01/11/2014,Stocks,Facings,301.182,Bricks,Great Britain,2014NovStocks-Facings301.1821101/11/2014
01/11/2014,Production,Engineerings,13.482,Bricks,Great Britain,2014NovProduction-Engineerings13.4821101/11/2014
01/11/2014,Deliveries(from),Engineerings,12.676,Bricks,Great Britain,2014NovDeliveries(from)-Engineerings12.6761101/11/2014
01/11/2014,Stocks,Engineerings,13.653,Bricks,Great Britain,2014NovStocks-Engineerings13.6531101/11/2014
01/12/2014,Seasonally Adjusted Deliveries,All Types,160.7189427,Bricks,Great Britain,2014DecSeasonally Adjusted Deliveries-All Types160.71894271201/12/2014
01/12/2014,Production,All Types,119.62,Bricks,Great Britain,2014DecProduction-All Types119.621201/12/2014
01/12/2014,Deliveries(from),All Types,113,Bricks,Great Britain,2014DecDeliveries(from)-All Types1131201/12/2014
01/12/2014,Stocks,All Types,349.449,Bricks,Great Britain,2014DecStocks-All Types349.4491201/12/2014
01/12/2014,Production,Commons,10.403,Bricks,Great Britain,2014DecProduction-Commons10.4031201/12/2014
01/12/2014,Deliveries(from),Commons,9.206,Bricks,Great Britain,2014DecDeliveries(from)-Commons9.2061201/12/2014
01/12/2014,Stocks,Commons,29.191,Bricks,Great Britain,2014DecStocks-Commons29.1911201/12/2014
01/12/2014,Production,Facings,98.276,Bricks,Great Britain,2014DecProduction-Facings98.2761201/12/2014
01/12/2014,Deliveries(from),Facings,93.745,Bricks,Great Britain,2014DecDeliveries(from)-Facings93.7451201/12/2014
01/12/2014,Stocks,Facings,305.713,Bricks,Great Britain,2014DecStocks-Facings305.7131201/12/2014
01/12/2014,Production,Engineerings,10.941,Bricks,Great Britain,2014DecProduction-Engineerings10.9411201/12/2014
01/12/2014,Deliveries(from),Engineerings,10.049,Bricks,Great Britain,2014DecDeliveries(from)-Engineerings10.0491201/12/2014
01/12/2014,Stocks,Engineerings,14.545,Bricks,Great Britain,2014DecStocks-Engineerings14.5451201/12/2014
01/01/2015,Seasonally Adjusted Deliveries,All Types,147.5499495,Bricks,Great Britain,2015JanSeasonally Adjusted Deliveries-All Types147.54994950101/01/2015
01/01/2015,Production,All Types,140.063,Bricks,Great Britain,2015JanProduction-All Types140.0630101/01/2015
01/01/2015,Deliveries(from),All Types,116.814,Bricks,Great Britain,2015JanDeliveries(from)-All Types116.8140101/01/2015
01/01/2015,Stocks,All Types,372.698,Bricks,Great Britain,2015JanStocks-All Types372.6980101/01/2015
01/01/2015,Production,Commons,15.838,Bricks,Great Britain,2015JanProduction-Commons15.8380101/01/2015
01/01/2015,Deliveries(from),Commons,10.363,Bricks,Great Britain,2015JanDeliveries(from)-Commons10.3630101/01/2015
01/01/2015,Stocks,Commons,34.666,Bricks,Great Britain,2015JanStocks-Commons34.6660101/01/2015
01/01/2015,Production,Facings,106.658,Bricks,Great Britain,2015JanProduction-Facings106.6580101/01/2015
01/01/2015,Deliveries(from),Facings,95.715,Bricks,Great Britain,2015JanDeliveries(from)-Facings95.7150101/01/2015
01/01/2015,Stocks,Facings,316.656,Bricks,Great Britain,2015JanStocks-Facings316.6560101/01/2015
01/01/2015,Production,Engineerings,17.567,Bricks,Great Britain,2015JanProduction-Engineerings17.5670101/01/2015
01/01/2015,Deliveries(from),Engineerings,10.736,Bricks,Great Britain,2015JanDeliveries(from)-Engineerings10.7360101/01/2015
01/01/2015,Stocks,Engineerings,21.376,Bricks,Great Britain,2015JanStocks-Engineerings21.3760101/01/2015
01/02/2015,Seasonally Adjusted Deliveries,All Types,144.9088427,Bricks,Great Britain,2015FebSeasonally Adjusted Deliveries-All Types144.90884270201/02/2015
01/02/2015,Production,All Types,151.382,Bricks,Great Britain,2015FebProduction-All Types151.3820201/02/2015
01/02/2015,Deliveries(from),All Types,128.287,Bricks,Great Britain,2015FebDeliveries(from)-All Types128.2870201/02/2015
01/02/2015,Stocks,All Types,400.499,Bricks,Great Britain,2015FebStocks-All Types400.4990201/02/2015
01/02/2015,Production,Commons,13.996,Bricks,Great Britain,2015FebProduction-Commons13.9960201/02/2015
01/02/2015,Deliveries(from),Commons,11.609,Bricks,Great Britain,2015FebDeliveries(from)-Commons11.6090201/02/2015
01/02/2015,Stocks,Commons,37.116,Bricks,Great Britain,2015FebStocks-Commons37.1160201/02/2015
01/02/2015,Production,Facings,121.58,Bricks,Great Britain,2015FebProduction-Facings121.580201/02/2015
01/02/2015,Deliveries(from),Facings,103.302,Bricks,Great Britain,2015FebDeliveries(from)-Facings103.3020201/02/2015
01/02/2015,Stocks,Facings,339.982,Bricks,Great Britain,2015FebStocks-Facings339.9820201/02/2015
01/02/2015,Production,Engineerings,15.806,Bricks,Great Britain,2015FebProduction-Engineerings15.8060201/02/2015
01/02/2015,Deliveries(from),Engineerings,13.376,Bricks,Great Britain,2015FebDeliveries(from)-Engineerings13.3760201/02/2015
01/02/2015,Stocks,Engineerings,23.401,Bricks,Great Britain,2015FebStocks-Engineerings23.4010201/02/2015
01/03/2015,Seasonally Adjusted Deliveries,All Types,144.0665084,Bricks,Great Britain,2015MarSeasonally Adjusted Deliveries-All Types144.06650840301/03/2015
01/03/2015,Production,All Types,172.695,Bricks,Great Britain,2015MarProduction-All Types172.6950301/03/2015
01/03/2015,Deliveries(from),All Types,158.015,Bricks,Great Britain,2015MarDeliveries(from)-All Types158.0150301/03/2015
01/03/2015,Stocks,All Types,415.179,Bricks,Great Britain,2015MarStocks-All Types415.1790301/03/2015
01/03/2015,Production,Commons,12.182,Bricks,Great Britain,2015MarProduction-Commons12.1820301/03/2015
01/03/2015,Deliveries(from),Commons,13.37,Bricks,Great Britain,2015MarDeliveries(from)-Commons13.370301/03/2015
01/03/2015,Stocks,Commons,35.928,Bricks,Great Britain,2015MarStocks-Commons35.9280301/03/2015
01/03/2015,Production,Facings,143.862,Bricks,Great Britain,2015MarProduction-Facings143.8620301/03/2015
01/03/2015,Deliveries(from),Facings,129.536,Bricks,Great Britain,2015MarDeliveries(from)-Facings129.5360301/03/2015
01/03/2015,Stocks,Facings,354.308,Bricks,Great Britain,2015MarStocks-Facings354.3080301/03/2015
01/03/2015,Production,Engineerings,16.651,Bricks,Great Britain,2015MarProduction-Engineerings16.6510301/03/2015
01/03/2015,Deliveries(from),Engineerings,15.109,Bricks,Great Britain,2015MarDeliveries(from)-Engineerings15.1090301/03/2015
01/03/2015,Stocks,Engineerings,24.943,Bricks,Great Britain,2015MarStocks-Engineerings24.9430301/03/2015
01/04/2015,Seasonally Adjusted Deliveries,All Types,151.7071757,Bricks,Great Britain,2015AprSeasonally Adjusted Deliveries-All Types151.70717570401/04/2015
01/04/2015,Production,All Types,162.019,Bricks,Great Britain,2015AprProduction-All Types162.0190401/04/2015
01/04/2015,Deliveries(from),All Types,157.726,Bricks,Great Britain,2015AprDeliveries(from)-All Types157.7260401/04/2015
01/04/2015,Stocks,All Types,419.756,Bricks,Great Britain,2015AprStocks-All Types419.7560401/04/2015
01/04/2015,Production,Commons,13.423,Bricks,Great Britain,2015AprProduction-Commons13.4230401/04/2015
01/04/2015,Deliveries(from),Commons,14.206,Bricks,Great Britain,2015AprDeliveries(from)-Commons14.2060401/04/2015
01/04/2015,Stocks,Commons,35.444,Bricks,Great Britain,2015AprStocks-Commons35.4440401/04/2015
01/04/2015,Production,Facings,132.322,Bricks,Great Britain,2015AprProduction-Facings132.3220401/04/2015
01/04/2015,Deliveries(from),Facings,126.447,Bricks,Great Britain,2015AprDeliveries(from)-Facings126.4470401/04/2015
01/04/2015,Stocks,Facings,360.168,Bricks,Great Britain,2015AprStocks-Facings360.1680401/04/2015
01/04/2015,Production,Engineerings,16.274,Bricks,Great Britain,2015AprProduction-Engineerings16.2740401/04/2015
01/04/2015,Deliveries(from),Engineerings,17.073,Bricks,Great Britain,2015AprDeliveries(from)-Engineerings17.0730401/04/2015
01/04/2015,Stocks,Engineerings,24.144,Bricks,Great Britain,2015AprStocks-Engineerings24.1440401/04/2015
01/05/2015,Seasonally Adjusted Deliveries,All Types,143.4903962,Bricks,Great Britain,2015MaySeasonally Adjusted Deliveries-All Types143.49039620501/05/2015
01/05/2015,Production,All Types,175.004,Bricks,Great Britain,2015MayProduction-All Types175.0040501/05/2015
01/05/2015,Deliveries(from),All Types,148.85,Bricks,Great Britain,2015MayDeliveries(from)-All Types148.850501/05/2015
01/05/2015,Stocks,All Types,446.193,Bricks,Great Britain,2015MayStocks-All Types446.1930501/05/2015
01/05/2015,Production,Commons,12.255,Bricks,Great Britain,2015MayProduction-Commons12.2550501/05/2015
01/05/2015,Deliveries(from),Commons,14.716,Bricks,Great Britain,2015MayDeliveries(from)-Commons14.7160501/05/2015
