Building Materials & Components Type,Materials & Components Sub-Type,Imports/Exports,Year,Current Prices (£'000),Date,Geographical Region,Type,Unique_Key
" Products & Components",Fibre Cement Products,Exports,2020,4819,01/01/2020,United Kingdom,External Trade,Products & ComponentsFibre Cement ProductsExports2020481901/01/2020United Kingdom
" Products & Components",Building Plasters1,Imports,2015,,01/01/2015,United Kingdom,External Trade,Products & ComponentsBuilding Plasters1Imports201501/01/2015United Kingdom
" Products & Components",Building Plasters1,Imports,2016,,01/01/2016,United Kingdom,External Trade,Products & ComponentsBuilding Plasters1Imports201601/01/2016United Kingdom
" Products & Components",Building Plasters1,Imports,2017,,01/01/2017,United Kingdom,External Trade,Products & ComponentsBuilding Plasters1Imports201701/01/2017United Kingdom
" Products & Components",Building Plasters1,Imports,2018,,01/01/2018,United Kingdom,External Trade,Products & ComponentsBuilding Plasters1Imports201801/01/2018United Kingdom
" Products & Components",Building Plasters1,Imports,2019,,01/01/2019,United Kingdom,External Trade,Products & ComponentsBuilding Plasters1Imports201901/01/2019United Kingdom
" Products & Components",Building Plasters1,Imports,2020,,01/01/2020,United Kingdom,External Trade,Products & ComponentsBuilding Plasters1Imports202001/01/2020United Kingdom
" Products & Components",Building Plasters1,Exports,2015,,01/01/2015,United Kingdom,External Trade,Products & ComponentsBuilding Plasters1Exports201501/01/2015United Kingdom
" Products & Components",Building Plasters1,Exports,2016,,01/01/2016,United Kingdom,External Trade,Products & ComponentsBuilding Plasters1Exports201601/01/2016United Kingdom
" Products & Components",Building Plasters1,Exports,2017,,01/01/2017,United Kingdom,External Trade,Products & ComponentsBuilding Plasters1Exports201701/01/2017United Kingdom
" Products & Components",Building Plasters1,Exports,2018,,01/01/2018,United Kingdom,External Trade,Products & ComponentsBuilding Plasters1Exports201801/01/2018United Kingdom
" Products & Components",Building Plasters1,Exports,2019,,01/01/2019,United Kingdom,External Trade,Products & ComponentsBuilding Plasters1Exports201901/01/2019United Kingdom
" Products & Components",Building Plasters1,Exports,2020,,01/01/2020,United Kingdom,External Trade,Products & ComponentsBuilding Plasters1Exports202001/01/2020United Kingdom
" Products & Components",Plasters1,Imports,2015,9311,01/01/2015,United Kingdom,External Trade,Products & ComponentsPlasters1Imports2015931101/01/2015United Kingdom
" Products & Components",Plasters1,Imports,2016,11498,01/01/2016,United Kingdom,External Trade,Products & ComponentsPlasters1Imports20161149801/01/2016United Kingdom
" Products & Components",Plasters1,Imports,2017,24626,01/01/2017,United Kingdom,External Trade,Products & ComponentsPlasters1Imports20172462601/01/2017United Kingdom
" Products & Components",Plasters1,Imports,2018,25268,01/01/2018,United Kingdom,External Trade,Products & ComponentsPlasters1Imports20182526801/01/2018United Kingdom
" Products & Components",Plasters1,Imports,2019,20252,01/01/2019,United Kingdom,External Trade,Products & ComponentsPlasters1Imports20192025201/01/2019United Kingdom
" Products & Components",Plasters1,Imports,2020,28101,01/01/2020,United Kingdom,External Trade,Products & ComponentsPlasters1Imports20202810101/01/2020United Kingdom
" Products & Components",Plasters1,Exports,2015,7925,01/01/2015,United Kingdom,External Trade,Products & ComponentsPlasters1Exports2015792501/01/2015United Kingdom
" Products & Components",Plasters1,Exports,2016,9345,01/01/2016,United Kingdom,External Trade,Products & ComponentsPlasters1Exports2016934501/01/2016United Kingdom
" Products & Components",Plasters1,Exports,2017,12458,01/01/2017,United Kingdom,External Trade,Products & ComponentsPlasters1Exports20171245801/01/2017United Kingdom
" Products & Components",Plasters1,Exports,2018,15254,01/01/2018,United Kingdom,External Trade,Products & ComponentsPlasters1Exports20181525401/01/2018United Kingdom
" Products & Components",Plasters1,Exports,2019,15128,01/01/2019,United Kingdom,External Trade,Products & ComponentsPlasters1Exports20191512801/01/2019United Kingdom
" Products & Components",Plasters1,Exports,2020,12046,01/01/2020,United Kingdom,External Trade,Products & ComponentsPlasters1Exports20201204601/01/2020United Kingdom
" Products & Components",Plasterboard,Imports,2015,29038,01/01/2015,United Kingdom,External Trade,Products & ComponentsPlasterboardImports20152903801/01/2015United Kingdom
" Products & Components",Plasterboard,Imports,2016,33957,01/01/2016,United Kingdom,External Trade,Products & ComponentsPlasterboardImports20163395701/01/2016United Kingdom
" Products & Components",Plasterboard,Imports,2017,47639,01/01/2017,United Kingdom,External Trade,Products & ComponentsPlasterboardImports20174763901/01/2017United Kingdom
" Products & Components",Plasterboard,Imports,2018,47489,01/01/2018,United Kingdom,External Trade,Products & ComponentsPlasterboardImports20184748901/01/2018United Kingdom
" Products & Components",Plasterboard,Imports,2019,60433,01/01/2019,United Kingdom,External Trade,Products & ComponentsPlasterboardImports20196043301/01/2019United Kingdom
" Products & Components",Plasterboard,Imports,2020,52268,01/01/2020,United Kingdom,External Trade,Products & ComponentsPlasterboardImports20205226801/01/2020United Kingdom
" Products & Components",Plasterboard,Exports,2015,10895,01/01/2015,United Kingdom,External Trade,Products & ComponentsPlasterboardExports20151089501/01/2015United Kingdom
" Products & Components",Plasterboard,Exports,2016,12884,01/01/2016,United Kingdom,External Trade,Products & ComponentsPlasterboardExports20161288401/01/2016United Kingdom
" Products & Components",Plasterboard,Exports,2017,15477,01/01/2017,United Kingdom,External Trade,Products & ComponentsPlasterboardExports20171547701/01/2017United Kingdom
" Products & Components",Plasterboard,Exports,2018,16789,01/01/2018,United Kingdom,External Trade,Products & ComponentsPlasterboardExports20181678901/01/2018United Kingdom
" Products & Components",Plasterboard,Exports,2019,21222,01/01/2019,United Kingdom,External Trade,Products & ComponentsPlasterboardExports20192122201/01/2019United Kingdom
" Products & Components",Plasterboard,Exports,2020,14377,01/01/2020,United Kingdom,External Trade,Products & ComponentsPlasterboardExports20201437701/01/2020United Kingdom
" Products & Components",Copper Pipes,Imports,2015,232193,01/01/2015,United Kingdom,External Trade,Products & ComponentsCopper PipesImports201523219301/01/2015United Kingdom
" Products & Components",Copper Pipes,Imports,2016,243618,01/01/2016,United Kingdom,External Trade,Products & ComponentsCopper PipesImports201624361801/01/2016United Kingdom
" Products & Components",Copper Pipes,Imports,2017,303881,01/01/2017,United Kingdom,External Trade,Products & ComponentsCopper PipesImports201730388101/01/2017United Kingdom
" Products & Components",Copper Pipes,Imports,2018,319449,01/01/2018,United Kingdom,External Trade,Products & ComponentsCopper PipesImports201831944901/01/2018United Kingdom
" Products & Components",Copper Pipes,Imports,2019,329345,01/01/2019,United Kingdom,External Trade,Products & ComponentsCopper PipesImports201932934501/01/2019United Kingdom
" Products & Components",Copper Pipes,Imports,2020,264305,01/01/2020,United Kingdom,External Trade,Products & ComponentsCopper PipesImports202026430501/01/2020United Kingdom
" Products & Components",Copper Pipes,Exports,2015,98036,01/01/2015,United Kingdom,External Trade,Products & ComponentsCopper PipesExports20159803601/01/2015United Kingdom
" Products & Components",Copper Pipes,Exports,2016,89153,01/01/2016,United Kingdom,External Trade,Products & ComponentsCopper PipesExports20168915301/01/2016United Kingdom
" Products & Components",Copper Pipes,Exports,2017,128700,01/01/2017,United Kingdom,External Trade,Products & ComponentsCopper PipesExports201712870001/01/2017United Kingdom
" Products & Components",Copper Pipes,Exports,2018,128890,01/01/2018,United Kingdom,External Trade,Products & ComponentsCopper PipesExports201812889001/01/2018United Kingdom
" Products & Components",Copper Pipes,Exports,2019,103153,01/01/2019,United Kingdom,External Trade,Products & ComponentsCopper PipesExports201910315301/01/2019United Kingdom
" Products & Components",Copper Pipes,Exports,2020,97577,01/01/2020,United Kingdom,External Trade,Products & ComponentsCopper PipesExports20209757701/01/2020United Kingdom
" Products & Components",Lead Pipes & Fittings**,Imports,2015,,01/01/2015,United Kingdom,External Trade,Products & ComponentsLead Pipes & Fittings**Imports201501/01/2015United Kingdom
" Products & Components",Lead Pipes & Fittings**,Imports,2016,,01/01/2016,United Kingdom,External Trade,Products & ComponentsLead Pipes & Fittings**Imports201601/01/2016United Kingdom
" Products & Components",Lead Pipes & Fittings**,Imports,2017,,01/01/2017,United Kingdom,External Trade,Products & ComponentsLead Pipes & Fittings**Imports201701/01/2017United Kingdom
" Products & Components",Lead Pipes & Fittings**,Imports,2018,,01/01/2018,United Kingdom,External Trade,Products & ComponentsLead Pipes & Fittings**Imports201801/01/2018United Kingdom
" Products & Components",Lead Pipes & Fittings**,Imports,2019,,01/01/2019,United Kingdom,External Trade,Products & ComponentsLead Pipes & Fittings**Imports201901/01/2019United Kingdom
" Products & Components",Lead Pipes & Fittings**,Imports,2020,,01/01/2020,United Kingdom,External Trade,Products & ComponentsLead Pipes & Fittings**Imports202001/01/2020United Kingdom
" Products & Components",Lead Pipes & Fittings**,Exports,2015,,01/01/2015,United Kingdom,External Trade,Products & ComponentsLead Pipes & Fittings**Exports201501/01/2015United Kingdom
" Products & Components",Lead Pipes & Fittings**,Exports,2016,,01/01/2016,United Kingdom,External Trade,Products & ComponentsLead Pipes & Fittings**Exports201601/01/2016United Kingdom
" Products & Components",Lead Pipes & Fittings**,Exports,2017,,01/01/2017,United Kingdom,External Trade,Products & ComponentsLead Pipes & Fittings**Exports201701/01/2017United Kingdom
" Products & Components",Lead Pipes & Fittings**,Exports,2018,,01/01/2018,United Kingdom,External Trade,Products & ComponentsLead Pipes & Fittings**Exports201801/01/2018United Kingdom
" Products & Components",Lead Pipes & Fittings**,Exports,2019,,01/01/2019,United Kingdom,External Trade,Products & ComponentsLead Pipes & Fittings**Exports201901/01/2019United Kingdom
" Products & Components",Lead Pipes & Fittings**,Exports,2020,,01/01/2020,United Kingdom,External Trade,Products & ComponentsLead Pipes & Fittings**Exports202001/01/2020United Kingdom
" Products & Components",Zinc Pipes & Fittings*,Imports,2015,,01/01/2015,United Kingdom,External Trade,Products & ComponentsZinc Pipes & Fittings*Imports201501/01/2015United Kingdom
" Products & Components",Zinc Pipes & Fittings*,Imports,2016,,01/01/2016,United Kingdom,External Trade,Products & ComponentsZinc Pipes & Fittings*Imports201601/01/2016United Kingdom
" Products & Components",Zinc Pipes & Fittings*,Imports,2017,,01/01/2017,United Kingdom,External Trade,Products & ComponentsZinc Pipes & Fittings*Imports201701/01/2017United Kingdom
" Products & Components",Zinc Pipes & Fittings*,Imports,2018,,01/01/2018,United Kingdom,External Trade,Products & ComponentsZinc Pipes & Fittings*Imports201801/01/2018United Kingdom
" Products & Components",Zinc Pipes & Fittings*,Imports,2019,,01/01/2019,United Kingdom,External Trade,Products & ComponentsZinc Pipes & Fittings*Imports201901/01/2019United Kingdom
" Products & Components",Zinc Pipes & Fittings*,Imports,2020,,01/01/2020,United Kingdom,External Trade,Products & ComponentsZinc Pipes & Fittings*Imports202001/01/2020United Kingdom
" Products & Components",Zinc Pipes & Fittings*,Exports,2015,,01/01/2015,United Kingdom,External Trade,Products & ComponentsZinc Pipes & Fittings*Exports201501/01/2015United Kingdom
" Products & Components",Zinc Pipes & Fittings*,Exports,2016,,01/01/2016,United Kingdom,External Trade,Products & ComponentsZinc Pipes & Fittings*Exports201601/01/2016United Kingdom
" Products & Components",Zinc Pipes & Fittings*,Exports,2017,,01/01/2017,United Kingdom,External Trade,Products & ComponentsZinc Pipes & Fittings*Exports201701/01/2017United Kingdom
" Products & Components",Zinc Pipes & Fittings*,Exports,2018,,01/01/2018,United Kingdom,External Trade,Products & ComponentsZinc Pipes & Fittings*Exports201801/01/2018United Kingdom
" Products & Components",Zinc Pipes & Fittings*,Exports,2019,,01/01/2019,United Kingdom,External Trade,Products & ComponentsZinc Pipes & Fittings*Exports201901/01/2019United Kingdom
" Products & Components",Zinc Pipes & Fittings*,Exports,2020,,01/01/2020,United Kingdom,External Trade,Products & ComponentsZinc Pipes & Fittings*Exports202001/01/2020United Kingdom
" Products & Components",Other Zinc Building Products*,Imports,2015,,01/01/2015,United Kingdom,External Trade,Products & ComponentsOther Zinc Building Products*Imports201501/01/2015United Kingdom
" Products & Components",Other Zinc Building Products*,Imports,2016,,01/01/2016,United Kingdom,External Trade,Products & ComponentsOther Zinc Building Products*Imports201601/01/2016United Kingdom
" Products & Components",Other Zinc Building Products*,Imports,2017,,01/01/2017,United Kingdom,External Trade,Products & ComponentsOther Zinc Building Products*Imports201701/01/2017United Kingdom
" Products & Components",Other Zinc Building Products*,Imports,2018,,01/01/2018,United Kingdom,External Trade,Products & ComponentsOther Zinc Building Products*Imports201801/01/2018United Kingdom
" Products & Components",Other Zinc Building Products*,Imports,2019,,01/01/2019,United Kingdom,External Trade,Products & ComponentsOther Zinc Building Products*Imports201901/01/2019United Kingdom
" Products & Components",Other Zinc Building Products*,Imports,2020,,01/01/2020,United Kingdom,External Trade,Products & ComponentsOther Zinc Building Products*Imports202001/01/2020United Kingdom
" Products & Components",Other Zinc Building Products*,Exports,2015,,01/01/2015,United Kingdom,External Trade,Products & ComponentsOther Zinc Building Products*Exports201501/01/2015United Kingdom
" Products & Components",Other Zinc Building Products*,Exports,2016,,01/01/2016,United Kingdom,External Trade,Products & ComponentsOther Zinc Building Products*Exports201601/01/2016United Kingdom
" Products & Components",Other Zinc Building Products*,Exports,2017,,01/01/2017,United Kingdom,External Trade,Products & ComponentsOther Zinc Building Products*Exports201701/01/2017United Kingdom
" Products & Components",Other Zinc Building Products*,Exports,2018,,01/01/2018,United Kingdom,External Trade,Products & ComponentsOther Zinc Building Products*Exports201801/01/2018United Kingdom
" Products & Components",Other Zinc Building Products*,Exports,2019,,01/01/2019,United Kingdom,External Trade,Products & ComponentsOther Zinc Building Products*Exports201901/01/2019United Kingdom
" Products & Components",Other Zinc Building Products*,Exports,2020,,01/01/2020,United Kingdom,External Trade,Products & ComponentsOther Zinc Building Products*Exports202001/01/2020United Kingdom
" Products & Components",Zinc Building Products*,Imports,2015,17863,01/01/2015,United Kingdom,External Trade,Products & ComponentsZinc Building Products*Imports20151786301/01/2015United Kingdom
" Products & Components",Zinc Building Products*,Imports,2016,21071,01/01/2016,United Kingdom,External Trade,Products & ComponentsZinc Building Products*Imports20162107101/01/2016United Kingdom
" Products & Components",Zinc Building Products*,Imports,2017,23385,01/01/2017,United Kingdom,External Trade,Products & ComponentsZinc Building Products*Imports20172338501/01/2017United Kingdom
" Products & Components",Zinc Building Products*,Imports,2018,28284,01/01/2018,United Kingdom,External Trade,Products & ComponentsZinc Building Products*Imports20182828401/01/2018United Kingdom
" Products & Components",Zinc Building Products*,Imports,2019,20236,01/01/2019,United Kingdom,External Trade,Products & ComponentsZinc Building Products*Imports20192023601/01/2019United Kingdom
" Products & Components",Zinc Building Products*,Imports,2020,12149,01/01/2020,United Kingdom,External Trade,Products & ComponentsZinc Building Products*Imports20201214901/01/2020United Kingdom
" Products & Components",Zinc Building Products*,Exports,2015,33036,01/01/2015,United Kingdom,External Trade,Products & ComponentsZinc Building Products*Exports20153303601/01/2015United Kingdom
" Products & Components",Zinc Building Products*,Exports,2016,36537,01/01/2016,United Kingdom,External Trade,Products & ComponentsZinc Building Products*Exports20163653701/01/2016United Kingdom
" Products & Components",Zinc Building Products*,Exports,2017,43660,01/01/2017,United Kingdom,External Trade,Products & ComponentsZinc Building Products*Exports20174366001/01/2017United Kingdom
" Products & Components",Zinc Building Products*,Exports,2018,50190,01/01/2018,United Kingdom,External Trade,Products & ComponentsZinc Building Products*Exports20185019001/01/2018United Kingdom
" Products & Components",Zinc Building Products*,Exports,2019,20236,01/01/2019,United Kingdom,External Trade,Products & ComponentsZinc Building Products*Exports20192023601/01/2019United Kingdom
" Products & Components",Zinc Building Products*,Exports,2020,45064,01/01/2020,United Kingdom,External Trade,Products & ComponentsZinc Building Products*Exports20204506401/01/2020United Kingdom
" Products & Components",Plastic Pipes,Imports,2015,135611,01/01/2015,United Kingdom,External Trade,Products & ComponentsPlastic PipesImports201513561101/01/2015United Kingdom
" Products & Components",Plastic Pipes,Imports,2016,135985,01/01/2016,United Kingdom,External Trade,Products & ComponentsPlastic PipesImports201613598501/01/2016United Kingdom
" Products & Components",Plastic Pipes,Imports,2017,153533,01/01/2017,United Kingdom,External Trade,Products & ComponentsPlastic PipesImports201715353301/01/2017United Kingdom
" Products & Components",Plastic Pipes,Imports,2018,180619,01/01/2018,United Kingdom,External Trade,Products & ComponentsPlastic PipesImports201818061901/01/2018United Kingdom
" Products & Components",Plastic Pipes,Imports,2019,199580,01/01/2019,United Kingdom,External Trade,Products & ComponentsPlastic PipesImports201919958001/01/2019United Kingdom
" Products & Components",Plastic Pipes,Imports,2020,205136,01/01/2020,United Kingdom,External Trade,Products & ComponentsPlastic PipesImports202020513601/01/2020United Kingdom
" Products & Components",Plastic Pipes,Exports,2015,149220,01/01/2015,United Kingdom,External Trade,Products & ComponentsPlastic PipesExports201514922001/01/2015United Kingdom
" Products & Components",Plastic Pipes,Exports,2016,169877,01/01/2016,United Kingdom,External Trade,Products & ComponentsPlastic PipesExports201616987701/01/2016United Kingdom
" Products & Components",Plastic Pipes,Exports,2017,179551,01/01/2017,United Kingdom,External Trade,Products & ComponentsPlastic PipesExports201717955101/01/2017United Kingdom
" Products & Components",Plastic Pipes,Exports,2018,200815,01/01/2018,United Kingdom,External Trade,Products & ComponentsPlastic PipesExports201820081501/01/2018United Kingdom
" Products & Components",Plastic Pipes,Exports,2019,208114,01/01/2019,United Kingdom,External Trade,Products & ComponentsPlastic PipesExports201920811401/01/2019United Kingdom
" Products & Components",Plastic Pipes,Exports,2020,206508,01/01/2020,United Kingdom,External Trade,Products & ComponentsPlastic PipesExports202020650801/01/2020United Kingdom
" Products & Components",Other Plastic Building Products,Imports,2015,205501,01/01/2015,United Kingdom,External Trade,Products & ComponentsOther Plastic Building ProductsImports201520550101/01/2015United Kingdom
" Products & Components",Other Plastic Building Products,Imports,2016,236608,01/01/2016,United Kingdom,External Trade,Products & ComponentsOther Plastic Building ProductsImports201623660801/01/2016United Kingdom
" Products & Components",Other Plastic Building Products,Imports,2017,278267,01/01/2017,United Kingdom,External Trade,Products & ComponentsOther Plastic Building ProductsImports201727826701/01/2017United Kingdom
" Products & Components",Other Plastic Building Products,Imports,2018,281008,01/01/2018,United Kingdom,External Trade,Products & ComponentsOther Plastic Building ProductsImports201828100801/01/2018United Kingdom
" Products & Components",Other Plastic Building Products,Imports,2019,292647,01/01/2019,United Kingdom,External Trade,Products & ComponentsOther Plastic Building ProductsImports201929264701/01/2019United Kingdom
" Products & Components",Other Plastic Building Products,Imports,2020,296469,01/01/2020,United Kingdom,External Trade,Products & ComponentsOther Plastic Building ProductsImports202029646901/01/2020United Kingdom
" Products & Components",Other Plastic Building Products,Exports,2015,124773,01/01/2015,United Kingdom,External Trade,Products & ComponentsOther Plastic Building ProductsExports201512477301/01/2015United Kingdom
" Products & Components",Other Plastic Building Products,Exports,2016,136731,01/01/2016,United Kingdom,External Trade,Products & ComponentsOther Plastic Building ProductsExports201613673101/01/2016United Kingdom
" Products & Components",Other Plastic Building Products,Exports,2017,158179,01/01/2017,United Kingdom,External Trade,Products & ComponentsOther Plastic Building ProductsExports201715817901/01/2017United Kingdom
" Products & Components",Other Plastic Building Products,Exports,2018,177535,01/01/2018,United Kingdom,External Trade,Products & ComponentsOther Plastic Building ProductsExports201817753501/01/2018United Kingdom
" Products & Components",Other Plastic Building Products,Exports,2019,183960,01/01/2019,United Kingdom,External Trade,Products & ComponentsOther Plastic Building ProductsExports201918396001/01/2019United Kingdom
" Products & Components",Other Plastic Building Products,Exports,2020,167035,01/01/2020,United Kingdom,External Trade,Products & ComponentsOther Plastic Building ProductsExports202016703501/01/2020United Kingdom
" Products & Components",Builders Ironmongery,Imports,2015,371498,01/01/2015,United Kingdom,External Trade,Products & ComponentsBuilders IronmongeryImports201537149801/01/2015United Kingdom
" Products & Components",Builders Ironmongery,Imports,2016,386506,01/01/2016,United Kingdom,External Trade,Products & ComponentsBuilders IronmongeryImports201638650601/01/2016United Kingdom
" Products & Components",Builders Ironmongery,Imports,2017,451700,01/01/2017,United Kingdom,External Trade,Products & ComponentsBuilders IronmongeryImports201745170001/01/2017United Kingdom
" Products & Components",Builders Ironmongery,Imports,2018,493945,01/01/2018,United Kingdom,External Trade,Products & ComponentsBuilders IronmongeryImports201849394501/01/2018United Kingdom
" Products & Components",Builders Ironmongery,Imports,2019,529226,01/01/2019,United Kingdom,External Trade,Products & ComponentsBuilders IronmongeryImports201952922601/01/2019United Kingdom
" Products & Components",Builders Ironmongery,Imports,2020,445034,01/01/2020,United Kingdom,External Trade,Products & ComponentsBuilders IronmongeryImports202044503401/01/2020United Kingdom
" Products & Components",Builders Ironmongery,Exports,2015,138961,01/01/2015,United Kingdom,External Trade,Products & ComponentsBuilders IronmongeryExports201513896101/01/2015United Kingdom
" Products & Components",Builders Ironmongery,Exports,2016,164424,01/01/2016,United Kingdom,External Trade,Products & ComponentsBuilders IronmongeryExports201616442401/01/2016United Kingdom
" Products & Components",Builders Ironmongery,Exports,2017,225751,01/01/2017,United Kingdom,External Trade,Products & ComponentsBuilders IronmongeryExports201722575101/01/2017United Kingdom
" Products & Components",Builders Ironmongery,Exports,2018,231937,01/01/2018,United Kingdom,External Trade,Products & ComponentsBuilders IronmongeryExports201823193701/01/2018United Kingdom
" Products & Components",Builders Ironmongery,Exports,2019,264240,01/01/2019,United Kingdom,External Trade,Products & ComponentsBuilders IronmongeryExports201926424001/01/2019United Kingdom
" Products & Components",Builders Ironmongery,Exports,2020,211737,01/01/2020,United Kingdom,External Trade,Products & ComponentsBuilders IronmongeryExports202021173701/01/2020United Kingdom
" Products & Components",Nails & Screws,Imports,2015,68360,01/01/2015,United Kingdom,External Trade,Products & ComponentsNails & ScrewsImports20156836001/01/2015United Kingdom
" Products & Components",Nails & Screws,Imports,2016,80506,01/01/2016,United Kingdom,External Trade,Products & ComponentsNails & ScrewsImports20168050601/01/2016United Kingdom
" Products & Components",Nails & Screws,Imports,2017,86634,01/01/2017,United Kingdom,External Trade,Products & ComponentsNails & ScrewsImports20178663401/01/2017United Kingdom
" Products & Components",Nails & Screws,Imports,2018,92634,01/01/2018,United Kingdom,External Trade,Products & ComponentsNails & ScrewsImports20189263401/01/2018United Kingdom
" Products & Components",Nails & Screws,Imports,2019,94145,01/01/2019,United Kingdom,External Trade,Products & ComponentsNails & ScrewsImports20199414501/01/2019United Kingdom
" Products & Components",Nails & Screws,Imports,2020,77724,01/01/2020,United Kingdom,External Trade,Products & ComponentsNails & ScrewsImports20207772401/01/2020United Kingdom
" Products & Components",Nails & Screws,Exports,2015,8023,01/01/2015,United Kingdom,External Trade,Products & ComponentsNails & ScrewsExports2015802301/01/2015United Kingdom
" Products & Components",Nails & Screws,Exports,2016,8752,01/01/2016,United Kingdom,External Trade,Products & ComponentsNails & ScrewsExports2016875201/01/2016United Kingdom
" Products & Components",Nails & Screws,Exports,2017,10051,01/01/2017,United Kingdom,External Trade,Products & ComponentsNails & ScrewsExports20171005101/01/2017United Kingdom
" Products & Components",Nails & Screws,Exports,2018,11408,01/01/2018,United Kingdom,External Trade,Products & ComponentsNails & ScrewsExports20181140801/01/2018United Kingdom
" Products & Components",Nails & Screws,Exports,2019,10566,01/01/2019,United Kingdom,External Trade,Products & ComponentsNails & ScrewsExports20191056601/01/2019United Kingdom
" Products & Components",Nails & Screws,Exports,2020,11278,01/01/2020,United Kingdom,External Trade,Products & ComponentsNails & ScrewsExports20201127801/01/2020United Kingdom
" Products & Components","Mastics, Putty",Imports,2015,180937,01/01/2015,United Kingdom,External Trade,"Products & ComponentsMastics, PuttyImports201518093701/01/2015United Kingdom"
" Products & Components","Mastics, Putty",Imports,2016,210808,01/01/2016,United Kingdom,External Trade,"Products & ComponentsMastics, PuttyImports201621080801/01/2016United Kingdom"
" Products & Components","Mastics, Putty",Imports,2017,222507,01/01/2017,United Kingdom,External Trade,"Products & ComponentsMastics, PuttyImports201722250701/01/2017United Kingdom"
" Products & Components","Mastics, Putty",Imports,2018,246691,01/01/2018,United Kingdom,External Trade,"Products & ComponentsMastics, PuttyImports201824669101/01/2018United Kingdom"
" Products & Components","Mastics, Putty",Imports,2019,235684,01/01/2019,United Kingdom,External Trade,"Products & ComponentsMastics, PuttyImports201923568401/01/2019United Kingdom"
" Products & Components","Mastics, Putty",Imports,2020,220029,01/01/2020,United Kingdom,External Trade,"Products & ComponentsMastics, PuttyImports202022002901/01/2020United Kingdom"
" Products & Components","Mastics, Putty",Exports,2015,137914,01/01/2015,United Kingdom,External Trade,"Products & ComponentsMastics, PuttyExports201513791401/01/2015United Kingdom"
" Products & Components","Mastics, Putty",Exports,2016,161286,01/01/2016,United Kingdom,External Trade,"Products & ComponentsMastics, PuttyExports201616128601/01/2016United Kingdom"
" Products & Components","Mastics, Putty",Exports,2017,178310,01/01/2017,United Kingdom,External Trade,"Products & ComponentsMastics, PuttyExports201717831001/01/2017United Kingdom"
" Products & Components","Mastics, Putty",Exports,2018,202546,01/01/2018,United Kingdom,External Trade,"Products & ComponentsMastics, PuttyExports201820254601/01/2018United Kingdom"
" Products & Components","Mastics, Putty",Exports,2019,219136,01/01/2019,United Kingdom,External Trade,"Products & ComponentsMastics, PuttyExports201921913601/01/2019United Kingdom"
" Products & Components","Mastics, Putty",Exports,2020,211525,01/01/2020,United Kingdom,External Trade,"Products & ComponentsMastics, PuttyExports202021152501/01/2020United Kingdom"
" Products & Components",Paints & Varnishes,Imports,2015,437542,01/01/2015,United Kingdom,External Trade,Products & ComponentsPaints & VarnishesImports201543754201/01/2015United Kingdom
" Products & Components",Paints & Varnishes,Imports,2016,477875,01/01/2016,United Kingdom,External Trade,Products & ComponentsPaints & VarnishesImports201647787501/01/2016United Kingdom
" Products & Components",Paints & Varnishes,Imports,2017,545870,01/01/2017,United Kingdom,External Trade,Products & ComponentsPaints & VarnishesImports201754587001/01/2017United Kingdom
" Products & Components",Paints & Varnishes,Imports,2018,539296,01/01/2018,United Kingdom,External Trade,Products & ComponentsPaints & VarnishesImports201853929601/01/2018United Kingdom
" Products & Components",Paints & Varnishes,Imports,2019,522156,01/01/2019,United Kingdom,External Trade,Products & ComponentsPaints & VarnishesImports201952215601/01/2019United Kingdom
" Products & Components",Paints & Varnishes,Imports,2020,490170,01/01/2020,United Kingdom,External Trade,Products & ComponentsPaints & VarnishesImports202049017001/01/2020United Kingdom
" Products & Components",Paints & Varnishes,Exports,2015,607263,01/01/2015,United Kingdom,External Trade,Products & ComponentsPaints & VarnishesExports201560726301/01/2015United Kingdom
" Products & Components",Paints & Varnishes,Exports,2016,608147,01/01/2016,United Kingdom,External Trade,Products & ComponentsPaints & VarnishesExports201660814701/01/2016United Kingdom
" Products & Components",Paints & Varnishes,Exports,2017,669195,01/01/2017,United Kingdom,External Trade,Products & ComponentsPaints & VarnishesExports201766919501/01/2017United Kingdom
" Products & Components",Paints & Varnishes,Exports,2018,716884,01/01/2018,United Kingdom,External Trade,Products & ComponentsPaints & VarnishesExports201871688401/01/2018United Kingdom
" Products & Components",Paints & Varnishes,Exports,2019,751684,01/01/2019,United Kingdom,External Trade,Products & ComponentsPaints & VarnishesExports201975168401/01/2019United Kingdom
" Products & Components",Paints & Varnishes,Exports,2020,687935,01/01/2020,United Kingdom,External Trade,Products & ComponentsPaints & VarnishesExports202068793501/01/2020United Kingdom
" Products & Components",Paints & Varnishes,,2015,2015,01/01/2015,United Kingdom,External Trade,Products & ComponentsPaints & Varnishes2015201501/01/2015United Kingdom
" Products & Components",Paints & Varnishes,,2016,2016,01/01/2016,United Kingdom,External Trade,Products & ComponentsPaints & Varnishes2016201601/01/2016United Kingdom
" Products & Components",Paints & Varnishes,,2017,2017,01/01/2017,United Kingdom,External Trade,Products & ComponentsPaints & Varnishes2017201701/01/2017United Kingdom
" Products & Components",Paints & Varnishes,,2018,2018,01/01/2018,United Kingdom,External Trade,Products & ComponentsPaints & Varnishes2018201801/01/2018United Kingdom
" Products & Components",Paints & Varnishes,,2019,2019,01/01/2019,United Kingdom,External Trade,Products & ComponentsPaints & Varnishes2019201901/01/2019United Kingdom
