Building Materials & Components Type,Materials & Components Sub-Type,Imports/Exports,Year,Current Prices (£'000),Date,Geographical Region,Type,Unique_Key
" Products & Components",Concrete Reinforcing Bars,Imports,2018,268593,01/01/2018,United Kingdom,External Trade,Products & ComponentsConcrete Reinforcing BarsImports201826859301/01/2018United Kingdom
" Products & Components",Concrete Reinforcing Bars,Imports,2019,237789,01/01/2019,United Kingdom,External Trade,Products & ComponentsConcrete Reinforcing BarsImports201923778901/01/2019United Kingdom
" Products & Components",Concrete Reinforcing Bars,Imports,2020,177122,01/01/2020,United Kingdom,External Trade,Products & ComponentsConcrete Reinforcing BarsImports202017712201/01/2020United Kingdom
" Products & Components",Concrete Reinforcing Bars,Exports,2015,35785,01/01/2015,United Kingdom,External Trade,Products & ComponentsConcrete Reinforcing BarsExports20153578501/01/2015United Kingdom
" Products & Components",Concrete Reinforcing Bars,Exports,2016,24476,01/01/2016,United Kingdom,External Trade,Products & ComponentsConcrete Reinforcing BarsExports20162447601/01/2016United Kingdom
" Products & Components",Concrete Reinforcing Bars,Exports,2017,22390,01/01/2017,United Kingdom,External Trade,Products & ComponentsConcrete Reinforcing BarsExports20172239001/01/2017United Kingdom
" Products & Components",Concrete Reinforcing Bars,Exports,2018,32244,01/01/2018,United Kingdom,External Trade,Products & ComponentsConcrete Reinforcing BarsExports20183224401/01/2018United Kingdom
" Products & Components",Concrete Reinforcing Bars,Exports,2019,46668,01/01/2019,United Kingdom,External Trade,Products & ComponentsConcrete Reinforcing BarsExports20194666801/01/2019United Kingdom
" Products & Components",Concrete Reinforcing Bars,Exports,2020,47990,01/01/2020,United Kingdom,External Trade,Products & ComponentsConcrete Reinforcing BarsExports20204799001/01/2020United Kingdom
" Products & Components",Mortars,Imports,2015,10127,01/01/2015,United Kingdom,External Trade,Products & ComponentsMortarsImports20151012701/01/2015United Kingdom
" Products & Components",Mortars,Imports,2016,11812,01/01/2016,United Kingdom,External Trade,Products & ComponentsMortarsImports20161181201/01/2016United Kingdom
" Products & Components",Mortars,Imports,2017,9477,01/01/2017,United Kingdom,External Trade,Products & ComponentsMortarsImports2017947701/01/2017United Kingdom
" Products & Components",Mortars,Imports,2018,12901,01/01/2018,United Kingdom,External Trade,Products & ComponentsMortarsImports20181290101/01/2018United Kingdom
" Products & Components",Mortars,Imports,2019,11862,01/01/2019,United Kingdom,External Trade,Products & ComponentsMortarsImports20191186201/01/2019United Kingdom
" Products & Components",Mortars,Imports,2020,24649,01/01/2020,United Kingdom,External Trade,Products & ComponentsMortarsImports20202464901/01/2020United Kingdom
" Products & Components",Mortars,Exports,2015,5725,01/01/2015,United Kingdom,External Trade,Products & ComponentsMortarsExports2015572501/01/2015United Kingdom
" Products & Components",Mortars,Exports,2016,8483,01/01/2016,United Kingdom,External Trade,Products & ComponentsMortarsExports2016848301/01/2016United Kingdom
" Products & Components",Mortars,Exports,2017,9301,01/01/2017,United Kingdom,External Trade,Products & ComponentsMortarsExports2017930101/01/2017United Kingdom
" Products & Components",Mortars,Exports,2018,10356,01/01/2018,United Kingdom,External Trade,Products & ComponentsMortarsExports20181035601/01/2018United Kingdom
" Products & Components",Mortars,Exports,2019,11454,01/01/2019,United Kingdom,External Trade,Products & ComponentsMortarsExports20191145401/01/2019United Kingdom
" Products & Components",Mortars,Exports,2020,9751,01/01/2020,United Kingdom,External Trade,Products & ComponentsMortarsExports2020975101/01/2020United Kingdom
" Products & Components",Clay Bricks,Imports,2015,64468,01/01/2015,United Kingdom,External Trade,Products & ComponentsClay BricksImports20156446801/01/2015United Kingdom
" Products & Components",Clay Bricks,Imports,2016,66966,01/01/2016,United Kingdom,External Trade,Products & ComponentsClay BricksImports20166696601/01/2016United Kingdom
" Products & Components",Clay Bricks,Imports,2017,85248,01/01/2017,United Kingdom,External Trade,Products & ComponentsClay BricksImports20178524801/01/2017United Kingdom
" Products & Components",Clay Bricks,Imports,2018,116032,01/01/2018,United Kingdom,External Trade,Products & ComponentsClay BricksImports201811603201/01/2018United Kingdom
" Products & Components",Clay Bricks,Imports,2019,137431,01/01/2019,United Kingdom,External Trade,Products & ComponentsClay BricksImports201913743101/01/2019United Kingdom
" Products & Components",Clay Bricks,Imports,2020,106521,01/01/2020,United Kingdom,External Trade,Products & ComponentsClay BricksImports202010652101/01/2020United Kingdom
" Products & Components",Clay Bricks,Exports,2015,4537,01/01/2015,United Kingdom,External Trade,Products & ComponentsClay BricksExports2015453701/01/2015United Kingdom
" Products & Components",Clay Bricks,Exports,2016,7435,01/01/2016,United Kingdom,External Trade,Products & ComponentsClay BricksExports2016743501/01/2016United Kingdom
" Products & Components",Clay Bricks,Exports,2017,9037,01/01/2017,United Kingdom,External Trade,Products & ComponentsClay BricksExports2017903701/01/2017United Kingdom
" Products & Components",Clay Bricks,Exports,2018,9158,01/01/2018,United Kingdom,External Trade,Products & ComponentsClay BricksExports2018915801/01/2018United Kingdom
" Products & Components",Clay Bricks,Exports,2019,7421,01/01/2019,United Kingdom,External Trade,Products & ComponentsClay BricksExports2019742101/01/2019United Kingdom
" Products & Components",Clay Bricks,Exports,2020,8488,01/01/2020,United Kingdom,External Trade,Products & ComponentsClay BricksExports2020848801/01/2020United Kingdom
" Products & Components",Clay Roofing Tiles,Imports,2015,18852,01/01/2015,United Kingdom,External Trade,Products & ComponentsClay Roofing TilesImports20151885201/01/2015United Kingdom
" Products & Components",Clay Roofing Tiles,Imports,2016,25998,01/01/2016,United Kingdom,External Trade,Products & ComponentsClay Roofing TilesImports20162599801/01/2016United Kingdom
" Products & Components",Clay Roofing Tiles,Imports,2017,35085,01/01/2017,United Kingdom,External Trade,Products & ComponentsClay Roofing TilesImports20173508501/01/2017United Kingdom
" Products & Components",Clay Roofing Tiles,Imports,2018,35139,01/01/2018,United Kingdom,External Trade,Products & ComponentsClay Roofing TilesImports20183513901/01/2018United Kingdom
" Products & Components",Clay Roofing Tiles,Imports,2019,30592,01/01/2019,United Kingdom,External Trade,Products & ComponentsClay Roofing TilesImports20193059201/01/2019United Kingdom
" Products & Components",Clay Roofing Tiles,Imports,2020,35191,01/01/2020,United Kingdom,External Trade,Products & ComponentsClay Roofing TilesImports20203519101/01/2020United Kingdom
" Products & Components",Clay Roofing Tiles,Exports,2015,274,01/01/2015,United Kingdom,External Trade,Products & ComponentsClay Roofing TilesExports201527401/01/2015United Kingdom
" Products & Components",Clay Roofing Tiles,Exports,2016,300,01/01/2016,United Kingdom,External Trade,Products & ComponentsClay Roofing TilesExports201630001/01/2016United Kingdom
" Products & Components",Clay Roofing Tiles,Exports,2017,401,01/01/2017,United Kingdom,External Trade,Products & ComponentsClay Roofing TilesExports201740101/01/2017United Kingdom
" Products & Components",Clay Roofing Tiles,Exports,2018,419,01/01/2018,United Kingdom,External Trade,Products & ComponentsClay Roofing TilesExports201841901/01/2018United Kingdom
" Products & Components",Clay Roofing Tiles,Exports,2019,453,01/01/2019,United Kingdom,External Trade,Products & ComponentsClay Roofing TilesExports201945301/01/2019United Kingdom
" Products & Components",Clay Roofing Tiles,Exports,2020,788,01/01/2020,United Kingdom,External Trade,Products & ComponentsClay Roofing TilesExports202078801/01/2020United Kingdom
" Products & Components",Clay Pipes,Imports,2015,1044,01/01/2015,United Kingdom,External Trade,Products & ComponentsClay PipesImports2015104401/01/2015United Kingdom
" Products & Components",Clay Pipes,Imports,2016,1548,01/01/2016,United Kingdom,External Trade,Products & ComponentsClay PipesImports2016154801/01/2016United Kingdom
" Products & Components",Clay Pipes,Imports,2017,1579,01/01/2017,United Kingdom,External Trade,Products & ComponentsClay PipesImports2017157901/01/2017United Kingdom
" Products & Components",Clay Pipes,Imports,2018,1567,01/01/2018,United Kingdom,External Trade,Products & ComponentsClay PipesImports2018156701/01/2018United Kingdom
" Products & Components",Clay Pipes,Imports,2019,1886,01/01/2019,United Kingdom,External Trade,Products & ComponentsClay PipesImports2019188601/01/2019United Kingdom
" Products & Components",Clay Pipes,Imports,2020,743,01/01/2020,United Kingdom,External Trade,Products & ComponentsClay PipesImports202074301/01/2020United Kingdom
" Products & Components",Clay Pipes,Exports,2015,3550,01/01/2015,United Kingdom,External Trade,Products & ComponentsClay PipesExports2015355001/01/2015United Kingdom
" Products & Components",Clay Pipes,Exports,2016,4485,01/01/2016,United Kingdom,External Trade,Products & ComponentsClay PipesExports2016448501/01/2016United Kingdom
" Products & Components",Clay Pipes,Exports,2017,3743,01/01/2017,United Kingdom,External Trade,Products & ComponentsClay PipesExports2017374301/01/2017United Kingdom
" Products & Components",Clay Pipes,Exports,2018,4356,01/01/2018,United Kingdom,External Trade,Products & ComponentsClay PipesExports2018435601/01/2018United Kingdom
" Products & Components",Clay Pipes,Exports,2019,5064,01/01/2019,United Kingdom,External Trade,Products & ComponentsClay PipesExports2019506401/01/2019United Kingdom
" Products & Components",Clay Pipes,Exports,2020,2467,01/01/2020,United Kingdom,External Trade,Products & ComponentsClay PipesExports2020246701/01/2020United Kingdom
" Products & Components",Other Clay Products,Imports,2015,7740,01/01/2015,United Kingdom,External Trade,Products & ComponentsOther Clay ProductsImports2015774001/01/2015United Kingdom
" Products & Components",Other Clay Products,Imports,2016,15961,01/01/2016,United Kingdom,External Trade,Products & ComponentsOther Clay ProductsImports20161596101/01/2016United Kingdom
" Products & Components",Other Clay Products,Imports,2017,15209,01/01/2017,United Kingdom,External Trade,Products & ComponentsOther Clay ProductsImports20171520901/01/2017United Kingdom
" Products & Components",Other Clay Products,Imports,2018,13453,01/01/2018,United Kingdom,External Trade,Products & ComponentsOther Clay ProductsImports20181345301/01/2018United Kingdom
" Products & Components",Other Clay Products,Imports,2019,7621,01/01/2019,United Kingdom,External Trade,Products & ComponentsOther Clay ProductsImports2019762101/01/2019United Kingdom
" Products & Components",Other Clay Products,Imports,2020,8814,01/01/2020,United Kingdom,External Trade,Products & ComponentsOther Clay ProductsImports2020881401/01/2020United Kingdom
" Products & Components",Other Clay Products,Exports,2015,2419,01/01/2015,United Kingdom,External Trade,Products & ComponentsOther Clay ProductsExports2015241901/01/2015United Kingdom
" Products & Components",Other Clay Products,Exports,2016,2897,01/01/2016,United Kingdom,External Trade,Products & ComponentsOther Clay ProductsExports2016289701/01/2016United Kingdom
" Products & Components",Other Clay Products,Exports,2017,2605,01/01/2017,United Kingdom,External Trade,Products & ComponentsOther Clay ProductsExports2017260501/01/2017United Kingdom
" Products & Components",Other Clay Products,Exports,2018,2236,01/01/2018,United Kingdom,External Trade,Products & ComponentsOther Clay ProductsExports2018223601/01/2018United Kingdom
" Products & Components",Other Clay Products,Exports,2019,2660,01/01/2019,United Kingdom,External Trade,Products & ComponentsOther Clay ProductsExports2019266001/01/2019United Kingdom
" Products & Components",Other Clay Products,Exports,2020,2183,01/01/2020,United Kingdom,External Trade,Products & ComponentsOther Clay ProductsExports2020218301/01/2020United Kingdom
" Products & Components",Concrete Blocks & Bricks,Imports,2015,12200,01/01/2015,United Kingdom,External Trade,Products & ComponentsConcrete Blocks & BricksImports20151220001/01/2015United Kingdom
" Products & Components",Concrete Blocks & Bricks,Imports,2016,30327,01/01/2016,United Kingdom,External Trade,Products & ComponentsConcrete Blocks & BricksImports20163032701/01/2016United Kingdom
" Products & Components",Concrete Blocks & Bricks,Imports,2017,31847,01/01/2017,United Kingdom,External Trade,Products & ComponentsConcrete Blocks & BricksImports20173184701/01/2017United Kingdom
" Products & Components",Concrete Blocks & Bricks,Imports,2018,32542,01/01/2018,United Kingdom,External Trade,Products & ComponentsConcrete Blocks & BricksImports20183254201/01/2018United Kingdom
" Products & Components",Concrete Blocks & Bricks,Imports,2019,29954,01/01/2019,United Kingdom,External Trade,Products & ComponentsConcrete Blocks & BricksImports20192995401/01/2019United Kingdom
" Products & Components",Concrete Blocks & Bricks,Imports,2020,35571,01/01/2020,United Kingdom,External Trade,Products & ComponentsConcrete Blocks & BricksImports20203557101/01/2020United Kingdom
" Products & Components",Concrete Blocks & Bricks,Exports,2015,5335,01/01/2015,United Kingdom,External Trade,Products & ComponentsConcrete Blocks & BricksExports2015533501/01/2015United Kingdom
" Products & Components",Concrete Blocks & Bricks,Exports,2016,7474,01/01/2016,United Kingdom,External Trade,Products & ComponentsConcrete Blocks & BricksExports2016747401/01/2016United Kingdom
" Products & Components",Concrete Blocks & Bricks,Exports,2017,7184,01/01/2017,United Kingdom,External Trade,Products & ComponentsConcrete Blocks & BricksExports2017718401/01/2017United Kingdom
" Products & Components",Concrete Blocks & Bricks,Exports,2018,10273,01/01/2018,United Kingdom,External Trade,Products & ComponentsConcrete Blocks & BricksExports20181027301/01/2018United Kingdom
" Products & Components",Concrete Blocks & Bricks,Exports,2019,9793,01/01/2019,United Kingdom,External Trade,Products & ComponentsConcrete Blocks & BricksExports2019979301/01/2019United Kingdom
" Products & Components",Concrete Blocks & Bricks,Exports,2020,8849,01/01/2020,United Kingdom,External Trade,Products & ComponentsConcrete Blocks & BricksExports2020884901/01/2020United Kingdom
" Products & Components",Concrete Roofing Tiles*,Imports,2015,,01/01/2015,United Kingdom,External Trade,Products & ComponentsConcrete Roofing Tiles*Imports201501/01/2015United Kingdom
" Products & Components",Concrete Roofing Tiles*,Imports,2016,,01/01/2016,United Kingdom,External Trade,Products & ComponentsConcrete Roofing Tiles*Imports201601/01/2016United Kingdom
" Products & Components",Concrete Roofing Tiles*,Imports,2017,,01/01/2017,United Kingdom,External Trade,Products & ComponentsConcrete Roofing Tiles*Imports201701/01/2017United Kingdom
" Products & Components",Concrete Roofing Tiles*,Imports,2018,,01/01/2018,United Kingdom,External Trade,Products & ComponentsConcrete Roofing Tiles*Imports201801/01/2018United Kingdom
" Products & Components",Concrete Roofing Tiles*,Imports,2019,,01/01/2019,United Kingdom,External Trade,Products & ComponentsConcrete Roofing Tiles*Imports201901/01/2019United Kingdom
" Products & Components",Concrete Roofing Tiles*,Imports,2020,,01/01/2020,United Kingdom,External Trade,Products & ComponentsConcrete Roofing Tiles*Imports202001/01/2020United Kingdom
" Products & Components",Concrete Roofing Tiles*,Exports,2015,,01/01/2015,United Kingdom,External Trade,Products & ComponentsConcrete Roofing Tiles*Exports201501/01/2015United Kingdom
" Products & Components",Concrete Roofing Tiles*,Exports,2016,,01/01/2016,United Kingdom,External Trade,Products & ComponentsConcrete Roofing Tiles*Exports201601/01/2016United Kingdom
" Products & Components",Concrete Roofing Tiles*,Exports,2017,,01/01/2017,United Kingdom,External Trade,Products & ComponentsConcrete Roofing Tiles*Exports201701/01/2017United Kingdom
" Products & Components",Concrete Roofing Tiles*,Exports,2018,,01/01/2018,United Kingdom,External Trade,Products & ComponentsConcrete Roofing Tiles*Exports201801/01/2018United Kingdom
" Products & Components",Concrete Roofing Tiles*,Exports,2019,,01/01/2019,United Kingdom,External Trade,Products & ComponentsConcrete Roofing Tiles*Exports201901/01/2019United Kingdom
" Products & Components",Concrete Roofing Tiles*,Exports,2020,,01/01/2020,United Kingdom,External Trade,Products & ComponentsConcrete Roofing Tiles*Exports202001/01/2020United Kingdom
" Products & Components",Other Concrete Tiles & Paving*,Imports,2015,,01/01/2015,United Kingdom,External Trade,Products & ComponentsOther Concrete Tiles & Paving*Imports201501/01/2015United Kingdom
" Products & Components",Other Concrete Tiles & Paving*,Imports,2016,,01/01/2016,United Kingdom,External Trade,Products & ComponentsOther Concrete Tiles & Paving*Imports201601/01/2016United Kingdom
" Products & Components",Other Concrete Tiles & Paving*,Imports,2017,,01/01/2017,United Kingdom,External Trade,Products & ComponentsOther Concrete Tiles & Paving*Imports201701/01/2017United Kingdom
" Products & Components",Other Concrete Tiles & Paving*,Imports,2018,,01/01/2018,United Kingdom,External Trade,Products & ComponentsOther Concrete Tiles & Paving*Imports201801/01/2018United Kingdom
" Products & Components",Other Concrete Tiles & Paving*,Imports,2019,,01/01/2019,United Kingdom,External Trade,Products & ComponentsOther Concrete Tiles & Paving*Imports201901/01/2019United Kingdom
" Products & Components",Other Concrete Tiles & Paving*,Imports,2020,,01/01/2020,United Kingdom,External Trade,Products & ComponentsOther Concrete Tiles & Paving*Imports202001/01/2020United Kingdom
" Products & Components",Other Concrete Tiles & Paving*,Exports,2015,,01/01/2015,United Kingdom,External Trade,Products & ComponentsOther Concrete Tiles & Paving*Exports201501/01/2015United Kingdom
" Products & Components",Other Concrete Tiles & Paving*,Exports,2016,,01/01/2016,United Kingdom,External Trade,Products & ComponentsOther Concrete Tiles & Paving*Exports201601/01/2016United Kingdom
" Products & Components",Other Concrete Tiles & Paving*,Exports,2017,,01/01/2017,United Kingdom,External Trade,Products & ComponentsOther Concrete Tiles & Paving*Exports201701/01/2017United Kingdom
" Products & Components",Other Concrete Tiles & Paving*,Exports,2018,,01/01/2018,United Kingdom,External Trade,Products & ComponentsOther Concrete Tiles & Paving*Exports201801/01/2018United Kingdom
" Products & Components",Other Concrete Tiles & Paving*,Exports,2019,,01/01/2019,United Kingdom,External Trade,Products & ComponentsOther Concrete Tiles & Paving*Exports201901/01/2019United Kingdom
" Products & Components",Other Concrete Tiles & Paving*,Exports,2020,,01/01/2020,United Kingdom,External Trade,Products & ComponentsOther Concrete Tiles & Paving*Exports202001/01/2020United Kingdom
" Products & Components",Concrete Tiles and Pavings*,Imports,2015,23726,01/01/2015,United Kingdom,External Trade,Products & ComponentsConcrete Tiles and Pavings*Imports20152372601/01/2015United Kingdom
" Products & Components",Concrete Tiles and Pavings*,Imports,2016,29353,01/01/2016,United Kingdom,External Trade,Products & ComponentsConcrete Tiles and Pavings*Imports20162935301/01/2016United Kingdom
" Products & Components",Concrete Tiles and Pavings*,Imports,2017,36770,01/01/2017,United Kingdom,External Trade,Products & ComponentsConcrete Tiles and Pavings*Imports20173677001/01/2017United Kingdom
" Products & Components",Concrete Tiles and Pavings*,Imports,2018,47933,01/01/2018,United Kingdom,External Trade,Products & ComponentsConcrete Tiles and Pavings*Imports20184793301/01/2018United Kingdom
" Products & Components",Concrete Tiles and Pavings*,Imports,2019,46713,01/01/2019,United Kingdom,External Trade,Products & ComponentsConcrete Tiles and Pavings*Imports20194671301/01/2019United Kingdom
" Products & Components",Concrete Tiles and Pavings*,Imports,2020,32153,01/01/2020,United Kingdom,External Trade,Products & ComponentsConcrete Tiles and Pavings*Imports20203215301/01/2020United Kingdom
" Products & Components",Concrete Tiles and Pavings*,Exports,2015,9427,01/01/2015,United Kingdom,External Trade,Products & ComponentsConcrete Tiles and Pavings*Exports2015942701/01/2015United Kingdom
" Products & Components",Concrete Tiles and Pavings*,Exports,2016,15311,01/01/2016,United Kingdom,External Trade,Products & ComponentsConcrete Tiles and Pavings*Exports20161531101/01/2016United Kingdom
" Products & Components",Concrete Tiles and Pavings*,Exports,2017,36770,01/01/2017,United Kingdom,External Trade,Products & ComponentsConcrete Tiles and Pavings*Exports20173677001/01/2017United Kingdom
" Products & Components",Concrete Tiles and Pavings*,Exports,2018,18185,01/01/2018,United Kingdom,External Trade,Products & ComponentsConcrete Tiles and Pavings*Exports20181818501/01/2018United Kingdom
" Products & Components",Concrete Tiles and Pavings*,Exports,2019,19414,01/01/2019,United Kingdom,External Trade,Products & ComponentsConcrete Tiles and Pavings*Exports20191941401/01/2019United Kingdom
" Products & Components",Concrete Tiles and Pavings*,Exports,2020,19606,01/01/2020,United Kingdom,External Trade,Products & ComponentsConcrete Tiles and Pavings*Exports20201960601/01/2020United Kingdom
" Products & Components",Prefabricated Concrete Products,Imports,2015,73013,01/01/2015,United Kingdom,External Trade,Products & ComponentsPrefabricated Concrete ProductsImports20157301301/01/2015United Kingdom
" Products & Components",Prefabricated Concrete Products,Imports,2016,138716,01/01/2016,United Kingdom,External Trade,Products & ComponentsPrefabricated Concrete ProductsImports201613871601/01/2016United Kingdom
" Products & Components",Prefabricated Concrete Products,Imports,2017,116266,01/01/2017,United Kingdom,External Trade,Products & ComponentsPrefabricated Concrete ProductsImports201711626601/01/2017United Kingdom
" Products & Components",Prefabricated Concrete Products,Imports,2018,106837,01/01/2018,United Kingdom,External Trade,Products & ComponentsPrefabricated Concrete ProductsImports201810683701/01/2018United Kingdom
" Products & Components",Prefabricated Concrete Products,Imports,2019,86939,01/01/2019,United Kingdom,External Trade,Products & ComponentsPrefabricated Concrete ProductsImports20198693901/01/2019United Kingdom
" Products & Components",Prefabricated Concrete Products,Imports,2020,60925,01/01/2020,United Kingdom,External Trade,Products & ComponentsPrefabricated Concrete ProductsImports20206092501/01/2020United Kingdom
" Products & Components",Prefabricated Concrete Products,Exports,2015,1282,01/01/2015,United Kingdom,External Trade,Products & ComponentsPrefabricated Concrete ProductsExports2015128201/01/2015United Kingdom
" Products & Components",Prefabricated Concrete Products,Exports,2016,2239,01/01/2016,United Kingdom,External Trade,Products & ComponentsPrefabricated Concrete ProductsExports2016223901/01/2016United Kingdom
" Products & Components",Prefabricated Concrete Products,Exports,2017,4758,01/01/2017,United Kingdom,External Trade,Products & ComponentsPrefabricated Concrete ProductsExports2017475801/01/2017United Kingdom
" Products & Components",Prefabricated Concrete Products,Exports,2018,7393,01/01/2018,United Kingdom,External Trade,Products & ComponentsPrefabricated Concrete ProductsExports2018739301/01/2018United Kingdom
" Products & Components",Prefabricated Concrete Products,Exports,2019,9062,01/01/2019,United Kingdom,External Trade,Products & ComponentsPrefabricated Concrete ProductsExports2019906201/01/2019United Kingdom
" Products & Components",Prefabricated Concrete Products,Exports,2020,7766,01/01/2020,United Kingdom,External Trade,Products & ComponentsPrefabricated Concrete ProductsExports2020776601/01/2020United Kingdom
" Products & Components",Concrete Pipes,Imports,2015,105963,01/01/2015,United Kingdom,External Trade,Products & ComponentsConcrete PipesImports201510596301/01/2015United Kingdom
" Products & Components",Concrete Pipes,Imports,2016,124946,01/01/2016,United Kingdom,External Trade,Products & ComponentsConcrete PipesImports201612494601/01/2016United Kingdom
" Products & Components",Concrete Pipes,Imports,2017,142585,01/01/2017,United Kingdom,External Trade,Products & ComponentsConcrete PipesImports201714258501/01/2017United Kingdom
" Products & Components",Concrete Pipes,Imports,2018,147565,01/01/2018,United Kingdom,External Trade,Products & ComponentsConcrete PipesImports201814756501/01/2018United Kingdom
" Products & Components",Concrete Pipes,Imports,2019,162552,01/01/2019,United Kingdom,External Trade,Products & ComponentsConcrete PipesImports201916255201/01/2019United Kingdom
" Products & Components",Concrete Pipes,Imports,2020,110550,01/01/2020,United Kingdom,External Trade,Products & ComponentsConcrete PipesImports202011055001/01/2020United Kingdom
" Products & Components",Concrete Pipes,Exports,2015,38318,01/01/2015,United Kingdom,External Trade,Products & ComponentsConcrete PipesExports20153831801/01/2015United Kingdom
" Products & Components",Concrete Pipes,Exports,2016,47342,01/01/2016,United Kingdom,External Trade,Products & ComponentsConcrete PipesExports20164734201/01/2016United Kingdom
" Products & Components",Concrete Pipes,Exports,2017,46733,01/01/2017,United Kingdom,External Trade,Products & ComponentsConcrete PipesExports20174673301/01/2017United Kingdom
" Products & Components",Concrete Pipes,Exports,2018,37531,01/01/2018,United Kingdom,External Trade,Products & ComponentsConcrete PipesExports20183753101/01/2018United Kingdom
" Products & Components",Concrete Pipes,Exports,2019,30513,01/01/2019,United Kingdom,External Trade,Products & ComponentsConcrete PipesExports20193051301/01/2019United Kingdom
" Products & Components",Concrete Pipes,Exports,2020,27285,01/01/2020,United Kingdom,External Trade,Products & ComponentsConcrete PipesExports20202728501/01/2020United Kingdom
" Products & Components",Concrete Pipes,,2015,2015,01/01/2015,United Kingdom,External Trade,Products & ComponentsConcrete Pipes2015201501/01/2015United Kingdom
" Products & Components",Concrete Pipes,,2016,2016,01/01/2016,United Kingdom,External Trade,Products & ComponentsConcrete Pipes2016201601/01/2016United Kingdom
" Products & Components",Concrete Pipes,,2017,2017,01/01/2017,United Kingdom,External Trade,Products & ComponentsConcrete Pipes2017201701/01/2017United Kingdom
" Products & Components",Concrete Pipes,,2018,2018,01/01/2018,United Kingdom,External Trade,Products & ComponentsConcrete Pipes2018201801/01/2018United Kingdom
" Products & Components",Concrete Pipes,,2019,2019,01/01/2019,United Kingdom,External Trade,Products & ComponentsConcrete Pipes2019201901/01/2019United Kingdom
" Products & Components",Concrete Pipes,,2020,2020,01/01/2020,United Kingdom,External Trade,Products & ComponentsConcrete Pipes2020202001/01/2020United Kingdom
" Products & Components",Structural Units (steel),Imports,2015,242664,01/01/2015,United Kingdom,External Trade,Products & ComponentsStructural Units (steel)Imports201524266401/01/2015United Kingdom
" Products & Components",Structural Units (steel),Imports,2016,314887,01/01/2016,United Kingdom,External Trade,Products & ComponentsStructural Units (steel)Imports201631488701/01/2016United Kingdom
" Products & Components",Structural Units (steel),Imports,2017,179194,01/01/2017,United Kingdom,External Trade,Products & ComponentsStructural Units (steel)Imports201717919401/01/2017United Kingdom
" Products & Components",Structural Units (steel),Imports,2018,784912,01/01/2018,United Kingdom,External Trade,Products & ComponentsStructural Units (steel)Imports201878491201/01/2018United Kingdom
" Products & Components",Structural Units (steel),Imports,2019,468356,01/01/2019,United Kingdom,External Trade,Products & ComponentsStructural Units (steel)Imports201946835601/01/2019United Kingdom
" Products & Components",Structural Units (steel),Imports,2020,430791,01/01/2020,United Kingdom,External Trade,Products & ComponentsStructural Units (steel)Imports202043079101/01/2020United Kingdom
" Products & Components",Structural Units (steel),Exports,2015,187947,01/01/2015,United Kingdom,External Trade,Products & ComponentsStructural Units (steel)Exports201518794701/01/2015United Kingdom
" Products & Components",Structural Units (steel),Exports,2016,184667,01/01/2016,United Kingdom,External Trade,Products & ComponentsStructural Units (steel)Exports201618466701/01/2016United Kingdom
" Products & Components",Structural Units (steel),Exports,2017,192728,01/01/2017,United Kingdom,External Trade,Products & ComponentsStructural Units (steel)Exports201719272801/01/2017United Kingdom
" Products & Components",Structural Units (steel),Exports,2018,190175,01/01/2018,United Kingdom,External Trade,Products & ComponentsStructural Units (steel)Exports201819017501/01/2018United Kingdom
" Products & Components",Structural Units (steel),Exports,2019,247791,01/01/2019,United Kingdom,External Trade,Products & ComponentsStructural Units (steel)Exports201924779101/01/2019United Kingdom
" Products & Components",Structural Units (steel),Exports,2020,153455,01/01/2020,United Kingdom,External Trade,Products & ComponentsStructural Units (steel)Exports202015345501/01/2020United Kingdom
" Products & Components",Structural Units (aluminium),Imports,2015,229463,01/01/2015,United Kingdom,External Trade,Products & ComponentsStructural Units (aluminium)Imports201522946301/01/2015United Kingdom
" Products & Components",Structural Units (aluminium),Imports,2016,355628,01/01/2016,United Kingdom,External Trade,Products & ComponentsStructural Units (aluminium)Imports201635562801/01/2016United Kingdom
" Products & Components",Structural Units (aluminium),Imports,2017,308660,01/01/2017,United Kingdom,External Trade,Products & ComponentsStructural Units (aluminium)Imports201730866001/01/2017United Kingdom
" Products & Components",Structural Units (aluminium),Imports,2018,412373,01/01/2018,United Kingdom,External Trade,Products & ComponentsStructural Units (aluminium)Imports201841237301/01/2018United Kingdom
" Products & Components",Structural Units (aluminium),Imports,2019,506197,01/01/2019,United Kingdom,External Trade,Products & ComponentsStructural Units (aluminium)Imports201950619701/01/2019United Kingdom
" Products & Components",Structural Units (aluminium),Imports,2020,437048,01/01/2020,United Kingdom,External Trade,Products & ComponentsStructural Units (aluminium)Imports202043704801/01/2020United Kingdom
" Products & Components",Structural Units (aluminium),Exports,2015,72837,01/01/2015,United Kingdom,External Trade,Products & ComponentsStructural Units (aluminium)Exports20157283701/01/2015United Kingdom
" Products & Components",Structural Units (aluminium),Exports,2016,62573,01/01/2016,United Kingdom,External Trade,Products & ComponentsStructural Units (aluminium)Exports20166257301/01/2016United Kingdom
" Products & Components",Structural Units (aluminium),Exports,2017,76696,01/01/2017,United Kingdom,External Trade,Products & ComponentsStructural Units (aluminium)Exports20177669601/01/2017United Kingdom
" Products & Components",Structural Units (aluminium),Exports,2018,98808,01/01/2018,United Kingdom,External Trade,Products & ComponentsStructural Units (aluminium)Exports20189880801/01/2018United Kingdom
