Building Materials & Components Type,Materials & Components Sub-Type,Imports/Exports,Year,Current Prices (£'000),Date,Geographical Region,Type,Unique_Key
" Products & Components",Asphalt Products*,Exports,2020,12262,01/01/2020,United Kingdom,External Trade,
" Products & Components",Mineral Insulating Materials,Imports,2015,99542,01/01/2015,United Kingdom,External Trade,
" Products & Components",Mineral Insulating Materials,Imports,2016,106547,01/01/2016,United Kingdom,External Trade,
" Products & Components",Mineral Insulating Materials,Imports,2017,124026,01/01/2017,United Kingdom,External Trade,
" Products & Components",Mineral Insulating Materials,Imports,2018,143407,01/01/2018,United Kingdom,External Trade,
" Products & Components",Mineral Insulating Materials,Imports,2019,135688,01/01/2019,United Kingdom,External Trade,
" Products & Components",Mineral Insulating Materials,Imports,2020,109779,01/01/2020,United Kingdom,External Trade,
" Products & Components",Mineral Insulating Materials,Exports,2015,151080,01/01/2015,United Kingdom,External Trade,
" Products & Components",Mineral Insulating Materials,Exports,2016,162242,01/01/2016,United Kingdom,External Trade,
" Products & Components",Mineral Insulating Materials,Exports,2017,190839,01/01/2017,United Kingdom,External Trade,
" Products & Components",Mineral Insulating Materials,Exports,2018,196774,01/01/2018,United Kingdom,External Trade,
" Products & Components",Mineral Insulating Materials,Exports,2019,211036,01/01/2019,United Kingdom,External Trade,
" Products & Components",Mineral Insulating Materials,Exports,2020,178989,01/01/2020,United Kingdom,External Trade,
" Products & Components",Glass Fibre**,Imports,2015,"              :",01/01/2015,United Kingdom,External Trade,
" Products & Components",Glass Fibre**,Imports,2016,"              :",01/01/2016,United Kingdom,External Trade,
" Products & Components",Glass Fibre**,Imports,2017,"              :",01/01/2017,United Kingdom,External Trade,
" Products & Components",Glass Fibre**,Imports,2018,"              :",01/01/2018,United Kingdom,External Trade,
" Products & Components",Glass Fibre**,Imports,2019,"              :",01/01/2019,United Kingdom,External Trade,
" Products & Components",Glass Fibre**,Imports,2020,"              :",01/01/2020,United Kingdom,External Trade,
" Products & Components",Glass Fibre**,Exports,2015,"              :",01/01/2015,United Kingdom,External Trade,
" Products & Components",Glass Fibre**,Exports,2016,"              :",01/01/2016,United Kingdom,External Trade,
" Products & Components",Glass Fibre**,Exports,2017,"              :",01/01/2017,United Kingdom,External Trade,
" Products & Components",Glass Fibre**,Exports,2018,"              :",01/01/2018,United Kingdom,External Trade,
" Products & Components",Glass Fibre**,Exports,2019,"              :",01/01/2019,United Kingdom,External Trade,
" Products & Components",Glass Fibre**,Exports,2020,"              :",01/01/2020,United Kingdom,External Trade,
" Products & Components",Fibre Cement Products,Imports,2015,64201,01/01/2015,United Kingdom,External Trade,
" Products & Components",Fibre Cement Products,Imports,2016,72723,01/01/2016,United Kingdom,External Trade,
" Products & Components",Fibre Cement Products,Imports,2017,83967,01/01/2017,United Kingdom,External Trade,
" Products & Components",Fibre Cement Products,Imports,2018,80024,01/01/2018,United Kingdom,External Trade,
" Products & Components",Fibre Cement Products,Imports,2019,86056,01/01/2019,United Kingdom,External Trade,
" Products & Components",Fibre Cement Products,Imports,2020,86423,01/01/2020,United Kingdom,External Trade,
" Products & Components",Fibre Cement Products,Exports,2015,6866,01/01/2015,United Kingdom,External Trade,
" Products & Components",Fibre Cement Products,Exports,2016,10836,01/01/2016,United Kingdom,External Trade,
" Products & Components",Fibre Cement Products,Exports,2017,11831,01/01/2017,United Kingdom,External Trade,
" Products & Components",Fibre Cement Products,Exports,2018,9282,01/01/2018,United Kingdom,External Trade,
" Products & Components",Fibre Cement Products,Exports,2019,11405,01/01/2019,United Kingdom,External Trade,
" Products & Components",Fibre Cement Products,Exports,2020,4819,01/01/2020,United Kingdom,External Trade,
" Products & Components",Building Plasters1,Imports,2015,"              :",01/01/2015,United Kingdom,External Trade,
" Products & Components",Building Plasters1,Imports,2016,"              :",01/01/2016,United Kingdom,External Trade,
" Products & Components",Building Plasters1,Imports,2017,"              :",01/01/2017,United Kingdom,External Trade,
" Products & Components",Building Plasters1,Imports,2018,"              :",01/01/2018,United Kingdom,External Trade,
" Products & Components",Building Plasters1,Imports,2019,"              :",01/01/2019,United Kingdom,External Trade,
" Products & Components",Building Plasters1,Imports,2020,"              :",01/01/2020,United Kingdom,External Trade,
" Products & Components",Building Plasters1,Exports,2015,"              :",01/01/2015,United Kingdom,External Trade,
" Products & Components",Building Plasters1,Exports,2016,"              :",01/01/2016,United Kingdom,External Trade,
" Products & Components",Building Plasters1,Exports,2017,"              :",01/01/2017,United Kingdom,External Trade,
" Products & Components",Building Plasters1,Exports,2018,"              :",01/01/2018,United Kingdom,External Trade,
" Products & Components",Building Plasters1,Exports,2019,"              :",01/01/2019,United Kingdom,External Trade,
" Products & Components",Building Plasters1,Exports,2020,"              :",01/01/2020,United Kingdom,External Trade,
" Products & Components",Plasters1,Imports,2015,9311,01/01/2015,United Kingdom,External Trade,
" Products & Components",Plasters1,Imports,2016,11498,01/01/2016,United Kingdom,External Trade,
" Products & Components",Plasters1,Imports,2017,24626,01/01/2017,United Kingdom,External Trade,
" Products & Components",Plasters1,Imports,2018,25268,01/01/2018,United Kingdom,External Trade,
" Products & Components",Plasters1,Imports,2019,20252,01/01/2019,United Kingdom,External Trade,
" Products & Components",Plasters1,Imports,2020,28101,01/01/2020,United Kingdom,External Trade,
" Products & Components",Plasters1,Exports,2015,7925,01/01/2015,United Kingdom,External Trade,
" Products & Components",Plasters1,Exports,2016,9345,01/01/2016,United Kingdom,External Trade,
" Products & Components",Plasters1,Exports,2017,12458,01/01/2017,United Kingdom,External Trade,
" Products & Components",Plasters1,Exports,2018,15254,01/01/2018,United Kingdom,External Trade,
" Products & Components",Plasters1,Exports,2019,15128,01/01/2019,United Kingdom,External Trade,
" Products & Components",Plasters1,Exports,2020,12046,01/01/2020,United Kingdom,External Trade,
" Products & Components",Plasterboard,Imports,2015,29038,01/01/2015,United Kingdom,External Trade,
" Products & Components",Plasterboard,Imports,2016,33957,01/01/2016,United Kingdom,External Trade,
" Products & Components",Plasterboard,Imports,2017,47639,01/01/2017,United Kingdom,External Trade,
" Products & Components",Plasterboard,Imports,2018,47489,01/01/2018,United Kingdom,External Trade,
" Products & Components",Plasterboard,Imports,2019,60433,01/01/2019,United Kingdom,External Trade,
" Products & Components",Plasterboard,Imports,2020,52268,01/01/2020,United Kingdom,External Trade,
" Products & Components",Plasterboard,Exports,2015,10895,01/01/2015,United Kingdom,External Trade,
" Products & Components",Plasterboard,Exports,2016,12884,01/01/2016,United Kingdom,External Trade,
" Products & Components",Plasterboard,Exports,2017,15477,01/01/2017,United Kingdom,External Trade,
" Products & Components",Plasterboard,Exports,2018,16789,01/01/2018,United Kingdom,External Trade,
" Products & Components",Plasterboard,Exports,2019,21222,01/01/2019,United Kingdom,External Trade,
" Products & Components",Plasterboard,Exports,2020,14377,01/01/2020,United Kingdom,External Trade,
" Products & Components",Copper Pipes,Imports,2015,232193,01/01/2015,United Kingdom,External Trade,
" Products & Components",Copper Pipes,Imports,2016,243618,01/01/2016,United Kingdom,External Trade,
" Products & Components",Copper Pipes,Imports,2017,303881,01/01/2017,United Kingdom,External Trade,
" Products & Components",Copper Pipes,Imports,2018,319449,01/01/2018,United Kingdom,External Trade,
" Products & Components",Copper Pipes,Imports,2019,329345,01/01/2019,United Kingdom,External Trade,
" Products & Components",Copper Pipes,Imports,2020,264305,01/01/2020,United Kingdom,External Trade,
" Products & Components",Copper Pipes,Exports,2015,98036,01/01/2015,United Kingdom,External Trade,
" Products & Components",Copper Pipes,Exports,2016,89153,01/01/2016,United Kingdom,External Trade,
" Products & Components",Copper Pipes,Exports,2017,128700,01/01/2017,United Kingdom,External Trade,
" Products & Components",Copper Pipes,Exports,2018,128890,01/01/2018,United Kingdom,External Trade,
" Products & Components",Copper Pipes,Exports,2019,103153,01/01/2019,United Kingdom,External Trade,
" Products & Components",Copper Pipes,Exports,2020,97577,01/01/2020,United Kingdom,External Trade,
" Products & Components",Lead Pipes & Fittings**,Imports,2015,"              :",01/01/2015,United Kingdom,External Trade,
" Products & Components",Lead Pipes & Fittings**,Imports,2016,"              :",01/01/2016,United Kingdom,External Trade,
" Products & Components",Lead Pipes & Fittings**,Imports,2017,"              :",01/01/2017,United Kingdom,External Trade,
" Products & Components",Lead Pipes & Fittings**,Imports,2018,"              :",01/01/2018,United Kingdom,External Trade,
" Products & Components",Lead Pipes & Fittings**,Imports,2019,"              :",01/01/2019,United Kingdom,External Trade,
" Products & Components",Lead Pipes & Fittings**,Imports,2020,"              :",01/01/2020,United Kingdom,External Trade,
" Products & Components",Lead Pipes & Fittings**,Exports,2015,"              :",01/01/2015,United Kingdom,External Trade,
" Products & Components",Lead Pipes & Fittings**,Exports,2016,"              :",01/01/2016,United Kingdom,External Trade,
" Products & Components",Lead Pipes & Fittings**,Exports,2017,"              :",01/01/2017,United Kingdom,External Trade,
" Products & Components",Lead Pipes & Fittings**,Exports,2018,"              :",01/01/2018,United Kingdom,External Trade,
" Products & Components",Lead Pipes & Fittings**,Exports,2019,"              :",01/01/2019,United Kingdom,External Trade,
" Products & Components",Lead Pipes & Fittings**,Exports,2020,"              :",01/01/2020,United Kingdom,External Trade,
" Products & Components",Zinc Pipes & Fittings*,Imports,2015,"              :",01/01/2015,United Kingdom,External Trade,
" Products & Components",Zinc Pipes & Fittings*,Imports,2016,"              :",01/01/2016,United Kingdom,External Trade,
" Products & Components",Zinc Pipes & Fittings*,Imports,2017,"              :",01/01/2017,United Kingdom,External Trade,
" Products & Components",Zinc Pipes & Fittings*,Imports,2018,"              :",01/01/2018,United Kingdom,External Trade,
" Products & Components",Zinc Pipes & Fittings*,Imports,2019,"              :",01/01/2019,United Kingdom,External Trade,
" Products & Components",Zinc Pipes & Fittings*,Imports,2020,"              :",01/01/2020,United Kingdom,External Trade,
" Products & Components",Zinc Pipes & Fittings*,Exports,2015,"              :",01/01/2015,United Kingdom,External Trade,
" Products & Components",Zinc Pipes & Fittings*,Exports,2016,"              :",01/01/2016,United Kingdom,External Trade,
" Products & Components",Zinc Pipes & Fittings*,Exports,2017,"              :",01/01/2017,United Kingdom,External Trade,
" Products & Components",Zinc Pipes & Fittings*,Exports,2018,"              :",01/01/2018,United Kingdom,External Trade,
" Products & Components",Zinc Pipes & Fittings*,Exports,2019,"              :",01/01/2019,United Kingdom,External Trade,
" Products & Components",Zinc Pipes & Fittings*,Exports,2020,"              :",01/01/2020,United Kingdom,External Trade,
" Products & Components",Other Zinc Building Products*,Imports,2015,"              :",01/01/2015,United Kingdom,External Trade,
" Products & Components",Other Zinc Building Products*,Imports,2016,"              :",01/01/2016,United Kingdom,External Trade,
" Products & Components",Other Zinc Building Products*,Imports,2017,"              :",01/01/2017,United Kingdom,External Trade,
" Products & Components",Other Zinc Building Products*,Imports,2018,"              :",01/01/2018,United Kingdom,External Trade,
" Products & Components",Other Zinc Building Products*,Imports,2019,"              :",01/01/2019,United Kingdom,External Trade,
" Products & Components",Other Zinc Building Products*,Imports,2020,"              :",01/01/2020,United Kingdom,External Trade,
" Products & Components",Other Zinc Building Products*,Exports,2015,"              :",01/01/2015,United Kingdom,External Trade,
" Products & Components",Other Zinc Building Products*,Exports,2016,"              :",01/01/2016,United Kingdom,External Trade,
" Products & Components",Other Zinc Building Products*,Exports,2017,"              :",01/01/2017,United Kingdom,External Trade,
" Products & Components",Other Zinc Building Products*,Exports,2018,"              :",01/01/2018,United Kingdom,External Trade,
" Products & Components",Other Zinc Building Products*,Exports,2019,"              :",01/01/2019,United Kingdom,External Trade,
" Products & Components",Other Zinc Building Products*,Exports,2020,"              :",01/01/2020,United Kingdom,External Trade,
" Products & Components",Zinc Building Products*,Imports,2015,17863,01/01/2015,United Kingdom,External Trade,
" Products & Components",Zinc Building Products*,Imports,2016,21071,01/01/2016,United Kingdom,External Trade,
" Products & Components",Zinc Building Products*,Imports,2017,23385,01/01/2017,United Kingdom,External Trade,
" Products & Components",Zinc Building Products*,Imports,2018,28284,01/01/2018,United Kingdom,External Trade,
" Products & Components",Zinc Building Products*,Imports,2019,20236,01/01/2019,United Kingdom,External Trade,
" Products & Components",Zinc Building Products*,Imports,2020,12149,01/01/2020,United Kingdom,External Trade,
" Products & Components",Zinc Building Products*,Exports,2015,33036,01/01/2015,United Kingdom,External Trade,
" Products & Components",Zinc Building Products*,Exports,2016,36537,01/01/2016,United Kingdom,External Trade,
" Products & Components",Zinc Building Products*,Exports,2017,43660,01/01/2017,United Kingdom,External Trade,
" Products & Components",Zinc Building Products*,Exports,2018,50190,01/01/2018,United Kingdom,External Trade,
" Products & Components",Zinc Building Products*,Exports,2019,20236,01/01/2019,United Kingdom,External Trade,
" Products & Components",Zinc Building Products*,Exports,2020,45064,01/01/2020,United Kingdom,External Trade,
" Products & Components",Plastic Pipes,Imports,2015,135611,01/01/2015,United Kingdom,External Trade,
" Products & Components",Plastic Pipes,Imports,2016,135985,01/01/2016,United Kingdom,External Trade,
" Products & Components",Plastic Pipes,Imports,2017,153533,01/01/2017,United Kingdom,External Trade,
" Products & Components",Plastic Pipes,Imports,2018,180619,01/01/2018,United Kingdom,External Trade,
" Products & Components",Plastic Pipes,Imports,2019,199580,01/01/2019,United Kingdom,External Trade,
" Products & Components",Plastic Pipes,Imports,2020,205136,01/01/2020,United Kingdom,External Trade,
" Products & Components",Plastic Pipes,Exports,2015,149220,01/01/2015,United Kingdom,External Trade,
" Products & Components",Plastic Pipes,Exports,2016,169877,01/01/2016,United Kingdom,External Trade,
" Products & Components",Plastic Pipes,Exports,2017,179551,01/01/2017,United Kingdom,External Trade,
" Products & Components",Plastic Pipes,Exports,2018,200815,01/01/2018,United Kingdom,External Trade,
" Products & Components",Plastic Pipes,Exports,2019,208114,01/01/2019,United Kingdom,External Trade,
" Products & Components",Plastic Pipes,Exports,2020,206508,01/01/2020,United Kingdom,External Trade,
" Products & Components",Other Plastic Building Products,Imports,2015,205501,01/01/2015,United Kingdom,External Trade,
" Products & Components",Other Plastic Building Products,Imports,2016,236608,01/01/2016,United Kingdom,External Trade,
" Products & Components",Other Plastic Building Products,Imports,2017,278267,01/01/2017,United Kingdom,External Trade,
" Products & Components",Other Plastic Building Products,Imports,2018,281008,01/01/2018,United Kingdom,External Trade,
" Products & Components",Other Plastic Building Products,Imports,2019,292647,01/01/2019,United Kingdom,External Trade,
" Products & Components",Other Plastic Building Products,Imports,2020,296469,01/01/2020,United Kingdom,External Trade,
" Products & Components",Other Plastic Building Products,Exports,2015,124773,01/01/2015,United Kingdom,External Trade,
" Products & Components",Other Plastic Building Products,Exports,2016,136731,01/01/2016,United Kingdom,External Trade,
" Products & Components",Other Plastic Building Products,Exports,2017,158179,01/01/2017,United Kingdom,External Trade,
" Products & Components",Other Plastic Building Products,Exports,2018,177535,01/01/2018,United Kingdom,External Trade,
" Products & Components",Other Plastic Building Products,Exports,2019,183960,01/01/2019,United Kingdom,External Trade,
" Products & Components",Other Plastic Building Products,Exports,2020,167035,01/01/2020,United Kingdom,External Trade,
" Products & Components",Builders Ironmongery,Imports,2015,371498,01/01/2015,United Kingdom,External Trade,
" Products & Components",Builders Ironmongery,Imports,2016,386506,01/01/2016,United Kingdom,External Trade,
" Products & Components",Builders Ironmongery,Imports,2017,451700,01/01/2017,United Kingdom,External Trade,
" Products & Components",Builders Ironmongery,Imports,2018,493945,01/01/2018,United Kingdom,External Trade,
" Products & Components",Builders Ironmongery,Imports,2019,529226,01/01/2019,United Kingdom,External Trade,
" Products & Components",Builders Ironmongery,Imports,2020,445034,01/01/2020,United Kingdom,External Trade,
" Products & Components",Builders Ironmongery,Exports,2015,138961,01/01/2015,United Kingdom,External Trade,
" Products & Components",Builders Ironmongery,Exports,2016,164424,01/01/2016,United Kingdom,External Trade,
" Products & Components",Builders Ironmongery,Exports,2017,225751,01/01/2017,United Kingdom,External Trade,
" Products & Components",Builders Ironmongery,Exports,2018,231937,01/01/2018,United Kingdom,External Trade,
" Products & Components",Builders Ironmongery,Exports,2019,264240,01/01/2019,United Kingdom,External Trade,
" Products & Components",Builders Ironmongery,Exports,2020,211737,01/01/2020,United Kingdom,External Trade,
" Products & Components",Nails & Screws,Imports,2015,68360,01/01/2015,United Kingdom,External Trade,
" Products & Components",Nails & Screws,Imports,2016,80506,01/01/2016,United Kingdom,External Trade,
" Products & Components",Nails & Screws,Imports,2017,86634,01/01/2017,United Kingdom,External Trade,
" Products & Components",Nails & Screws,Imports,2018,92634,01/01/2018,United Kingdom,External Trade,
" Products & Components",Nails & Screws,Imports,2019,94145,01/01/2019,United Kingdom,External Trade,
" Products & Components",Nails & Screws,Imports,2020,77724,01/01/2020,United Kingdom,External Trade,
" Products & Components",Nails & Screws,Exports,2015,8023,01/01/2015,United Kingdom,External Trade,
" Products & Components",Nails & Screws,Exports,2016,8752,01/01/2016,United Kingdom,External Trade,
" Products & Components",Nails & Screws,Exports,2017,10051,01/01/2017,United Kingdom,External Trade,
" Products & Components",Nails & Screws,Exports,2018,11408,01/01/2018,United Kingdom,External Trade,
" Products & Components",Nails & Screws,Exports,2019,10566,01/01/2019,United Kingdom,External Trade,
" Products & Components",Nails & Screws,Exports,2020,11278,01/01/2020,United Kingdom,External Trade,
" Products & Components","Mastics, Putty",Imports,2015,180937,01/01/2015,United Kingdom,External Trade,
" Products & Components","Mastics, Putty",Imports,2016,210808,01/01/2016,United Kingdom,External Trade,
" Products & Components","Mastics, Putty",Imports,2017,222507,01/01/2017,United Kingdom,External Trade,
" Products & Components","Mastics, Putty",Imports,2018,246691,01/01/2018,United Kingdom,External Trade,
" Products & Components","Mastics, Putty",Imports,2019,235684,01/01/2019,United Kingdom,External Trade,
" Products & Components","Mastics, Putty",Imports,2020,220029,01/01/2020,United Kingdom,External Trade,
" Products & Components","Mastics, Putty",Exports,2015,137914,01/01/2015,United Kingdom,External Trade,
" Products & Components","Mastics, Putty",Exports,2016,161286,01/01/2016,United Kingdom,External Trade,
" Products & Components","Mastics, Putty",Exports,2017,178310,01/01/2017,United Kingdom,External Trade,
" Products & Components","Mastics, Putty",Exports,2018,202546,01/01/2018,United Kingdom,External Trade,
" Products & Components","Mastics, Putty",Exports,2019,219136,01/01/2019,United Kingdom,External Trade,
" Products & Components","Mastics, Putty",Exports,2020,211525,01/01/2020,United Kingdom,External Trade,
" Products & Components",Paints & Varnishes,Imports,2015,437542,01/01/2015,United Kingdom,External Trade,
" Products & Components",Paints & Varnishes,Imports,2016,477875,01/01/2016,United Kingdom,External Trade,
" Products & Components",Paints & Varnishes,Imports,2017,545870,01/01/2017,United Kingdom,External Trade,
" Products & Components",Paints & Varnishes,Imports,2018,539296,01/01/2018,United Kingdom,External Trade,
" Products & Components",Paints & Varnishes,Imports,2019,522156,01/01/2019,United Kingdom,External Trade,
" Products & Components",Paints & Varnishes,Imports,2020,490170,01/01/2020,United Kingdom,External Trade,
" Products & Components",Paints & Varnishes,Exports,2015,607263,01/01/2015,United Kingdom,External Trade,
" Products & Components",Paints & Varnishes,Exports,2016,608147,01/01/2016,United Kingdom,External Trade,
" Products & Components",Paints & Varnishes,Exports,2017,669195,01/01/2017,United Kingdom,External Trade,
" Products & Components",Paints & Varnishes,Exports,2018,716884,01/01/2018,United Kingdom,External Trade,
" Products & Components",Paints & Varnishes,Exports,2019,751684,01/01/2019,United Kingdom,External Trade,
" Products & Components",Paints & Varnishes,Exports,2020,687935,01/01/2020,United Kingdom,External Trade,
" Products & Components",Paints & Varnishes,,2015,2015,01/01/2015,United Kingdom,External Trade,
" Products & Components",Paints & Varnishes,,2016,2016,01/01/2016,United Kingdom,External Trade,
" Products & Components",Paints & Varnishes,,2017,2017,01/01/2017,United Kingdom,External Trade,
" Products & Components",Paints & Varnishes,,2018,2018,01/01/2018,United Kingdom,External Trade,
" Products & Components",Paints & Varnishes,,2019,2019,01/01/2019,United Kingdom,External Trade,
" Products & Components",Paints & Varnishes,,2020,2020,01/01/2020,United Kingdom,External Trade,
" Products & Components",Unglazed Ceramic Tiles,Imports,2015,69862,01/01/2015,United Kingdom,External Trade,
" Products & Components",Unglazed Ceramic Tiles,Imports,2016,76768,01/01/2016,United Kingdom,External Trade,
" Products & Components",Unglazed Ceramic Tiles,Imports,2017,359291,01/01/2017,United Kingdom,External Trade,
" Products & Components",Unglazed Ceramic Tiles,Imports,2018,328391,01/01/2018,United Kingdom,External Trade,
" Products & Components",Unglazed Ceramic Tiles,Imports,2019,365387,01/01/2019,United Kingdom,External Trade,
" Products & Components",Unglazed Ceramic Tiles,Imports,2020,339715,01/01/2020,United Kingdom,External Trade,
" Products & Components",Unglazed Ceramic Tiles,Exports,2015,3710,01/01/2015,United Kingdom,External Trade,
" Products & Components",Unglazed Ceramic Tiles,Exports,2016,4726,01/01/2016,United Kingdom,External Trade,
" Products & Components",Unglazed Ceramic Tiles,Exports,2017,22498,01/01/2017,United Kingdom,External Trade,
" Products & Components",Unglazed Ceramic Tiles,Exports,2018,20862,01/01/2018,United Kingdom,External Trade,
" Products & Components",Unglazed Ceramic Tiles,Exports,2019,15871,01/01/2019,United Kingdom,External Trade,
" Products & Components",Unglazed Ceramic Tiles,Exports,2020,18722,01/01/2020,United Kingdom,External Trade,
" Products & Components",Glazed Ceramic Tiles,Imports,2015,203113,01/01/2015,United Kingdom,External Trade,
" Products & Components",Glazed Ceramic Tiles,Imports,2016,229910,01/01/2016,United Kingdom,External Trade,
" Products & Components",Glazed Ceramic Tiles,Imports,2017,"              :",01/01/2017,United Kingdom,External Trade,
" Products & Components",Glazed Ceramic Tiles,Imports,2018,"              :",01/01/2018,United Kingdom,External Trade,
" Products & Components",Glazed Ceramic Tiles,Imports,2019,"              :",01/01/2019,United Kingdom,External Trade,
" Products & Components",Glazed Ceramic Tiles,Imports,2020,"              :",01/01/2020,United Kingdom,External Trade,
" Products & Components",Glazed Ceramic Tiles,Exports,2015,15867,01/01/2015,United Kingdom,External Trade,
" Products & Components",Glazed Ceramic Tiles,Exports,2016,15967,01/01/2016,United Kingdom,External Trade,
" Products & Components",Glazed Ceramic Tiles,Exports,2017,"              :",01/01/2017,United Kingdom,External Trade,
" Products & Components",Glazed Ceramic Tiles,Exports,2018,"              :",01/01/2018,United Kingdom,External Trade,
" Products & Components",Glazed Ceramic Tiles,Exports,2019,"              :",01/01/2019,United Kingdom,External Trade,
" Products & Components",Glazed Ceramic Tiles,Exports,2020,"              :",01/01/2020,United Kingdom,External Trade,
" Products & Components",Ceramic Sanitaryware,Imports,2015,201395,01/01/2015,United Kingdom,External Trade,
" Products & Components",Ceramic Sanitaryware,Imports,2016,211761,01/01/2016,United Kingdom,External Trade,
" Products & Components",Ceramic Sanitaryware,Imports,2017,223463,01/01/2017,United Kingdom,External Trade,
" Products & Components",Ceramic Sanitaryware,Imports,2018,215855,01/01/2018,United Kingdom,External Trade,
" Products & Components",Ceramic Sanitaryware,Imports,2019,239905,01/01/2019,United Kingdom,External Trade,
" Products & Components",Ceramic Sanitaryware,Imports,2020,188398,01/01/2020,United Kingdom,External Trade,
" Products & Components",Ceramic Sanitaryware,Exports,2015,29386,01/01/2015,United Kingdom,External Trade,
" Products & Components",Ceramic Sanitaryware,Exports,2016,31926,01/01/2016,United Kingdom,External Trade,
" Products & Components",Ceramic Sanitaryware,Exports,2017,36163,01/01/2017,United Kingdom,External Trade,
" Products & Components",Ceramic Sanitaryware,Exports,2018,40118,01/01/2018,United Kingdom,External Trade,
" Products & Components",Ceramic Sanitaryware,Exports,2019,41436,01/01/2019,United Kingdom,External Trade,
" Products & Components",Ceramic Sanitaryware,Exports,2020,33416,01/01/2020,United Kingdom,External Trade,
" Products & Components",Plastic Sanitaryware,Imports,2015,137983,01/01/2015,United Kingdom,External Trade,
" Products & Components",Plastic Sanitaryware,Imports,2016,147671,01/01/2016,United Kingdom,External Trade,
" Products & Components",Plastic Sanitaryware,Imports,2017,163898,01/01/2017,United Kingdom,External Trade,
" Products & Components",Plastic Sanitaryware,Imports,2018,168461,01/01/2018,United Kingdom,External Trade,
" Products & Components",Plastic Sanitaryware,Imports,2019,173206,01/01/2019,United Kingdom,External Trade,
" Products & Components",Plastic Sanitaryware,Imports,2020,157997,01/01/2020,United Kingdom,External Trade,
" Products & Components",Plastic Sanitaryware,Exports,2015,47037,01/01/2015,United Kingdom,External Trade,
" Products & Components",Plastic Sanitaryware,Exports,2016,54262,01/01/2016,United Kingdom,External Trade,
" Products & Components",Plastic Sanitaryware,Exports,2017,61389,01/01/2017,United Kingdom,External Trade,
" Products & Components",Plastic Sanitaryware,Exports,2018,65988,01/01/2018,United Kingdom,External Trade,
" Products & Components",Plastic Sanitaryware,Exports,2019,66016,01/01/2019,United Kingdom,External Trade,
" Products & Components",Plastic Sanitaryware,Exports,2020,55157,01/01/2020,United Kingdom,External Trade,
" Products & Components",Metal Sanitaryware,Imports,2015,133225,01/01/2015,United Kingdom,External Trade,
" Products & Components",Metal Sanitaryware,Imports,2016,144313,01/01/2016,United Kingdom,External Trade,
" Products & Components",Metal Sanitaryware,Imports,2017,171007,01/01/2017,United Kingdom,External Trade,
" Products & Components",Metal Sanitaryware,Imports,2018,157017,01/01/2018,United Kingdom,External Trade,
" Products & Components",Metal Sanitaryware,Imports,2019,152477,01/01/2019,United Kingdom,External Trade,
" Products & Components",Metal Sanitaryware,Imports,2020,129026,01/01/2020,United Kingdom,External Trade,
" Products & Components",Metal Sanitaryware,Exports,2015,38149,01/01/2015,United Kingdom,External Trade,
" Products & Components",Metal Sanitaryware,Exports,2016,44020,01/01/2016,United Kingdom,External Trade,
" Products & Components",Metal Sanitaryware,Exports,2017,45863,01/01/2017,United Kingdom,External Trade,
" Products & Components",Metal Sanitaryware,Exports,2018,45732,01/01/2018,United Kingdom,External Trade,
" Products & Components",Metal Sanitaryware,Exports,2019,41637,01/01/2019,United Kingdom,External Trade,
" Products & Components",Metal Sanitaryware,Exports,2020,40933,01/01/2020,United Kingdom,External Trade,
" Products & Components",Flat Glass,Imports,2015,50804,01/01/2015,United Kingdom,External Trade,
" Products & Components",Flat Glass,Imports,2016,69236,01/01/2016,United Kingdom,External Trade,
" Products & Components",Flat Glass,Imports,2017,63909,01/01/2017,United Kingdom,External Trade,
" Products & Components",Flat Glass,Imports,2018,71916,01/01/2018,United Kingdom,External Trade,
" Products & Components",Flat Glass,Imports,2019,56990,01/01/2019,United Kingdom,External Trade,
" Products & Components",Flat Glass,Imports,2020,48341,01/01/2020,United Kingdom,External Trade,
" Products & Components",Flat Glass,Exports,2015,25317,01/01/2015,United Kingdom,External Trade,
" Products & Components",Flat Glass,Exports,2016,24907,01/01/2016,United Kingdom,External Trade,
" Products & Components",Flat Glass,Exports,2017,30738,01/01/2017,United Kingdom,External Trade,
" Products & Components",Flat Glass,Exports,2018,30631,01/01/2018,United Kingdom,External Trade,
" Products & Components",Flat Glass,Exports,2019,27942,01/01/2019,United Kingdom,External Trade,
" Products & Components",Flat Glass,Exports,2020,30322,01/01/2020,United Kingdom,External Trade,
" Products & Components",Other Glass Products,Imports,2015,82429,01/01/2015,United Kingdom,External Trade,
" Products & Components",Other Glass Products,Imports,2016,92256,01/01/2016,United Kingdom,External Trade,
" Products & Components",Other Glass Products,Imports,2017,106388,01/01/2017,United Kingdom,External Trade,
" Products & Components",Other Glass Products,Imports,2018,122532,01/01/2018,United Kingdom,External Trade,
" Products & Components",Other Glass Products,Imports,2019,134212,01/01/2019,United Kingdom,External Trade,
" Products & Components",Other Glass Products,Imports,2020,124397,01/01/2020,United Kingdom,External Trade,
" Products & Components",Other Glass Products,Exports,2015,27101,01/01/2015,United Kingdom,External Trade,
" Products & Components",Other Glass Products,Exports,2016,33141,01/01/2016,United Kingdom,External Trade,
" Products & Components",Other Glass Products,Exports,2017,37574,01/01/2017,United Kingdom,External Trade,
" Products & Components",Other Glass Products,Exports,2018,43421,01/01/2018,United Kingdom,External Trade,
