Building Materials & Components Type,Materials & Components Sub-Type,Imports/Exports,Year,Current Prices (£'000),Date,Geographical Region,Type,Unique_Key
" Products & Components",Other Slate Products*,Imports,2017,"              :",01/01/2017,United Kingdom,External Trade,
" Products & Components",Other Slate Products*,Imports,2018,"              :",01/01/2018,United Kingdom,External Trade,
" Products & Components",Other Slate Products*,Imports,2019,"              :",01/01/2019,United Kingdom,External Trade,
" Products & Components",Other Slate Products*,Imports,2020,"              :",01/01/2020,United Kingdom,External Trade,
" Products & Components",Other Slate Products*,Exports,2015,"              :",01/01/2015,United Kingdom,External Trade,
" Products & Components",Other Slate Products*,Exports,2016,"              :",01/01/2016,United Kingdom,External Trade,
" Products & Components",Other Slate Products*,Exports,2017,"              :",01/01/2017,United Kingdom,External Trade,
" Products & Components",Other Slate Products*,Exports,2018,"              :",01/01/2018,United Kingdom,External Trade,
" Products & Components",Other Slate Products*,Exports,2019,"              :",01/01/2019,United Kingdom,External Trade,
" Products & Components",Other Slate Products*,Exports,2020,"              :",01/01/2020,United Kingdom,External Trade,
" Products & Components",Slate Products*,Imports,2015,72171,01/01/2015,United Kingdom,External Trade,
" Products & Components",Slate Products*,Imports,2016,82174,01/01/2016,United Kingdom,External Trade,
" Products & Components",Slate Products*,Imports,2017,90155,01/01/2017,United Kingdom,External Trade,
" Products & Components",Slate Products*,Imports,2018,98277,01/01/2018,United Kingdom,External Trade,
" Products & Components",Slate Products*,Imports,2019,102115,01/01/2019,United Kingdom,External Trade,
" Products & Components",Slate Products*,Imports,2020,100085,01/01/2020,United Kingdom,External Trade,
" Products & Components",Slate Products*,Exports,2015,8189,01/01/2015,United Kingdom,External Trade,
" Products & Components",Slate Products*,Exports,2016,8507,01/01/2016,United Kingdom,External Trade,
" Products & Components",Slate Products*,Exports,2017,7531,01/01/2017,United Kingdom,External Trade,
" Products & Components",Slate Products*,Exports,2018,7272,01/01/2018,United Kingdom,External Trade,
" Products & Components",Slate Products*,Exports,2019,6472,01/01/2019,United Kingdom,External Trade,
" Products & Components",Slate Products*,Exports,2020,5802,01/01/2020,United Kingdom,External Trade,
" Products & Components",Portland Cement,Imports,2015,86241,01/01/2015,United Kingdom,External Trade,
" Products & Components",Portland Cement,Imports,2016,101182,01/01/2016,United Kingdom,External Trade,
" Products & Components",Portland Cement,Imports,2017,103551,01/01/2017,United Kingdom,External Trade,
" Products & Components",Portland Cement,Imports,2018,103451,01/01/2018,United Kingdom,External Trade,
" Products & Components",Portland Cement,Imports,2019,113464,01/01/2019,United Kingdom,External Trade,
" Products & Components",Portland Cement,Imports,2020,112042,01/01/2020,United Kingdom,External Trade,
" Products & Components",Portland Cement,Exports,2015,6321,01/01/2015,United Kingdom,External Trade,
" Products & Components",Portland Cement,Exports,2016,7226,01/01/2016,United Kingdom,External Trade,
" Products & Components",Portland Cement,Exports,2017,10963,01/01/2017,United Kingdom,External Trade,
" Products & Components",Portland Cement,Exports,2018,13776,01/01/2018,United Kingdom,External Trade,
" Products & Components",Portland Cement,Exports,2019,13390,01/01/2019,United Kingdom,External Trade,
" Products & Components",Portland Cement,Exports,2020,9616,01/01/2020,United Kingdom,External Trade,
" Products & Components",Other Cements,Imports,2015,60734,01/01/2015,United Kingdom,External Trade,
" Products & Components",Other Cements,Imports,2016,61573,01/01/2016,United Kingdom,External Trade,
" Products & Components",Other Cements,Imports,2017,62630,01/01/2017,United Kingdom,External Trade,
" Products & Components",Other Cements,Imports,2018,71723,01/01/2018,United Kingdom,External Trade,
" Products & Components",Other Cements,Imports,2019,87441,01/01/2019,United Kingdom,External Trade,
" Products & Components",Other Cements,Imports,2020,78881,01/01/2020,United Kingdom,External Trade,
" Products & Components",Other Cements,Exports,2015,32071,01/01/2015,United Kingdom,External Trade,
" Products & Components",Other Cements,Exports,2016,33352,01/01/2016,United Kingdom,External Trade,
" Products & Components",Other Cements,Exports,2017,38927,01/01/2017,United Kingdom,External Trade,
" Products & Components",Other Cements,Exports,2018,42432,01/01/2018,United Kingdom,External Trade,
" Products & Components",Other Cements,Exports,2019,36701,01/01/2019,United Kingdom,External Trade,
" Products & Components",Other Cements,Exports,2020,31958,01/01/2020,United Kingdom,External Trade,
" Products & Components",Steel Sheet Piling,Imports,2015,77089,01/01/2015,United Kingdom,External Trade,
" Products & Components",Steel Sheet Piling,Imports,2016,67072,01/01/2016,United Kingdom,External Trade,
" Products & Components",Steel Sheet Piling,Imports,2017,68240,01/01/2017,United Kingdom,External Trade,
" Products & Components",Steel Sheet Piling,Imports,2018,69611,01/01/2018,United Kingdom,External Trade,
" Products & Components",Steel Sheet Piling,Imports,2019,69863,01/01/2019,United Kingdom,External Trade,
" Products & Components",Steel Sheet Piling,Imports,2020,77109,01/01/2020,United Kingdom,External Trade,
" Products & Components",Steel Sheet Piling,Exports,2015,31643,01/01/2015,United Kingdom,External Trade,
" Products & Components",Steel Sheet Piling,Exports,2016,33725,01/01/2016,United Kingdom,External Trade,
" Products & Components",Steel Sheet Piling,Exports,2017,31848,01/01/2017,United Kingdom,External Trade,
" Products & Components",Steel Sheet Piling,Exports,2018,40553,01/01/2018,United Kingdom,External Trade,
" Products & Components",Steel Sheet Piling,Exports,2019,32828,01/01/2019,United Kingdom,External Trade,
" Products & Components",Steel Sheet Piling,Exports,2020,31446,01/01/2020,United Kingdom,External Trade,
" Products & Components",Ready-Mixed Concrete,Imports,2015,160,01/01/2015,United Kingdom,External Trade,
" Products & Components",Ready-Mixed Concrete,Imports,2016,5,01/01/2016,United Kingdom,External Trade,
" Products & Components",Ready-Mixed Concrete,Imports,2017,23,01/01/2017,United Kingdom,External Trade,
" Products & Components",Ready-Mixed Concrete,Imports,2018,28,01/01/2018,United Kingdom,External Trade,
" Products & Components",Ready-Mixed Concrete,Imports,2019,38,01/01/2019,United Kingdom,External Trade,
" Products & Components",Ready-Mixed Concrete,Imports,2020,62,01/01/2020,United Kingdom,External Trade,
" Products & Components",Ready-Mixed Concrete,Exports,2015,1752,01/01/2015,United Kingdom,External Trade,
" Products & Components",Ready-Mixed Concrete,Exports,2016,2281,01/01/2016,United Kingdom,External Trade,
" Products & Components",Ready-Mixed Concrete,Exports,2017,1750,01/01/2017,United Kingdom,External Trade,
" Products & Components",Ready-Mixed Concrete,Exports,2018,2334,01/01/2018,United Kingdom,External Trade,
" Products & Components",Ready-Mixed Concrete,Exports,2019,2694,01/01/2019,United Kingdom,External Trade,
" Products & Components",Ready-Mixed Concrete,Exports,2020,2677,01/01/2020,United Kingdom,External Trade,
" Products & Components",Concrete Reinforcing Bars,Imports,2015,197838,01/01/2015,United Kingdom,External Trade,
" Products & Components",Concrete Reinforcing Bars,Imports,2016,157560,01/01/2016,United Kingdom,External Trade,
" Products & Components",Concrete Reinforcing Bars,Imports,2017,201187,01/01/2017,United Kingdom,External Trade,
" Products & Components",Concrete Reinforcing Bars,Imports,2018,268593,01/01/2018,United Kingdom,External Trade,
" Products & Components",Concrete Reinforcing Bars,Imports,2019,237789,01/01/2019,United Kingdom,External Trade,
" Products & Components",Concrete Reinforcing Bars,Imports,2020,177122,01/01/2020,United Kingdom,External Trade,
" Products & Components",Concrete Reinforcing Bars,Exports,2015,35785,01/01/2015,United Kingdom,External Trade,
" Products & Components",Concrete Reinforcing Bars,Exports,2016,24476,01/01/2016,United Kingdom,External Trade,
" Products & Components",Concrete Reinforcing Bars,Exports,2017,22390,01/01/2017,United Kingdom,External Trade,
" Products & Components",Concrete Reinforcing Bars,Exports,2018,32244,01/01/2018,United Kingdom,External Trade,
" Products & Components",Concrete Reinforcing Bars,Exports,2019,46668,01/01/2019,United Kingdom,External Trade,
" Products & Components",Concrete Reinforcing Bars,Exports,2020,47990,01/01/2020,United Kingdom,External Trade,
" Products & Components",Mortars,Imports,2015,10127,01/01/2015,United Kingdom,External Trade,
" Products & Components",Mortars,Imports,2016,11812,01/01/2016,United Kingdom,External Trade,
" Products & Components",Mortars,Imports,2017,9477,01/01/2017,United Kingdom,External Trade,
" Products & Components",Mortars,Imports,2018,12901,01/01/2018,United Kingdom,External Trade,
" Products & Components",Mortars,Imports,2019,11862,01/01/2019,United Kingdom,External Trade,
" Products & Components",Mortars,Imports,2020,24649,01/01/2020,United Kingdom,External Trade,
" Products & Components",Mortars,Exports,2015,5725,01/01/2015,United Kingdom,External Trade,
" Products & Components",Mortars,Exports,2016,8483,01/01/2016,United Kingdom,External Trade,
" Products & Components",Mortars,Exports,2017,9301,01/01/2017,United Kingdom,External Trade,
" Products & Components",Mortars,Exports,2018,10356,01/01/2018,United Kingdom,External Trade,
" Products & Components",Mortars,Exports,2019,11454,01/01/2019,United Kingdom,External Trade,
" Products & Components",Mortars,Exports,2020,9751,01/01/2020,United Kingdom,External Trade,
" Products & Components",Clay Bricks,Imports,2015,64468,01/01/2015,United Kingdom,External Trade,
" Products & Components",Clay Bricks,Imports,2016,66966,01/01/2016,United Kingdom,External Trade,
" Products & Components",Clay Bricks,Imports,2017,85248,01/01/2017,United Kingdom,External Trade,
" Products & Components",Clay Bricks,Imports,2018,116032,01/01/2018,United Kingdom,External Trade,
" Products & Components",Clay Bricks,Imports,2019,137431,01/01/2019,United Kingdom,External Trade,
" Products & Components",Clay Bricks,Imports,2020,106521,01/01/2020,United Kingdom,External Trade,
" Products & Components",Clay Bricks,Exports,2015,4537,01/01/2015,United Kingdom,External Trade,
" Products & Components",Clay Bricks,Exports,2016,7435,01/01/2016,United Kingdom,External Trade,
" Products & Components",Clay Bricks,Exports,2017,9037,01/01/2017,United Kingdom,External Trade,
" Products & Components",Clay Bricks,Exports,2018,9158,01/01/2018,United Kingdom,External Trade,
" Products & Components",Clay Bricks,Exports,2019,7421,01/01/2019,United Kingdom,External Trade,
" Products & Components",Clay Bricks,Exports,2020,8488,01/01/2020,United Kingdom,External Trade,
" Products & Components",Clay Roofing Tiles,Imports,2015,18852,01/01/2015,United Kingdom,External Trade,
" Products & Components",Clay Roofing Tiles,Imports,2016,25998,01/01/2016,United Kingdom,External Trade,
" Products & Components",Clay Roofing Tiles,Imports,2017,35085,01/01/2017,United Kingdom,External Trade,
" Products & Components",Clay Roofing Tiles,Imports,2018,35139,01/01/2018,United Kingdom,External Trade,
" Products & Components",Clay Roofing Tiles,Imports,2019,30592,01/01/2019,United Kingdom,External Trade,
" Products & Components",Clay Roofing Tiles,Imports,2020,35191,01/01/2020,United Kingdom,External Trade,
" Products & Components",Clay Roofing Tiles,Exports,2015,274,01/01/2015,United Kingdom,External Trade,
" Products & Components",Clay Roofing Tiles,Exports,2016,300,01/01/2016,United Kingdom,External Trade,
" Products & Components",Clay Roofing Tiles,Exports,2017,401,01/01/2017,United Kingdom,External Trade,
" Products & Components",Clay Roofing Tiles,Exports,2018,419,01/01/2018,United Kingdom,External Trade,
" Products & Components",Clay Roofing Tiles,Exports,2019,453,01/01/2019,United Kingdom,External Trade,
" Products & Components",Clay Roofing Tiles,Exports,2020,788,01/01/2020,United Kingdom,External Trade,
" Products & Components",Clay Pipes,Imports,2015,1044,01/01/2015,United Kingdom,External Trade,
" Products & Components",Clay Pipes,Imports,2016,1548,01/01/2016,United Kingdom,External Trade,
" Products & Components",Clay Pipes,Imports,2017,1579,01/01/2017,United Kingdom,External Trade,
" Products & Components",Clay Pipes,Imports,2018,1567,01/01/2018,United Kingdom,External Trade,
" Products & Components",Clay Pipes,Imports,2019,1886,01/01/2019,United Kingdom,External Trade,
" Products & Components",Clay Pipes,Imports,2020,743,01/01/2020,United Kingdom,External Trade,
" Products & Components",Clay Pipes,Exports,2015,3550,01/01/2015,United Kingdom,External Trade,
" Products & Components",Clay Pipes,Exports,2016,4485,01/01/2016,United Kingdom,External Trade,
" Products & Components",Clay Pipes,Exports,2017,3743,01/01/2017,United Kingdom,External Trade,
" Products & Components",Clay Pipes,Exports,2018,4356,01/01/2018,United Kingdom,External Trade,
" Products & Components",Clay Pipes,Exports,2019,5064,01/01/2019,United Kingdom,External Trade,
" Products & Components",Clay Pipes,Exports,2020,2467,01/01/2020,United Kingdom,External Trade,
" Products & Components",Other Clay Products,Imports,2015,7740,01/01/2015,United Kingdom,External Trade,
" Products & Components",Other Clay Products,Imports,2016,15961,01/01/2016,United Kingdom,External Trade,
" Products & Components",Other Clay Products,Imports,2017,15209,01/01/2017,United Kingdom,External Trade,
" Products & Components",Other Clay Products,Imports,2018,13453,01/01/2018,United Kingdom,External Trade,
" Products & Components",Other Clay Products,Imports,2019,7621,01/01/2019,United Kingdom,External Trade,
" Products & Components",Other Clay Products,Imports,2020,8814,01/01/2020,United Kingdom,External Trade,
" Products & Components",Other Clay Products,Exports,2015,2419,01/01/2015,United Kingdom,External Trade,
" Products & Components",Other Clay Products,Exports,2016,2897,01/01/2016,United Kingdom,External Trade,
" Products & Components",Other Clay Products,Exports,2017,2605,01/01/2017,United Kingdom,External Trade,
" Products & Components",Other Clay Products,Exports,2018,2236,01/01/2018,United Kingdom,External Trade,
" Products & Components",Other Clay Products,Exports,2019,2660,01/01/2019,United Kingdom,External Trade,
" Products & Components",Other Clay Products,Exports,2020,2183,01/01/2020,United Kingdom,External Trade,
" Products & Components",Concrete Blocks & Bricks,Imports,2015,12200,01/01/2015,United Kingdom,External Trade,
" Products & Components",Concrete Blocks & Bricks,Imports,2016,30327,01/01/2016,United Kingdom,External Trade,
" Products & Components",Concrete Blocks & Bricks,Imports,2017,31847,01/01/2017,United Kingdom,External Trade,
" Products & Components",Concrete Blocks & Bricks,Imports,2018,32542,01/01/2018,United Kingdom,External Trade,
" Products & Components",Concrete Blocks & Bricks,Imports,2019,29954,01/01/2019,United Kingdom,External Trade,
" Products & Components",Concrete Blocks & Bricks,Imports,2020,35571,01/01/2020,United Kingdom,External Trade,
" Products & Components",Concrete Blocks & Bricks,Exports,2015,5335,01/01/2015,United Kingdom,External Trade,
" Products & Components",Concrete Blocks & Bricks,Exports,2016,7474,01/01/2016,United Kingdom,External Trade,
" Products & Components",Concrete Blocks & Bricks,Exports,2017,7184,01/01/2017,United Kingdom,External Trade,
" Products & Components",Concrete Blocks & Bricks,Exports,2018,10273,01/01/2018,United Kingdom,External Trade,
" Products & Components",Concrete Blocks & Bricks,Exports,2019,9793,01/01/2019,United Kingdom,External Trade,
" Products & Components",Concrete Blocks & Bricks,Exports,2020,8849,01/01/2020,United Kingdom,External Trade,
" Products & Components",Concrete Roofing Tiles*,Imports,2015,"              :",01/01/2015,United Kingdom,External Trade,
" Products & Components",Concrete Roofing Tiles*,Imports,2016,"              :",01/01/2016,United Kingdom,External Trade,
" Products & Components",Concrete Roofing Tiles*,Imports,2017,"              :",01/01/2017,United Kingdom,External Trade,
" Products & Components",Concrete Roofing Tiles*,Imports,2018,"              :",01/01/2018,United Kingdom,External Trade,
" Products & Components",Concrete Roofing Tiles*,Imports,2019,"              :",01/01/2019,United Kingdom,External Trade,
" Products & Components",Concrete Roofing Tiles*,Imports,2020,"              :",01/01/2020,United Kingdom,External Trade,
" Products & Components",Concrete Roofing Tiles*,Exports,2015,"              :",01/01/2015,United Kingdom,External Trade,
" Products & Components",Concrete Roofing Tiles*,Exports,2016,"              :",01/01/2016,United Kingdom,External Trade,
" Products & Components",Concrete Roofing Tiles*,Exports,2017,"              :",01/01/2017,United Kingdom,External Trade,
" Products & Components",Concrete Roofing Tiles*,Exports,2018,"              :",01/01/2018,United Kingdom,External Trade,
" Products & Components",Concrete Roofing Tiles*,Exports,2019,"              :",01/01/2019,United Kingdom,External Trade,
" Products & Components",Concrete Roofing Tiles*,Exports,2020,"              :",01/01/2020,United Kingdom,External Trade,
" Products & Components",Other Concrete Tiles & Paving*,Imports,2015,"              :",01/01/2015,United Kingdom,External Trade,
" Products & Components",Other Concrete Tiles & Paving*,Imports,2016,"              :",01/01/2016,United Kingdom,External Trade,
" Products & Components",Other Concrete Tiles & Paving*,Imports,2017,"              :",01/01/2017,United Kingdom,External Trade,
" Products & Components",Other Concrete Tiles & Paving*,Imports,2018,"              :",01/01/2018,United Kingdom,External Trade,
" Products & Components",Other Concrete Tiles & Paving*,Imports,2019,"              :",01/01/2019,United Kingdom,External Trade,
" Products & Components",Other Concrete Tiles & Paving*,Imports,2020,"              :",01/01/2020,United Kingdom,External Trade,
" Products & Components",Other Concrete Tiles & Paving*,Exports,2015,"              :",01/01/2015,United Kingdom,External Trade,
" Products & Components",Other Concrete Tiles & Paving*,Exports,2016,"              :",01/01/2016,United Kingdom,External Trade,
" Products & Components",Other Concrete Tiles & Paving*,Exports,2017,"              :",01/01/2017,United Kingdom,External Trade,
" Products & Components",Other Concrete Tiles & Paving*,Exports,2018,"              :",01/01/2018,United Kingdom,External Trade,
" Products & Components",Other Concrete Tiles & Paving*,Exports,2019,"              :",01/01/2019,United Kingdom,External Trade,
" Products & Components",Other Concrete Tiles & Paving*,Exports,2020,"              :",01/01/2020,United Kingdom,External Trade,
" Products & Components",Concrete Tiles and Pavings*,Imports,2015,23726,01/01/2015,United Kingdom,External Trade,
" Products & Components",Concrete Tiles and Pavings*,Imports,2016,29353,01/01/2016,United Kingdom,External Trade,
" Products & Components",Concrete Tiles and Pavings*,Imports,2017,36770,01/01/2017,United Kingdom,External Trade,
" Products & Components",Concrete Tiles and Pavings*,Imports,2018,47933,01/01/2018,United Kingdom,External Trade,
" Products & Components",Concrete Tiles and Pavings*,Imports,2019,46713,01/01/2019,United Kingdom,External Trade,
" Products & Components",Concrete Tiles and Pavings*,Imports,2020,32153,01/01/2020,United Kingdom,External Trade,
" Products & Components",Concrete Tiles and Pavings*,Exports,2015,9427,01/01/2015,United Kingdom,External Trade,
" Products & Components",Concrete Tiles and Pavings*,Exports,2016,15311,01/01/2016,United Kingdom,External Trade,
" Products & Components",Concrete Tiles and Pavings*,Exports,2017,36770,01/01/2017,United Kingdom,External Trade,
" Products & Components",Concrete Tiles and Pavings*,Exports,2018,18185,01/01/2018,United Kingdom,External Trade,
" Products & Components",Concrete Tiles and Pavings*,Exports,2019,19414,01/01/2019,United Kingdom,External Trade,
" Products & Components",Concrete Tiles and Pavings*,Exports,2020,19606,01/01/2020,United Kingdom,External Trade,
" Products & Components",Prefabricated Concrete Products,Imports,2015,73013,01/01/2015,United Kingdom,External Trade,
" Products & Components",Prefabricated Concrete Products,Imports,2016,138716,01/01/2016,United Kingdom,External Trade,
" Products & Components",Prefabricated Concrete Products,Imports,2017,116266,01/01/2017,United Kingdom,External Trade,
" Products & Components",Prefabricated Concrete Products,Imports,2018,106837,01/01/2018,United Kingdom,External Trade,
" Products & Components",Prefabricated Concrete Products,Imports,2019,86939,01/01/2019,United Kingdom,External Trade,
" Products & Components",Prefabricated Concrete Products,Imports,2020,60925,01/01/2020,United Kingdom,External Trade,
" Products & Components",Prefabricated Concrete Products,Exports,2015,1282,01/01/2015,United Kingdom,External Trade,
" Products & Components",Prefabricated Concrete Products,Exports,2016,2239,01/01/2016,United Kingdom,External Trade,
" Products & Components",Prefabricated Concrete Products,Exports,2017,4758,01/01/2017,United Kingdom,External Trade,
" Products & Components",Prefabricated Concrete Products,Exports,2018,7393,01/01/2018,United Kingdom,External Trade,
" Products & Components",Prefabricated Concrete Products,Exports,2019,9062,01/01/2019,United Kingdom,External Trade,
" Products & Components",Prefabricated Concrete Products,Exports,2020,7766,01/01/2020,United Kingdom,External Trade,
" Products & Components",Concrete Pipes,Imports,2015,105963,01/01/2015,United Kingdom,External Trade,
" Products & Components",Concrete Pipes,Imports,2016,124946,01/01/2016,United Kingdom,External Trade,
" Products & Components",Concrete Pipes,Imports,2017,142585,01/01/2017,United Kingdom,External Trade,
" Products & Components",Concrete Pipes,Imports,2018,147565,01/01/2018,United Kingdom,External Trade,
" Products & Components",Concrete Pipes,Imports,2019,162552,01/01/2019,United Kingdom,External Trade,
" Products & Components",Concrete Pipes,Imports,2020,110550,01/01/2020,United Kingdom,External Trade,
" Products & Components",Concrete Pipes,Exports,2015,38318,01/01/2015,United Kingdom,External Trade,
" Products & Components",Concrete Pipes,Exports,2016,47342,01/01/2016,United Kingdom,External Trade,
" Products & Components",Concrete Pipes,Exports,2017,46733,01/01/2017,United Kingdom,External Trade,
" Products & Components",Concrete Pipes,Exports,2018,37531,01/01/2018,United Kingdom,External Trade,
" Products & Components",Concrete Pipes,Exports,2019,30513,01/01/2019,United Kingdom,External Trade,
" Products & Components",Concrete Pipes,Exports,2020,27285,01/01/2020,United Kingdom,External Trade,
" Products & Components",Concrete Pipes,,2015,2015,01/01/2015,United Kingdom,External Trade,
" Products & Components",Concrete Pipes,,2016,2016,01/01/2016,United Kingdom,External Trade,
" Products & Components",Concrete Pipes,,2017,2017,01/01/2017,United Kingdom,External Trade,
" Products & Components",Concrete Pipes,,2018,2018,01/01/2018,United Kingdom,External Trade,
" Products & Components",Concrete Pipes,,2019,2019,01/01/2019,United Kingdom,External Trade,
" Products & Components",Concrete Pipes,,2020,2020,01/01/2020,United Kingdom,External Trade,
" Products & Components",Structural Units (steel),Imports,2015,242664,01/01/2015,United Kingdom,External Trade,
" Products & Components",Structural Units (steel),Imports,2016,314887,01/01/2016,United Kingdom,External Trade,
" Products & Components",Structural Units (steel),Imports,2017,179194,01/01/2017,United Kingdom,External Trade,
" Products & Components",Structural Units (steel),Imports,2018,784912,01/01/2018,United Kingdom,External Trade,
" Products & Components",Structural Units (steel),Imports,2019,468356,01/01/2019,United Kingdom,External Trade,
" Products & Components",Structural Units (steel),Imports,2020,430791,01/01/2020,United Kingdom,External Trade,
" Products & Components",Structural Units (steel),Exports,2015,187947,01/01/2015,United Kingdom,External Trade,
" Products & Components",Structural Units (steel),Exports,2016,184667,01/01/2016,United Kingdom,External Trade,
" Products & Components",Structural Units (steel),Exports,2017,192728,01/01/2017,United Kingdom,External Trade,
" Products & Components",Structural Units (steel),Exports,2018,190175,01/01/2018,United Kingdom,External Trade,
" Products & Components",Structural Units (steel),Exports,2019,247791,01/01/2019,United Kingdom,External Trade,
" Products & Components",Structural Units (steel),Exports,2020,153455,01/01/2020,United Kingdom,External Trade,
" Products & Components",Structural Units (aluminium),Imports,2015,229463,01/01/2015,United Kingdom,External Trade,
" Products & Components",Structural Units (aluminium),Imports,2016,355628,01/01/2016,United Kingdom,External Trade,
" Products & Components",Structural Units (aluminium),Imports,2017,308660,01/01/2017,United Kingdom,External Trade,
" Products & Components",Structural Units (aluminium),Imports,2018,412373,01/01/2018,United Kingdom,External Trade,
" Products & Components",Structural Units (aluminium),Imports,2019,506197,01/01/2019,United Kingdom,External Trade,
" Products & Components",Structural Units (aluminium),Imports,2020,437048,01/01/2020,United Kingdom,External Trade,
" Products & Components",Structural Units (aluminium),Exports,2015,72837,01/01/2015,United Kingdom,External Trade,
" Products & Components",Structural Units (aluminium),Exports,2016,62573,01/01/2016,United Kingdom,External Trade,
" Products & Components",Structural Units (aluminium),Exports,2017,76696,01/01/2017,United Kingdom,External Trade,
" Products & Components",Structural Units (aluminium),Exports,2018,98808,01/01/2018,United Kingdom,External Trade,
" Products & Components",Structural Units (aluminium),Exports,2019,77947,01/01/2019,United Kingdom,External Trade,
" Products & Components",Structural Units (aluminium),Exports,2020,72532,01/01/2020,United Kingdom,External Trade,
" Products & Components",Steel Tubes & Hollow Sections,Imports,2015,127047,01/01/2015,United Kingdom,External Trade,
" Products & Components",Steel Tubes & Hollow Sections,Imports,2016,145661,01/01/2016,United Kingdom,External Trade,
" Products & Components",Steel Tubes & Hollow Sections,Imports,2017,182169,01/01/2017,United Kingdom,External Trade,
" Products & Components",Steel Tubes & Hollow Sections,Imports,2018,165142,01/01/2018,United Kingdom,External Trade,
" Products & Components",Steel Tubes & Hollow Sections,Imports,2019,167081,01/01/2019,United Kingdom,External Trade,
" Products & Components",Steel Tubes & Hollow Sections,Imports,2020,116711,01/01/2020,United Kingdom,External Trade,
" Products & Components",Steel Tubes & Hollow Sections,Exports,2015,94695,01/01/2015,United Kingdom,External Trade,
" Products & Components",Steel Tubes & Hollow Sections,Exports,2016,68814,01/01/2016,United Kingdom,External Trade,
" Products & Components",Steel Tubes & Hollow Sections,Exports,2017,88760,01/01/2017,United Kingdom,External Trade,
" Products & Components",Steel Tubes & Hollow Sections,Exports,2018,93565,01/01/2018,United Kingdom,External Trade,
" Products & Components",Steel Tubes & Hollow Sections,Exports,2019,102217,01/01/2019,United Kingdom,External Trade,
" Products & Components",Steel Tubes & Hollow Sections,Exports,2020,89886,01/01/2020,United Kingdom,External Trade,
" Products & Components",Bituminous Roofing Felt*,Imports,2015,"              :",01/01/2015,United Kingdom,External Trade,
" Products & Components",Bituminous Roofing Felt*,Imports,2016,"              :",01/01/2016,United Kingdom,External Trade,
" Products & Components",Bituminous Roofing Felt*,Imports,2017,"              :",01/01/2017,United Kingdom,External Trade,
" Products & Components",Bituminous Roofing Felt*,Imports,2018,"              :",01/01/2018,United Kingdom,External Trade,
" Products & Components",Bituminous Roofing Felt*,Imports,2019,"              :",01/01/2019,United Kingdom,External Trade,
" Products & Components",Bituminous Roofing Felt*,Imports,2020,"              :",01/01/2020,United Kingdom,External Trade,
" Products & Components",Bituminous Roofing Felt*,Exports,2015,"              :",01/01/2015,United Kingdom,External Trade,
" Products & Components",Bituminous Roofing Felt*,Exports,2016,"              :",01/01/2016,United Kingdom,External Trade,
" Products & Components",Bituminous Roofing Felt*,Exports,2017,"              :",01/01/2017,United Kingdom,External Trade,
" Products & Components",Bituminous Roofing Felt*,Exports,2018,"              :",01/01/2018,United Kingdom,External Trade,
" Products & Components",Bituminous Roofing Felt*,Exports,2019,"              :",01/01/2019,United Kingdom,External Trade,
" Products & Components",Bituminous Roofing Felt*,Exports,2020,"              :",01/01/2020,United Kingdom,External Trade,
" Products & Components",Other Asphalt products*,Imports,2015,"              :",01/01/2015,United Kingdom,External Trade,
" Products & Components",Other Asphalt products*,Imports,2016,"              :",01/01/2016,United Kingdom,External Trade,
" Products & Components",Other Asphalt products*,Imports,2017,"              :",01/01/2017,United Kingdom,External Trade,
" Products & Components",Other Asphalt products*,Imports,2018,"              :",01/01/2018,United Kingdom,External Trade,
" Products & Components",Other Asphalt products*,Imports,2019,"              :",01/01/2019,United Kingdom,External Trade,
" Products & Components",Other Asphalt products*,Imports,2020,"              :",01/01/2020,United Kingdom,External Trade,
" Products & Components",Other Asphalt products*,Exports,2015,"              :",01/01/2015,United Kingdom,External Trade,
" Products & Components",Other Asphalt products*,Exports,2016,"              :",01/01/2016,United Kingdom,External Trade,
" Products & Components",Other Asphalt products*,Exports,2017,"              :",01/01/2017,United Kingdom,External Trade,
" Products & Components",Other Asphalt products*,Exports,2018,"              :",01/01/2018,United Kingdom,External Trade,
" Products & Components",Other Asphalt products*,Exports,2019,"              :",01/01/2019,United Kingdom,External Trade,
" Products & Components",Other Asphalt products*,Exports,2020,"              :",01/01/2020,United Kingdom,External Trade,
" Products & Components",Asphalt Products*,Imports,2015,62171,01/01/2015,United Kingdom,External Trade,
" Products & Components",Asphalt Products*,Imports,2016,64877,01/01/2016,United Kingdom,External Trade,
" Products & Components",Asphalt Products*,Imports,2017,73520,01/01/2017,United Kingdom,External Trade,
" Products & Components",Asphalt Products*,Imports,2018,77035,01/01/2018,United Kingdom,External Trade,
" Products & Components",Asphalt Products*,Imports,2019,94287,01/01/2019,United Kingdom,External Trade,
" Products & Components",Asphalt Products*,Imports,2020,90544,01/01/2020,United Kingdom,External Trade,
" Products & Components",Asphalt Products*,Exports,2015,11690,01/01/2015,United Kingdom,External Trade,
" Products & Components",Asphalt Products*,Exports,2016,11516,01/01/2016,United Kingdom,External Trade,
" Products & Components",Asphalt Products*,Exports,2017,9589,01/01/2017,United Kingdom,External Trade,
" Products & Components",Asphalt Products*,Exports,2018,10359,01/01/2018,United Kingdom,External Trade,
" Products & Components",Asphalt Products*,Exports,2019,13771,01/01/2019,United Kingdom,External Trade,
