Date,Building Materials & Components Type," Materials & Components Sub-Type",Imports/Exports,Current Prices (Â£'000),Geographical Region,Type,Unique_Key
01/01/2016," Products & Components",Other Cements,Exports,33352,United Kingdom,External Trade,01/01/2016Products & ComponentsOther CementsExports33352United KingdomExternal Trade
01/01/2017," Products & Components",Other Cements,Exports,38927,United Kingdom,External Trade,01/01/2017Products & ComponentsOther CementsExports38927United KingdomExternal Trade
01/01/2018," Products & Components",Other Cements,Exports,42432,United Kingdom,External Trade,01/01/2018Products & ComponentsOther CementsExports42432United KingdomExternal Trade
01/01/2019," Products & Components",Other Cements,Exports,36701,United Kingdom,External Trade,01/01/2019Products & ComponentsOther CementsExports36701United KingdomExternal Trade
01/01/2020," Products & Components",Other Cements,Exports,31958,United Kingdom,External Trade,01/01/2020Products & ComponentsOther CementsExports31958United KingdomExternal Trade
01/01/2015," Products & Components",Steel Sheet Piling,Imports,77089,United Kingdom,External Trade,01/01/2015Products & ComponentsSteel Sheet PilingImports77089United KingdomExternal Trade
01/01/2016," Products & Components",Steel Sheet Piling,Imports,67072,United Kingdom,External Trade,01/01/2016Products & ComponentsSteel Sheet PilingImports67072United KingdomExternal Trade
01/01/2017," Products & Components",Steel Sheet Piling,Imports,68240,United Kingdom,External Trade,01/01/2017Products & ComponentsSteel Sheet PilingImports68240United KingdomExternal Trade
01/01/2018," Products & Components",Steel Sheet Piling,Imports,69611,United Kingdom,External Trade,01/01/2018Products & ComponentsSteel Sheet PilingImports69611United KingdomExternal Trade
01/01/2019," Products & Components",Steel Sheet Piling,Imports,69863,United Kingdom,External Trade,01/01/2019Products & ComponentsSteel Sheet PilingImports69863United KingdomExternal Trade
01/01/2020," Products & Components",Steel Sheet Piling,Imports,77109,United Kingdom,External Trade,01/01/2020Products & ComponentsSteel Sheet PilingImports77109United KingdomExternal Trade
01/01/2015," Products & Components",Steel Sheet Piling,Exports,31643,United Kingdom,External Trade,01/01/2015Products & ComponentsSteel Sheet PilingExports31643United KingdomExternal Trade
01/01/2016," Products & Components",Steel Sheet Piling,Exports,33725,United Kingdom,External Trade,01/01/2016Products & ComponentsSteel Sheet PilingExports33725United KingdomExternal Trade
01/01/2017," Products & Components",Steel Sheet Piling,Exports,31848,United Kingdom,External Trade,01/01/2017Products & ComponentsSteel Sheet PilingExports31848United KingdomExternal Trade
01/01/2018," Products & Components",Steel Sheet Piling,Exports,40553,United Kingdom,External Trade,01/01/2018Products & ComponentsSteel Sheet PilingExports40553United KingdomExternal Trade
01/01/2019," Products & Components",Steel Sheet Piling,Exports,32828,United Kingdom,External Trade,01/01/2019Products & ComponentsSteel Sheet PilingExports32828United KingdomExternal Trade
01/01/2020," Products & Components",Steel Sheet Piling,Exports,31446,United Kingdom,External Trade,01/01/2020Products & ComponentsSteel Sheet PilingExports31446United KingdomExternal Trade
01/01/2015," Products & Components",Ready-Mixed Concrete,Imports,160,United Kingdom,External Trade,01/01/2015Products & ComponentsReady-Mixed ConcreteImports160United KingdomExternal Trade
01/01/2016," Products & Components",Ready-Mixed Concrete,Imports,5,United Kingdom,External Trade,01/01/2016Products & ComponentsReady-Mixed ConcreteImports5United KingdomExternal Trade
01/01/2017," Products & Components",Ready-Mixed Concrete,Imports,23,United Kingdom,External Trade,01/01/2017Products & ComponentsReady-Mixed ConcreteImports23United KingdomExternal Trade
01/01/2018," Products & Components",Ready-Mixed Concrete,Imports,28,United Kingdom,External Trade,01/01/2018Products & ComponentsReady-Mixed ConcreteImports28United KingdomExternal Trade
01/01/2019," Products & Components",Ready-Mixed Concrete,Imports,38,United Kingdom,External Trade,01/01/2019Products & ComponentsReady-Mixed ConcreteImports38United KingdomExternal Trade
01/01/2020," Products & Components",Ready-Mixed Concrete,Imports,62,United Kingdom,External Trade,01/01/2020Products & ComponentsReady-Mixed ConcreteImports62United KingdomExternal Trade
01/01/2015," Products & Components",Ready-Mixed Concrete,Exports,1752,United Kingdom,External Trade,01/01/2015Products & ComponentsReady-Mixed ConcreteExports1752United KingdomExternal Trade
01/01/2016," Products & Components",Ready-Mixed Concrete,Exports,2281,United Kingdom,External Trade,01/01/2016Products & ComponentsReady-Mixed ConcreteExports2281United KingdomExternal Trade
01/01/2017," Products & Components",Ready-Mixed Concrete,Exports,1750,United Kingdom,External Trade,01/01/2017Products & ComponentsReady-Mixed ConcreteExports1750United KingdomExternal Trade
01/01/2018," Products & Components",Ready-Mixed Concrete,Exports,2334,United Kingdom,External Trade,01/01/2018Products & ComponentsReady-Mixed ConcreteExports2334United KingdomExternal Trade
01/01/2019," Products & Components",Ready-Mixed Concrete,Exports,2694,United Kingdom,External Trade,01/01/2019Products & ComponentsReady-Mixed ConcreteExports2694United KingdomExternal Trade
01/01/2020," Products & Components",Ready-Mixed Concrete,Exports,2677,United Kingdom,External Trade,01/01/2020Products & ComponentsReady-Mixed ConcreteExports2677United KingdomExternal Trade
01/01/2015," Products & Components",Concrete Reinforcing Bars,Imports,197838,United Kingdom,External Trade,01/01/2015Products & ComponentsConcrete Reinforcing BarsImports197838United KingdomExternal Trade
01/01/2016," Products & Components",Concrete Reinforcing Bars,Imports,157560,United Kingdom,External Trade,01/01/2016Products & ComponentsConcrete Reinforcing BarsImports157560United KingdomExternal Trade
01/01/2017," Products & Components",Concrete Reinforcing Bars,Imports,201187,United Kingdom,External Trade,01/01/2017Products & ComponentsConcrete Reinforcing BarsImports201187United KingdomExternal Trade
01/01/2018," Products & Components",Concrete Reinforcing Bars,Imports,268593,United Kingdom,External Trade,01/01/2018Products & ComponentsConcrete Reinforcing BarsImports268593United KingdomExternal Trade
01/01/2019," Products & Components",Concrete Reinforcing Bars,Imports,237789,United Kingdom,External Trade,01/01/2019Products & ComponentsConcrete Reinforcing BarsImports237789United KingdomExternal Trade
01/01/2020," Products & Components",Concrete Reinforcing Bars,Imports,177122,United Kingdom,External Trade,01/01/2020Products & ComponentsConcrete Reinforcing BarsImports177122United KingdomExternal Trade
01/01/2015," Products & Components",Concrete Reinforcing Bars,Exports,35785,United Kingdom,External Trade,01/01/2015Products & ComponentsConcrete Reinforcing BarsExports35785United KingdomExternal Trade
01/01/2016," Products & Components",Concrete Reinforcing Bars,Exports,24476,United Kingdom,External Trade,01/01/2016Products & ComponentsConcrete Reinforcing BarsExports24476United KingdomExternal Trade
01/01/2017," Products & Components",Concrete Reinforcing Bars,Exports,22390,United Kingdom,External Trade,01/01/2017Products & ComponentsConcrete Reinforcing BarsExports22390United KingdomExternal Trade
01/01/2018," Products & Components",Concrete Reinforcing Bars,Exports,32244,United Kingdom,External Trade,01/01/2018Products & ComponentsConcrete Reinforcing BarsExports32244United KingdomExternal Trade
01/01/2019," Products & Components",Concrete Reinforcing Bars,Exports,46668,United Kingdom,External Trade,01/01/2019Products & ComponentsConcrete Reinforcing BarsExports46668United KingdomExternal Trade
01/01/2020," Products & Components",Concrete Reinforcing Bars,Exports,47990,United Kingdom,External Trade,01/01/2020Products & ComponentsConcrete Reinforcing BarsExports47990United KingdomExternal Trade
01/01/2015," Products & Components",Mortars,Imports,10127,United Kingdom,External Trade,01/01/2015Products & ComponentsMortarsImports10127United KingdomExternal Trade
01/01/2016," Products & Components",Mortars,Imports,11812,United Kingdom,External Trade,01/01/2016Products & ComponentsMortarsImports11812United KingdomExternal Trade
01/01/2017," Products & Components",Mortars,Imports,9477,United Kingdom,External Trade,01/01/2017Products & ComponentsMortarsImports9477United KingdomExternal Trade
01/01/2018," Products & Components",Mortars,Imports,12901,United Kingdom,External Trade,01/01/2018Products & ComponentsMortarsImports12901United KingdomExternal Trade
01/01/2019," Products & Components",Mortars,Imports,11862,United Kingdom,External Trade,01/01/2019Products & ComponentsMortarsImports11862United KingdomExternal Trade
01/01/2020," Products & Components",Mortars,Imports,24649,United Kingdom,External Trade,01/01/2020Products & ComponentsMortarsImports24649United KingdomExternal Trade
01/01/2015," Products & Components",Mortars,Exports,5725,United Kingdom,External Trade,01/01/2015Products & ComponentsMortarsExports5725United KingdomExternal Trade
01/01/2016," Products & Components",Mortars,Exports,8483,United Kingdom,External Trade,01/01/2016Products & ComponentsMortarsExports8483United KingdomExternal Trade
01/01/2017," Products & Components",Mortars,Exports,9301,United Kingdom,External Trade,01/01/2017Products & ComponentsMortarsExports9301United KingdomExternal Trade
01/01/2018," Products & Components",Mortars,Exports,10356,United Kingdom,External Trade,01/01/2018Products & ComponentsMortarsExports10356United KingdomExternal Trade
01/01/2019," Products & Components",Mortars,Exports,11454,United Kingdom,External Trade,01/01/2019Products & ComponentsMortarsExports11454United KingdomExternal Trade
01/01/2020," Products & Components",Mortars,Exports,9751,United Kingdom,External Trade,01/01/2020Products & ComponentsMortarsExports9751United KingdomExternal Trade
01/01/2015," Products & Components",Clay Bricks,Imports,64468,United Kingdom,External Trade,01/01/2015Products & ComponentsClay BricksImports64468United KingdomExternal Trade
01/01/2016," Products & Components",Clay Bricks,Imports,66966,United Kingdom,External Trade,01/01/2016Products & ComponentsClay BricksImports66966United KingdomExternal Trade
01/01/2017," Products & Components",Clay Bricks,Imports,85248,United Kingdom,External Trade,01/01/2017Products & ComponentsClay BricksImports85248United KingdomExternal Trade
01/01/2018," Products & Components",Clay Bricks,Imports,116032,United Kingdom,External Trade,01/01/2018Products & ComponentsClay BricksImports116032United KingdomExternal Trade
01/01/2019," Products & Components",Clay Bricks,Imports,137431,United Kingdom,External Trade,01/01/2019Products & ComponentsClay BricksImports137431United KingdomExternal Trade
01/01/2020," Products & Components",Clay Bricks,Imports,106521,United Kingdom,External Trade,01/01/2020Products & ComponentsClay BricksImports106521United KingdomExternal Trade
01/01/2015," Products & Components",Clay Bricks,Exports,4537,United Kingdom,External Trade,01/01/2015Products & ComponentsClay BricksExports4537United KingdomExternal Trade
01/01/2016," Products & Components",Clay Bricks,Exports,7435,United Kingdom,External Trade,01/01/2016Products & ComponentsClay BricksExports7435United KingdomExternal Trade
01/01/2017," Products & Components",Clay Bricks,Exports,9037,United Kingdom,External Trade,01/01/2017Products & ComponentsClay BricksExports9037United KingdomExternal Trade
01/01/2018," Products & Components",Clay Bricks,Exports,9158,United Kingdom,External Trade,01/01/2018Products & ComponentsClay BricksExports9158United KingdomExternal Trade
01/01/2019," Products & Components",Clay Bricks,Exports,7421,United Kingdom,External Trade,01/01/2019Products & ComponentsClay BricksExports7421United KingdomExternal Trade
01/01/2020," Products & Components",Clay Bricks,Exports,8488,United Kingdom,External Trade,01/01/2020Products & ComponentsClay BricksExports8488United KingdomExternal Trade
01/01/2015," Products & Components",Clay Roofing Tiles,Imports,18852,United Kingdom,External Trade,01/01/2015Products & ComponentsClay Roofing TilesImports18852United KingdomExternal Trade
01/01/2016," Products & Components",Clay Roofing Tiles,Imports,25998,United Kingdom,External Trade,01/01/2016Products & ComponentsClay Roofing TilesImports25998United KingdomExternal Trade
01/01/2017," Products & Components",Clay Roofing Tiles,Imports,35085,United Kingdom,External Trade,01/01/2017Products & ComponentsClay Roofing TilesImports35085United KingdomExternal Trade
01/01/2018," Products & Components",Clay Roofing Tiles,Imports,35139,United Kingdom,External Trade,01/01/2018Products & ComponentsClay Roofing TilesImports35139United KingdomExternal Trade
01/01/2019," Products & Components",Clay Roofing Tiles,Imports,30592,United Kingdom,External Trade,01/01/2019Products & ComponentsClay Roofing TilesImports30592United KingdomExternal Trade
01/01/2020," Products & Components",Clay Roofing Tiles,Imports,35191,United Kingdom,External Trade,01/01/2020Products & ComponentsClay Roofing TilesImports35191United KingdomExternal Trade
01/01/2015," Products & Components",Clay Roofing Tiles,Exports,274,United Kingdom,External Trade,01/01/2015Products & ComponentsClay Roofing TilesExports274United KingdomExternal Trade
01/01/2016," Products & Components",Clay Roofing Tiles,Exports,300,United Kingdom,External Trade,01/01/2016Products & ComponentsClay Roofing TilesExports300United KingdomExternal Trade
01/01/2017," Products & Components",Clay Roofing Tiles,Exports,401,United Kingdom,External Trade,01/01/2017Products & ComponentsClay Roofing TilesExports401United KingdomExternal Trade
01/01/2018," Products & Components",Clay Roofing Tiles,Exports,419,United Kingdom,External Trade,01/01/2018Products & ComponentsClay Roofing TilesExports419United KingdomExternal Trade
01/01/2019," Products & Components",Clay Roofing Tiles,Exports,453,United Kingdom,External Trade,01/01/2019Products & ComponentsClay Roofing TilesExports453United KingdomExternal Trade
01/01/2020," Products & Components",Clay Roofing Tiles,Exports,788,United Kingdom,External Trade,01/01/2020Products & ComponentsClay Roofing TilesExports788United KingdomExternal Trade
01/01/2015," Products & Components",Clay Pipes,Imports,1044,United Kingdom,External Trade,01/01/2015Products & ComponentsClay PipesImports1044United KingdomExternal Trade
01/01/2016," Products & Components",Clay Pipes,Imports,1548,United Kingdom,External Trade,01/01/2016Products & ComponentsClay PipesImports1548United KingdomExternal Trade
01/01/2017," Products & Components",Clay Pipes,Imports,1579,United Kingdom,External Trade,01/01/2017Products & ComponentsClay PipesImports1579United KingdomExternal Trade
01/01/2018," Products & Components",Clay Pipes,Imports,1567,United Kingdom,External Trade,01/01/2018Products & ComponentsClay PipesImports1567United KingdomExternal Trade
01/01/2019," Products & Components",Clay Pipes,Imports,1886,United Kingdom,External Trade,01/01/2019Products & ComponentsClay PipesImports1886United KingdomExternal Trade
01/01/2020," Products & Components",Clay Pipes,Imports,743,United Kingdom,External Trade,01/01/2020Products & ComponentsClay PipesImports743United KingdomExternal Trade
01/01/2015," Products & Components",Clay Pipes,Exports,3550,United Kingdom,External Trade,01/01/2015Products & ComponentsClay PipesExports3550United KingdomExternal Trade
01/01/2016," Products & Components",Clay Pipes,Exports,4485,United Kingdom,External Trade,01/01/2016Products & ComponentsClay PipesExports4485United KingdomExternal Trade
01/01/2017," Products & Components",Clay Pipes,Exports,3743,United Kingdom,External Trade,01/01/2017Products & ComponentsClay PipesExports3743United KingdomExternal Trade
01/01/2018," Products & Components",Clay Pipes,Exports,4356,United Kingdom,External Trade,01/01/2018Products & ComponentsClay PipesExports4356United KingdomExternal Trade
01/01/2019," Products & Components",Clay Pipes,Exports,5064,United Kingdom,External Trade,01/01/2019Products & ComponentsClay PipesExports5064United KingdomExternal Trade
01/01/2020," Products & Components",Clay Pipes,Exports,2467,United Kingdom,External Trade,01/01/2020Products & ComponentsClay PipesExports2467United KingdomExternal Trade
01/01/2015," Products & Components",Other Clay Products,Imports,7740,United Kingdom,External Trade,01/01/2015Products & ComponentsOther Clay ProductsImports7740United KingdomExternal Trade
01/01/2016," Products & Components",Other Clay Products,Imports,15961,United Kingdom,External Trade,01/01/2016Products & ComponentsOther Clay ProductsImports15961United KingdomExternal Trade
01/01/2017," Products & Components",Other Clay Products,Imports,15209,United Kingdom,External Trade,01/01/2017Products & ComponentsOther Clay ProductsImports15209United KingdomExternal Trade
01/01/2018," Products & Components",Other Clay Products,Imports,13453,United Kingdom,External Trade,01/01/2018Products & ComponentsOther Clay ProductsImports13453United KingdomExternal Trade
01/01/2019," Products & Components",Other Clay Products,Imports,7621,United Kingdom,External Trade,01/01/2019Products & ComponentsOther Clay ProductsImports7621United KingdomExternal Trade
01/01/2020," Products & Components",Other Clay Products,Imports,8814,United Kingdom,External Trade,01/01/2020Products & ComponentsOther Clay ProductsImports8814United KingdomExternal Trade
01/01/2015," Products & Components",Other Clay Products,Exports,2419,United Kingdom,External Trade,01/01/2015Products & ComponentsOther Clay ProductsExports2419United KingdomExternal Trade
01/01/2016," Products & Components",Other Clay Products,Exports,2897,United Kingdom,External Trade,01/01/2016Products & ComponentsOther Clay ProductsExports2897United KingdomExternal Trade
01/01/2017," Products & Components",Other Clay Products,Exports,2605,United Kingdom,External Trade,01/01/2017Products & ComponentsOther Clay ProductsExports2605United KingdomExternal Trade
01/01/2018," Products & Components",Other Clay Products,Exports,2236,United Kingdom,External Trade,01/01/2018Products & ComponentsOther Clay ProductsExports2236United KingdomExternal Trade
01/01/2019," Products & Components",Other Clay Products,Exports,2660,United Kingdom,External Trade,01/01/2019Products & ComponentsOther Clay ProductsExports2660United KingdomExternal Trade
01/01/2020," Products & Components",Other Clay Products,Exports,2183,United Kingdom,External Trade,01/01/2020Products & ComponentsOther Clay ProductsExports2183United KingdomExternal Trade
01/01/2015," Products & Components",Concrete Blocks & Bricks,Imports,12200,United Kingdom,External Trade,01/01/2015Products & ComponentsConcrete Blocks & BricksImports12200United KingdomExternal Trade
01/01/2016," Products & Components",Concrete Blocks & Bricks,Imports,30327,United Kingdom,External Trade,01/01/2016Products & ComponentsConcrete Blocks & BricksImports30327United KingdomExternal Trade
01/01/2017," Products & Components",Concrete Blocks & Bricks,Imports,31847,United Kingdom,External Trade,01/01/2017Products & ComponentsConcrete Blocks & BricksImports31847United KingdomExternal Trade
01/01/2018," Products & Components",Concrete Blocks & Bricks,Imports,32542,United Kingdom,External Trade,01/01/2018Products & ComponentsConcrete Blocks & BricksImports32542United KingdomExternal Trade
01/01/2019," Products & Components",Concrete Blocks & Bricks,Imports,29954,United Kingdom,External Trade,01/01/2019Products & ComponentsConcrete Blocks & BricksImports29954United KingdomExternal Trade
01/01/2020," Products & Components",Concrete Blocks & Bricks,Imports,35571,United Kingdom,External Trade,01/01/2020Products & ComponentsConcrete Blocks & BricksImports35571United KingdomExternal Trade
01/01/2015," Products & Components",Concrete Blocks & Bricks,Exports,5335,United Kingdom,External Trade,01/01/2015Products & ComponentsConcrete Blocks & BricksExports5335United KingdomExternal Trade
01/01/2016," Products & Components",Concrete Blocks & Bricks,Exports,7474,United Kingdom,External Trade,01/01/2016Products & ComponentsConcrete Blocks & BricksExports7474United KingdomExternal Trade
01/01/2017," Products & Components",Concrete Blocks & Bricks,Exports,7184,United Kingdom,External Trade,01/01/2017Products & ComponentsConcrete Blocks & BricksExports7184United KingdomExternal Trade
01/01/2018," Products & Components",Concrete Blocks & Bricks,Exports,10273,United Kingdom,External Trade,01/01/2018Products & ComponentsConcrete Blocks & BricksExports10273United KingdomExternal Trade
01/01/2019," Products & Components",Concrete Blocks & Bricks,Exports,9793,United Kingdom,External Trade,01/01/2019Products & ComponentsConcrete Blocks & BricksExports9793United KingdomExternal Trade
01/01/2020," Products & Components",Concrete Blocks & Bricks,Exports,8849,United Kingdom,External Trade,01/01/2020Products & ComponentsConcrete Blocks & BricksExports8849United KingdomExternal Trade
01/01/2015," Products & Components",Concrete Roofing Tiles*,Imports,,United Kingdom,External Trade,01/01/2015Products & ComponentsConcrete Roofing Tiles*ImportsUnited KingdomExternal Trade
01/01/2016," Products & Components",Concrete Roofing Tiles*,Imports,,United Kingdom,External Trade,01/01/2016Products & ComponentsConcrete Roofing Tiles*ImportsUnited KingdomExternal Trade
01/01/2017," Products & Components",Concrete Roofing Tiles*,Imports,,United Kingdom,External Trade,01/01/2017Products & ComponentsConcrete Roofing Tiles*ImportsUnited KingdomExternal Trade
01/01/2018," Products & Components",Concrete Roofing Tiles*,Imports,,United Kingdom,External Trade,01/01/2018Products & ComponentsConcrete Roofing Tiles*ImportsUnited KingdomExternal Trade
01/01/2019," Products & Components",Concrete Roofing Tiles*,Imports,,United Kingdom,External Trade,01/01/2019Products & ComponentsConcrete Roofing Tiles*ImportsUnited KingdomExternal Trade
01/01/2020," Products & Components",Concrete Roofing Tiles*,Imports,,United Kingdom,External Trade,01/01/2020Products & ComponentsConcrete Roofing Tiles*ImportsUnited KingdomExternal Trade
01/01/2015," Products & Components",Concrete Roofing Tiles*,Exports,,United Kingdom,External Trade,01/01/2015Products & ComponentsConcrete Roofing Tiles*ExportsUnited KingdomExternal Trade
01/01/2016," Products & Components",Concrete Roofing Tiles*,Exports,,United Kingdom,External Trade,01/01/2016Products & ComponentsConcrete Roofing Tiles*ExportsUnited KingdomExternal Trade
01/01/2017," Products & Components",Concrete Roofing Tiles*,Exports,,United Kingdom,External Trade,01/01/2017Products & ComponentsConcrete Roofing Tiles*ExportsUnited KingdomExternal Trade
01/01/2018," Products & Components",Concrete Roofing Tiles*,Exports,,United Kingdom,External Trade,01/01/2018Products & ComponentsConcrete Roofing Tiles*ExportsUnited KingdomExternal Trade
01/01/2019," Products & Components",Concrete Roofing Tiles*,Exports,,United Kingdom,External Trade,01/01/2019Products & ComponentsConcrete Roofing Tiles*ExportsUnited KingdomExternal Trade
01/01/2020," Products & Components",Concrete Roofing Tiles*,Exports,,United Kingdom,External Trade,01/01/2020Products & ComponentsConcrete Roofing Tiles*ExportsUnited KingdomExternal Trade
01/01/2015," Products & Components",Other Concrete Tiles & Paving*,Imports,,United Kingdom,External Trade,01/01/2015Products & ComponentsOther Concrete Tiles & Paving*ImportsUnited KingdomExternal Trade
01/01/2016," Products & Components",Other Concrete Tiles & Paving*,Imports,,United Kingdom,External Trade,01/01/2016Products & ComponentsOther Concrete Tiles & Paving*ImportsUnited KingdomExternal Trade
01/01/2017," Products & Components",Other Concrete Tiles & Paving*,Imports,,United Kingdom,External Trade,01/01/2017Products & ComponentsOther Concrete Tiles & Paving*ImportsUnited KingdomExternal Trade
01/01/2018," Products & Components",Other Concrete Tiles & Paving*,Imports,,United Kingdom,External Trade,01/01/2018Products & ComponentsOther Concrete Tiles & Paving*ImportsUnited KingdomExternal Trade
01/01/2019," Products & Components",Other Concrete Tiles & Paving*,Imports,,United Kingdom,External Trade,01/01/2019Products & ComponentsOther Concrete Tiles & Paving*ImportsUnited KingdomExternal Trade
01/01/2020," Products & Components",Other Concrete Tiles & Paving*,Imports,,United Kingdom,External Trade,01/01/2020Products & ComponentsOther Concrete Tiles & Paving*ImportsUnited KingdomExternal Trade
01/01/2015," Products & Components",Other Concrete Tiles & Paving*,Exports,,United Kingdom,External Trade,01/01/2015Products & ComponentsOther Concrete Tiles & Paving*ExportsUnited KingdomExternal Trade
01/01/2016," Products & Components",Other Concrete Tiles & Paving*,Exports,,United Kingdom,External Trade,01/01/2016Products & ComponentsOther Concrete Tiles & Paving*ExportsUnited KingdomExternal Trade
01/01/2017," Products & Components",Other Concrete Tiles & Paving*,Exports,,United Kingdom,External Trade,01/01/2017Products & ComponentsOther Concrete Tiles & Paving*ExportsUnited KingdomExternal Trade
01/01/2018," Products & Components",Other Concrete Tiles & Paving*,Exports,,United Kingdom,External Trade,01/01/2018Products & ComponentsOther Concrete Tiles & Paving*ExportsUnited KingdomExternal Trade
01/01/2019," Products & Components",Other Concrete Tiles & Paving*,Exports,,United Kingdom,External Trade,01/01/2019Products & ComponentsOther Concrete Tiles & Paving*ExportsUnited KingdomExternal Trade
01/01/2020," Products & Components",Other Concrete Tiles & Paving*,Exports,,United Kingdom,External Trade,01/01/2020Products & ComponentsOther Concrete Tiles & Paving*ExportsUnited KingdomExternal Trade
01/01/2015," Products & Components",Concrete Tiles and Pavings*,Imports,23726,United Kingdom,External Trade,01/01/2015Products & ComponentsConcrete Tiles and Pavings*Imports23726United KingdomExternal Trade
01/01/2016," Products & Components",Concrete Tiles and Pavings*,Imports,29353,United Kingdom,External Trade,01/01/2016Products & ComponentsConcrete Tiles and Pavings*Imports29353United KingdomExternal Trade
01/01/2017," Products & Components",Concrete Tiles and Pavings*,Imports,36770,United Kingdom,External Trade,01/01/2017Products & ComponentsConcrete Tiles and Pavings*Imports36770United KingdomExternal Trade
01/01/2018," Products & Components",Concrete Tiles and Pavings*,Imports,47933,United Kingdom,External Trade,01/01/2018Products & ComponentsConcrete Tiles and Pavings*Imports47933United KingdomExternal Trade
01/01/2019," Products & Components",Concrete Tiles and Pavings*,Imports,46713,United Kingdom,External Trade,01/01/2019Products & ComponentsConcrete Tiles and Pavings*Imports46713United KingdomExternal Trade
01/01/2020," Products & Components",Concrete Tiles and Pavings*,Imports,32153,United Kingdom,External Trade,01/01/2020Products & ComponentsConcrete Tiles and Pavings*Imports32153United KingdomExternal Trade
01/01/2015," Products & Components",Concrete Tiles and Pavings*,Exports,9427,United Kingdom,External Trade,01/01/2015Products & ComponentsConcrete Tiles and Pavings*Exports9427United KingdomExternal Trade
01/01/2016," Products & Components",Concrete Tiles and Pavings*,Exports,15311,United Kingdom,External Trade,01/01/2016Products & ComponentsConcrete Tiles and Pavings*Exports15311United KingdomExternal Trade
01/01/2017," Products & Components",Concrete Tiles and Pavings*,Exports,36770,United Kingdom,External Trade,01/01/2017Products & ComponentsConcrete Tiles and Pavings*Exports36770United KingdomExternal Trade
01/01/2018," Products & Components",Concrete Tiles and Pavings*,Exports,18185,United Kingdom,External Trade,01/01/2018Products & ComponentsConcrete Tiles and Pavings*Exports18185United KingdomExternal Trade
01/01/2019," Products & Components",Concrete Tiles and Pavings*,Exports,19414,United Kingdom,External Trade,01/01/2019Products & ComponentsConcrete Tiles and Pavings*Exports19414United KingdomExternal Trade
01/01/2020," Products & Components",Concrete Tiles and Pavings*,Exports,19606,United Kingdom,External Trade,01/01/2020Products & ComponentsConcrete Tiles and Pavings*Exports19606United KingdomExternal Trade
01/01/2015," Products & Components",Prefabricated Concrete Products,Imports,73013,United Kingdom,External Trade,01/01/2015Products & ComponentsPrefabricated Concrete ProductsImports73013United KingdomExternal Trade
01/01/2016," Products & Components",Prefabricated Concrete Products,Imports,138716,United Kingdom,External Trade,01/01/2016Products & ComponentsPrefabricated Concrete ProductsImports138716United KingdomExternal Trade
01/01/2017," Products & Components",Prefabricated Concrete Products,Imports,116266,United Kingdom,External Trade,01/01/2017Products & ComponentsPrefabricated Concrete ProductsImports116266United KingdomExternal Trade
01/01/2018," Products & Components",Prefabricated Concrete Products,Imports,106837,United Kingdom,External Trade,01/01/2018Products & ComponentsPrefabricated Concrete ProductsImports106837United KingdomExternal Trade
01/01/2019," Products & Components",Prefabricated Concrete Products,Imports,86939,United Kingdom,External Trade,01/01/2019Products & ComponentsPrefabricated Concrete ProductsImports86939United KingdomExternal Trade
01/01/2020," Products & Components",Prefabricated Concrete Products,Imports,60925,United Kingdom,External Trade,01/01/2020Products & ComponentsPrefabricated Concrete ProductsImports60925United KingdomExternal Trade
01/01/2015," Products & Components",Prefabricated Concrete Products,Exports,1282,United Kingdom,External Trade,01/01/2015Products & ComponentsPrefabricated Concrete ProductsExports1282United KingdomExternal Trade
01/01/2016," Products & Components",Prefabricated Concrete Products,Exports,2239,United Kingdom,External Trade,01/01/2016Products & ComponentsPrefabricated Concrete ProductsExports2239United KingdomExternal Trade
01/01/2017," Products & Components",Prefabricated Concrete Products,Exports,4758,United Kingdom,External Trade,01/01/2017Products & ComponentsPrefabricated Concrete ProductsExports4758United KingdomExternal Trade
01/01/2018," Products & Components",Prefabricated Concrete Products,Exports,7393,United Kingdom,External Trade,01/01/2018Products & ComponentsPrefabricated Concrete ProductsExports7393United KingdomExternal Trade
01/01/2019," Products & Components",Prefabricated Concrete Products,Exports,9062,United Kingdom,External Trade,01/01/2019Products & ComponentsPrefabricated Concrete ProductsExports9062United KingdomExternal Trade
01/01/2020," Products & Components",Prefabricated Concrete Products,Exports,7766,United Kingdom,External Trade,01/01/2020Products & ComponentsPrefabricated Concrete ProductsExports7766United KingdomExternal Trade
01/01/2015," Products & Components",Concrete Pipes,Imports,105963,United Kingdom,External Trade,01/01/2015Products & ComponentsConcrete PipesImports105963United KingdomExternal Trade
01/01/2016," Products & Components",Concrete Pipes,Imports,124946,United Kingdom,External Trade,01/01/2016Products & ComponentsConcrete PipesImports124946United KingdomExternal Trade
01/01/2017," Products & Components",Concrete Pipes,Imports,142585,United Kingdom,External Trade,01/01/2017Products & ComponentsConcrete PipesImports142585United KingdomExternal Trade
01/01/2018," Products & Components",Concrete Pipes,Imports,147565,United Kingdom,External Trade,01/01/2018Products & ComponentsConcrete PipesImports147565United KingdomExternal Trade
01/01/2019," Products & Components",Concrete Pipes,Imports,162552,United Kingdom,External Trade,01/01/2019Products & ComponentsConcrete PipesImports162552United KingdomExternal Trade
01/01/2020," Products & Components",Concrete Pipes,Imports,110550,United Kingdom,External Trade,01/01/2020Products & ComponentsConcrete PipesImports110550United KingdomExternal Trade
