Date,Building Materials & Components Type," Materials & Components Sub-Type",Imports/Exports,Current Prices (Â£'000),Geographical Region,Type,Unique_Key
01/01/2020," Products & Components",Fitted Kitchens (assembled),Exports,23303,United Kingdom,External Trade,01/01/2020Products & ComponentsFitted Kitchens (assembled)Exports23303United KingdomExternal Trade
01/01/2015," Products & Components",Prefabricated Buildings (wood),Imports,64011,United Kingdom,External Trade,01/01/2015Products & ComponentsPrefabricated Buildings (wood)Imports64011United KingdomExternal Trade
01/01/2016," Products & Components",Prefabricated Buildings (wood),Imports,58783,United Kingdom,External Trade,01/01/2016Products & ComponentsPrefabricated Buildings (wood)Imports58783United KingdomExternal Trade
01/01/2017," Products & Components",Prefabricated Buildings (wood),Imports,43658,United Kingdom,External Trade,01/01/2017Products & ComponentsPrefabricated Buildings (wood)Imports43658United KingdomExternal Trade
01/01/2018," Products & Components",Prefabricated Buildings (wood),Imports,60042,United Kingdom,External Trade,01/01/2018Products & ComponentsPrefabricated Buildings (wood)Imports60042United KingdomExternal Trade
01/01/2019," Products & Components",Prefabricated Buildings (wood),Imports,59176,United Kingdom,External Trade,01/01/2019Products & ComponentsPrefabricated Buildings (wood)Imports59176United KingdomExternal Trade
01/01/2020," Products & Components",Prefabricated Buildings (wood),Imports,61971,United Kingdom,External Trade,01/01/2020Products & ComponentsPrefabricated Buildings (wood)Imports61971United KingdomExternal Trade
01/01/2015," Products & Components",Prefabricated Buildings (wood),Exports,5438,United Kingdom,External Trade,01/01/2015Products & ComponentsPrefabricated Buildings (wood)Exports5438United KingdomExternal Trade
01/01/2016," Products & Components",Prefabricated Buildings (wood),Exports,4403,United Kingdom,External Trade,01/01/2016Products & ComponentsPrefabricated Buildings (wood)Exports4403United KingdomExternal Trade
01/01/2017," Products & Components",Prefabricated Buildings (wood),Exports,7618,United Kingdom,External Trade,01/01/2017Products & ComponentsPrefabricated Buildings (wood)Exports7618United KingdomExternal Trade
01/01/2018," Products & Components",Prefabricated Buildings (wood),Exports,7712,United Kingdom,External Trade,01/01/2018Products & ComponentsPrefabricated Buildings (wood)Exports7712United KingdomExternal Trade
01/01/2019," Products & Components",Prefabricated Buildings (wood),Exports,10862,United Kingdom,External Trade,01/01/2019Products & ComponentsPrefabricated Buildings (wood)Exports10862United KingdomExternal Trade
01/01/2020," Products & Components",Prefabricated Buildings (wood),Exports,11324,United Kingdom,External Trade,01/01/2020Products & ComponentsPrefabricated Buildings (wood)Exports11324United KingdomExternal Trade
01/01/2015," Products & Components",Prefabricated Buildings (steel),Imports,59229,United Kingdom,External Trade,01/01/2015Products & ComponentsPrefabricated Buildings (steel)Imports59229United KingdomExternal Trade
01/01/2016," Products & Components",Prefabricated Buildings (steel),Imports,73410,United Kingdom,External Trade,01/01/2016Products & ComponentsPrefabricated Buildings (steel)Imports73410United KingdomExternal Trade
01/01/2017," Products & Components",Prefabricated Buildings (steel),Imports,66669,United Kingdom,External Trade,01/01/2017Products & ComponentsPrefabricated Buildings (steel)Imports66669United KingdomExternal Trade
01/01/2018," Products & Components",Prefabricated Buildings (steel),Imports,79487,United Kingdom,External Trade,01/01/2018Products & ComponentsPrefabricated Buildings (steel)Imports79487United KingdomExternal Trade
01/01/2019," Products & Components",Prefabricated Buildings (steel),Imports,55949,United Kingdom,External Trade,01/01/2019Products & ComponentsPrefabricated Buildings (steel)Imports55949United KingdomExternal Trade
01/01/2020," Products & Components",Prefabricated Buildings (steel),Imports,90745,United Kingdom,External Trade,01/01/2020Products & ComponentsPrefabricated Buildings (steel)Imports90745United KingdomExternal Trade
01/01/2015," Products & Components",Prefabricated Buildings (steel),Exports,38377,United Kingdom,External Trade,01/01/2015Products & ComponentsPrefabricated Buildings (steel)Exports38377United KingdomExternal Trade
01/01/2016," Products & Components",Prefabricated Buildings (steel),Exports,61390,United Kingdom,External Trade,01/01/2016Products & ComponentsPrefabricated Buildings (steel)Exports61390United KingdomExternal Trade
01/01/2017," Products & Components",Prefabricated Buildings (steel),Exports,62002,United Kingdom,External Trade,01/01/2017Products & ComponentsPrefabricated Buildings (steel)Exports62002United KingdomExternal Trade
01/01/2018," Products & Components",Prefabricated Buildings (steel),Exports,84749,United Kingdom,External Trade,01/01/2018Products & ComponentsPrefabricated Buildings (steel)Exports84749United KingdomExternal Trade
01/01/2019," Products & Components",Prefabricated Buildings (steel),Exports,58334,United Kingdom,External Trade,01/01/2019Products & ComponentsPrefabricated Buildings (steel)Exports58334United KingdomExternal Trade
01/01/2020," Products & Components",Prefabricated Buildings (steel),Exports,44655,United Kingdom,External Trade,01/01/2020Products & ComponentsPrefabricated Buildings (steel)Exports44655United KingdomExternal Trade
01/01/2015," Products & Components",Prefabricated Buildings (other),Imports,38773,United Kingdom,External Trade,01/01/2015Products & ComponentsPrefabricated Buildings (other)Imports38773United KingdomExternal Trade
01/01/2016," Products & Components",Prefabricated Buildings (other),Imports,47148,United Kingdom,External Trade,01/01/2016Products & ComponentsPrefabricated Buildings (other)Imports47148United KingdomExternal Trade
01/01/2017," Products & Components",Prefabricated Buildings (other),Imports,48805,United Kingdom,External Trade,01/01/2017Products & ComponentsPrefabricated Buildings (other)Imports48805United KingdomExternal Trade
01/01/2018," Products & Components",Prefabricated Buildings (other),Imports,74862,United Kingdom,External Trade,01/01/2018Products & ComponentsPrefabricated Buildings (other)Imports74862United KingdomExternal Trade
01/01/2019," Products & Components",Prefabricated Buildings (other),Imports,63104,United Kingdom,External Trade,01/01/2019Products & ComponentsPrefabricated Buildings (other)Imports63104United KingdomExternal Trade
01/01/2020," Products & Components",Prefabricated Buildings (other),Imports,91975,United Kingdom,External Trade,01/01/2020Products & ComponentsPrefabricated Buildings (other)Imports91975United KingdomExternal Trade
01/01/2015," Products & Components",Prefabricated Buildings (other),Exports,26988,United Kingdom,External Trade,01/01/2015Products & ComponentsPrefabricated Buildings (other)Exports26988United KingdomExternal Trade
01/01/2016," Products & Components",Prefabricated Buildings (other),Exports,11994,United Kingdom,External Trade,01/01/2016Products & ComponentsPrefabricated Buildings (other)Exports11994United KingdomExternal Trade
01/01/2017," Products & Components",Prefabricated Buildings (other),Exports,21591,United Kingdom,External Trade,01/01/2017Products & ComponentsPrefabricated Buildings (other)Exports21591United KingdomExternal Trade
01/01/2018," Products & Components",Prefabricated Buildings (other),Exports,15448,United Kingdom,External Trade,01/01/2018Products & ComponentsPrefabricated Buildings (other)Exports15448United KingdomExternal Trade
01/01/2019," Products & Components",Prefabricated Buildings (other),Exports,23670,United Kingdom,External Trade,01/01/2019Products & ComponentsPrefabricated Buildings (other)Exports23670United KingdomExternal Trade
01/01/2020," Products & Components",Prefabricated Buildings (other),Exports,25049,United Kingdom,External Trade,01/01/2020Products & ComponentsPrefabricated Buildings (other)Exports25049United KingdomExternal Trade
01/01/2015," Products & Components",Mobile Homes,Imports,288,United Kingdom,External Trade,01/01/2015Products & ComponentsMobile HomesImports288United KingdomExternal Trade
01/01/2016," Products & Components",Mobile Homes,Imports,1404,United Kingdom,External Trade,01/01/2016Products & ComponentsMobile HomesImports1404United KingdomExternal Trade
01/01/2017," Products & Components",Mobile Homes,Imports,36497,United Kingdom,External Trade,01/01/2017Products & ComponentsMobile HomesImports36497United KingdomExternal Trade
01/01/2018," Products & Components",Mobile Homes,Imports,3830,United Kingdom,External Trade,01/01/2018Products & ComponentsMobile HomesImports3830United KingdomExternal Trade
01/01/2019," Products & Components",Mobile Homes,Imports,2107,United Kingdom,External Trade,01/01/2019Products & ComponentsMobile HomesImports2107United KingdomExternal Trade
01/01/2020," Products & Components",Mobile Homes,Imports,1515,United Kingdom,External Trade,01/01/2020Products & ComponentsMobile HomesImports1515United KingdomExternal Trade
01/01/2015," Products & Components",Mobile Homes,Exports,10784,United Kingdom,External Trade,01/01/2015Products & ComponentsMobile HomesExports10784United KingdomExternal Trade
01/01/2016," Products & Components",Mobile Homes,Exports,10702,United Kingdom,External Trade,01/01/2016Products & ComponentsMobile HomesExports10702United KingdomExternal Trade
01/01/2017," Products & Components",Mobile Homes,Exports,5658,United Kingdom,External Trade,01/01/2017Products & ComponentsMobile HomesExports5658United KingdomExternal Trade
01/01/2018," Products & Components",Mobile Homes,Exports,10736,United Kingdom,External Trade,01/01/2018Products & ComponentsMobile HomesExports10736United KingdomExternal Trade
01/01/2019," Products & Components",Mobile Homes,Exports,14017,United Kingdom,External Trade,01/01/2019Products & ComponentsMobile HomesExports14017United KingdomExternal Trade
01/01/2020," Products & Components",Mobile Homes,Exports,10088,United Kingdom,External Trade,01/01/2020Products & ComponentsMobile HomesExports10088United KingdomExternal Trade
01/01/2015," Products & Components",Taps & Valves,Imports,396977,United Kingdom,External Trade,01/01/2015Products & ComponentsTaps & ValvesImports396977United KingdomExternal Trade
01/01/2016," Products & Components",Taps & Valves,Imports,410262,United Kingdom,External Trade,01/01/2016Products & ComponentsTaps & ValvesImports410262United KingdomExternal Trade
01/01/2017," Products & Components",Taps & Valves,Imports,443229,United Kingdom,External Trade,01/01/2017Products & ComponentsTaps & ValvesImports443229United KingdomExternal Trade
01/01/2018," Products & Components",Taps & Valves,Imports,425027,United Kingdom,External Trade,01/01/2018Products & ComponentsTaps & ValvesImports425027United KingdomExternal Trade
01/01/2019," Products & Components",Taps & Valves,Imports,443400,United Kingdom,External Trade,01/01/2019Products & ComponentsTaps & ValvesImports443400United KingdomExternal Trade
01/01/2020," Products & Components",Taps & Valves,Imports,367152,United Kingdom,External Trade,01/01/2020Products & ComponentsTaps & ValvesImports367152United KingdomExternal Trade
01/01/2015," Products & Components",Taps & Valves,Exports,106337,United Kingdom,External Trade,01/01/2015Products & ComponentsTaps & ValvesExports106337United KingdomExternal Trade
01/01/2016," Products & Components",Taps & Valves,Exports,106143,United Kingdom,External Trade,01/01/2016Products & ComponentsTaps & ValvesExports106143United KingdomExternal Trade
01/01/2017," Products & Components",Taps & Valves,Exports,119412,United Kingdom,External Trade,01/01/2017Products & ComponentsTaps & ValvesExports119412United KingdomExternal Trade
01/01/2018," Products & Components",Taps & Valves,Exports,104025,United Kingdom,External Trade,01/01/2018Products & ComponentsTaps & ValvesExports104025United KingdomExternal Trade
01/01/2019," Products & Components",Taps & Valves,Exports,124395,United Kingdom,External Trade,01/01/2019Products & ComponentsTaps & ValvesExports124395United KingdomExternal Trade
01/01/2020," Products & Components",Taps & Valves,Exports,102398,United Kingdom,External Trade,01/01/2020Products & ComponentsTaps & ValvesExports102398United KingdomExternal Trade
01/01/2015," Products & Components",Pumps (circulating),Imports,38310,United Kingdom,External Trade,01/01/2015Products & ComponentsPumps (circulating)Imports38310United KingdomExternal Trade
01/01/2016," Products & Components",Pumps (circulating),Imports,47261,United Kingdom,External Trade,01/01/2016Products & ComponentsPumps (circulating)Imports47261United KingdomExternal Trade
01/01/2017," Products & Components",Pumps (circulating),Imports,38761,United Kingdom,External Trade,01/01/2017Products & ComponentsPumps (circulating)Imports38761United KingdomExternal Trade
01/01/2018," Products & Components",Pumps (circulating),Imports,65214,United Kingdom,External Trade,01/01/2018Products & ComponentsPumps (circulating)Imports65214United KingdomExternal Trade
01/01/2019," Products & Components",Pumps (circulating),Imports,76338,United Kingdom,External Trade,01/01/2019Products & ComponentsPumps (circulating)Imports76338United KingdomExternal Trade
01/01/2020," Products & Components",Pumps (circulating),Imports,64092,United Kingdom,External Trade,01/01/2020Products & ComponentsPumps (circulating)Imports64092United KingdomExternal Trade
01/01/2015," Products & Components",Pumps (circulating),Exports,12767,United Kingdom,External Trade,01/01/2015Products & ComponentsPumps (circulating)Exports12767United KingdomExternal Trade
01/01/2016," Products & Components",Pumps (circulating),Exports,10483,United Kingdom,External Trade,01/01/2016Products & ComponentsPumps (circulating)Exports10483United KingdomExternal Trade
01/01/2017," Products & Components",Pumps (circulating),Exports,13573,United Kingdom,External Trade,01/01/2017Products & ComponentsPumps (circulating)Exports13573United KingdomExternal Trade
01/01/2018," Products & Components",Pumps (circulating),Exports,8978,United Kingdom,External Trade,01/01/2018Products & ComponentsPumps (circulating)Exports8978United KingdomExternal Trade
01/01/2019," Products & Components",Pumps (circulating),Exports,9494,United Kingdom,External Trade,01/01/2019Products & ComponentsPumps (circulating)Exports9494United KingdomExternal Trade
01/01/2020," Products & Components",Pumps (circulating),Exports,4068,United Kingdom,External Trade,01/01/2020Products & ComponentsPumps (circulating)Exports4068United KingdomExternal Trade
01/01/2015," Products & Components",Central Heating Boilers,Imports,584030,United Kingdom,External Trade,01/01/2015Products & ComponentsCentral Heating BoilersImports584030United KingdomExternal Trade
01/01/2016," Products & Components",Central Heating Boilers,Imports,624423,United Kingdom,External Trade,01/01/2016Products & ComponentsCentral Heating BoilersImports624423United KingdomExternal Trade
01/01/2017," Products & Components",Central Heating Boilers,Imports,640815,United Kingdom,External Trade,01/01/2017Products & ComponentsCentral Heating BoilersImports640815United KingdomExternal Trade
01/01/2018," Products & Components",Central Heating Boilers,Imports,664916,United Kingdom,External Trade,01/01/2018Products & ComponentsCentral Heating BoilersImports664916United KingdomExternal Trade
01/01/2019," Products & Components",Central Heating Boilers,Imports,622362,United Kingdom,External Trade,01/01/2019Products & ComponentsCentral Heating BoilersImports622362United KingdomExternal Trade
01/01/2020," Products & Components",Central Heating Boilers,Imports,550581,United Kingdom,External Trade,01/01/2020Products & ComponentsCentral Heating BoilersImports550581United KingdomExternal Trade
01/01/2015," Products & Components",Central Heating Boilers,Exports,75463,United Kingdom,External Trade,01/01/2015Products & ComponentsCentral Heating BoilersExports75463United KingdomExternal Trade
01/01/2016," Products & Components",Central Heating Boilers,Exports,110656,United Kingdom,External Trade,01/01/2016Products & ComponentsCentral Heating BoilersExports110656United KingdomExternal Trade
01/01/2017," Products & Components",Central Heating Boilers,Exports,152292,United Kingdom,External Trade,01/01/2017Products & ComponentsCentral Heating BoilersExports152292United KingdomExternal Trade
01/01/2018," Products & Components",Central Heating Boilers,Exports,180696,United Kingdom,External Trade,01/01/2018Products & ComponentsCentral Heating BoilersExports180696United KingdomExternal Trade
01/01/2019," Products & Components",Central Heating Boilers,Exports,171280,United Kingdom,External Trade,01/01/2019Products & ComponentsCentral Heating BoilersExports171280United KingdomExternal Trade
01/01/2020," Products & Components",Central Heating Boilers,Exports,159651,United Kingdom,External Trade,01/01/2020Products & ComponentsCentral Heating BoilersExports159651United KingdomExternal Trade
01/01/2015," Products & Components",Radiators,Imports,184085,United Kingdom,External Trade,01/01/2015Products & ComponentsRadiatorsImports184085United KingdomExternal Trade
01/01/2016," Products & Components",Radiators,Imports,191200,United Kingdom,External Trade,01/01/2016Products & ComponentsRadiatorsImports191200United KingdomExternal Trade
01/01/2017," Products & Components",Radiators,Imports,210206,United Kingdom,External Trade,01/01/2017Products & ComponentsRadiatorsImports210206United KingdomExternal Trade
01/01/2018," Products & Components",Radiators,Imports,213025,United Kingdom,External Trade,01/01/2018Products & ComponentsRadiatorsImports213025United KingdomExternal Trade
01/01/2019," Products & Components",Radiators,Imports,240469,United Kingdom,External Trade,01/01/2019Products & ComponentsRadiatorsImports240469United KingdomExternal Trade
01/01/2020," Products & Components",Radiators,Imports,225483,United Kingdom,External Trade,01/01/2020Products & ComponentsRadiatorsImports225483United KingdomExternal Trade
01/01/2015," Products & Components",Radiators,Exports,40929,United Kingdom,External Trade,01/01/2015Products & ComponentsRadiatorsExports40929United KingdomExternal Trade
01/01/2016," Products & Components",Radiators,Exports,45208,United Kingdom,External Trade,01/01/2016Products & ComponentsRadiatorsExports45208United KingdomExternal Trade
01/01/2017," Products & Components",Radiators,Exports,49243,United Kingdom,External Trade,01/01/2017Products & ComponentsRadiatorsExports49243United KingdomExternal Trade
01/01/2018," Products & Components",Radiators,Exports,50045,United Kingdom,External Trade,01/01/2018Products & ComponentsRadiatorsExports50045United KingdomExternal Trade
01/01/2019," Products & Components",Radiators,Exports,40377,United Kingdom,External Trade,01/01/2019Products & ComponentsRadiatorsExports40377United KingdomExternal Trade
01/01/2020," Products & Components",Radiators,Exports,33733,United Kingdom,External Trade,01/01/2020Products & ComponentsRadiatorsExports33733United KingdomExternal Trade
01/01/2015," Products & Components",Water Heaters,Imports,127898,United Kingdom,External Trade,01/01/2015Products & ComponentsWater HeatersImports127898United KingdomExternal Trade
01/01/2016," Products & Components",Water Heaters,Imports,139385,United Kingdom,External Trade,01/01/2016Products & ComponentsWater HeatersImports139385United KingdomExternal Trade
01/01/2017," Products & Components",Water Heaters,Imports,148614,United Kingdom,External Trade,01/01/2017Products & ComponentsWater HeatersImports148614United KingdomExternal Trade
01/01/2018," Products & Components",Water Heaters,Imports,153555,United Kingdom,External Trade,01/01/2018Products & ComponentsWater HeatersImports153555United KingdomExternal Trade
01/01/2019," Products & Components",Water Heaters,Imports,182645,United Kingdom,External Trade,01/01/2019Products & ComponentsWater HeatersImports182645United KingdomExternal Trade
01/01/2020," Products & Components",Water Heaters,Imports,195521,United Kingdom,External Trade,01/01/2020Products & ComponentsWater HeatersImports195521United KingdomExternal Trade
01/01/2015," Products & Components",Water Heaters,Exports,65808,United Kingdom,External Trade,01/01/2015Products & ComponentsWater HeatersExports65808United KingdomExternal Trade
01/01/2016," Products & Components",Water Heaters,Exports,65569,United Kingdom,External Trade,01/01/2016Products & ComponentsWater HeatersExports65569United KingdomExternal Trade
01/01/2017," Products & Components",Water Heaters,Exports,71045,United Kingdom,External Trade,01/01/2017Products & ComponentsWater HeatersExports71045United KingdomExternal Trade
01/01/2018," Products & Components",Water Heaters,Exports,73064,United Kingdom,External Trade,01/01/2018Products & ComponentsWater HeatersExports73064United KingdomExternal Trade
01/01/2019," Products & Components",Water Heaters,Exports,68379,United Kingdom,External Trade,01/01/2019Products & ComponentsWater HeatersExports68379United KingdomExternal Trade
01/01/2020," Products & Components",Water Heaters,Exports,70439,United Kingdom,External Trade,01/01/2020Products & ComponentsWater HeatersExports70439United KingdomExternal Trade
01/01/2015," Products & Components",Space Heaters,Imports,130099,United Kingdom,External Trade,01/01/2015Products & ComponentsSpace HeatersImports130099United KingdomExternal Trade
01/01/2016," Products & Components",Space Heaters,Imports,140966,United Kingdom,External Trade,01/01/2016Products & ComponentsSpace HeatersImports140966United KingdomExternal Trade
01/01/2017," Products & Components",Space Heaters,Imports,150464,United Kingdom,External Trade,01/01/2017Products & ComponentsSpace HeatersImports150464United KingdomExternal Trade
01/01/2018," Products & Components",Space Heaters,Imports,165358,United Kingdom,External Trade,01/01/2018Products & ComponentsSpace HeatersImports165358United KingdomExternal Trade
01/01/2019," Products & Components",Space Heaters,Imports,166675,United Kingdom,External Trade,01/01/2019Products & ComponentsSpace HeatersImports166675United KingdomExternal Trade
01/01/2020," Products & Components",Space Heaters,Imports,141695,United Kingdom,External Trade,01/01/2020Products & ComponentsSpace HeatersImports141695United KingdomExternal Trade
01/01/2015," Products & Components",Space Heaters,Exports,31490,United Kingdom,External Trade,01/01/2015Products & ComponentsSpace HeatersExports31490United KingdomExternal Trade
01/01/2016," Products & Components",Space Heaters,Exports,32277,United Kingdom,External Trade,01/01/2016Products & ComponentsSpace HeatersExports32277United KingdomExternal Trade
01/01/2017," Products & Components",Space Heaters,Exports,40711,United Kingdom,External Trade,01/01/2017Products & ComponentsSpace HeatersExports40711United KingdomExternal Trade
01/01/2018," Products & Components",Space Heaters,Exports,47546,United Kingdom,External Trade,01/01/2018Products & ComponentsSpace HeatersExports47546United KingdomExternal Trade
01/01/2019," Products & Components",Space Heaters,Exports,56996,United Kingdom,External Trade,01/01/2019Products & ComponentsSpace HeatersExports56996United KingdomExternal Trade
01/01/2020," Products & Components",Space Heaters,Exports,57719,United Kingdom,External Trade,01/01/2020Products & ComponentsSpace HeatersExports57719United KingdomExternal Trade
01/01/2015," Products & Components",Fan Systems,Imports,245360,United Kingdom,External Trade,01/01/2015Products & ComponentsFan SystemsImports245360United KingdomExternal Trade
01/01/2016," Products & Components",Fan Systems,Imports,291210,United Kingdom,External Trade,01/01/2016Products & ComponentsFan SystemsImports291210United KingdomExternal Trade
01/01/2017," Products & Components",Fan Systems,Imports,205348,United Kingdom,External Trade,01/01/2017Products & ComponentsFan SystemsImports205348United KingdomExternal Trade
01/01/2018," Products & Components",Fan Systems,Imports,237937,United Kingdom,External Trade,01/01/2018Products & ComponentsFan SystemsImports237937United KingdomExternal Trade
01/01/2019," Products & Components",Fan Systems,Imports,273399,United Kingdom,External Trade,01/01/2019Products & ComponentsFan SystemsImports273399United KingdomExternal Trade
01/01/2020," Products & Components",Fan Systems,Imports,259549,United Kingdom,External Trade,01/01/2020Products & ComponentsFan SystemsImports259549United KingdomExternal Trade
01/01/2015," Products & Components",Fan Systems,Exports,143119,United Kingdom,External Trade,01/01/2015Products & ComponentsFan SystemsExports143119United KingdomExternal Trade
01/01/2016," Products & Components",Fan Systems,Exports,129268,United Kingdom,External Trade,01/01/2016Products & ComponentsFan SystemsExports129268United KingdomExternal Trade
01/01/2017," Products & Components",Fan Systems,Exports,84271,United Kingdom,External Trade,01/01/2017Products & ComponentsFan SystemsExports84271United KingdomExternal Trade
01/01/2018," Products & Components",Fan Systems,Exports,106124,United Kingdom,External Trade,01/01/2018Products & ComponentsFan SystemsExports106124United KingdomExternal Trade
01/01/2019," Products & Components",Fan Systems,Exports,140893,United Kingdom,External Trade,01/01/2019Products & ComponentsFan SystemsExports140893United KingdomExternal Trade
01/01/2020," Products & Components",Fan Systems,Exports,129924,United Kingdom,External Trade,01/01/2020Products & ComponentsFan SystemsExports129924United KingdomExternal Trade
01/01/2015," Products & Components",Air Conditioning Equipment,Imports,518087,United Kingdom,External Trade,01/01/2015Products & ComponentsAir Conditioning EquipmentImports518087United KingdomExternal Trade
01/01/2016," Products & Components",Air Conditioning Equipment,Imports,585067,United Kingdom,External Trade,01/01/2016Products & ComponentsAir Conditioning EquipmentImports585067United KingdomExternal Trade
01/01/2017," Products & Components",Air Conditioning Equipment,Imports,663142,United Kingdom,External Trade,01/01/2017Products & ComponentsAir Conditioning EquipmentImports663142United KingdomExternal Trade
01/01/2018," Products & Components",Air Conditioning Equipment,Imports,659164,United Kingdom,External Trade,01/01/2018Products & ComponentsAir Conditioning EquipmentImports659164United KingdomExternal Trade
01/01/2019," Products & Components",Air Conditioning Equipment,Imports,665685,United Kingdom,External Trade,01/01/2019Products & ComponentsAir Conditioning EquipmentImports665685United KingdomExternal Trade
01/01/2020," Products & Components",Air Conditioning Equipment,Imports,551145,United Kingdom,External Trade,01/01/2020Products & ComponentsAir Conditioning EquipmentImports551145United KingdomExternal Trade
01/01/2015," Products & Components",Air Conditioning Equipment,Exports,284946,United Kingdom,External Trade,01/01/2015Products & ComponentsAir Conditioning EquipmentExports284946United KingdomExternal Trade
01/01/2016," Products & Components",Air Conditioning Equipment,Exports,340891,United Kingdom,External Trade,01/01/2016Products & ComponentsAir Conditioning EquipmentExports340891United KingdomExternal Trade
01/01/2017," Products & Components",Air Conditioning Equipment,Exports,374499,United Kingdom,External Trade,01/01/2017Products & ComponentsAir Conditioning EquipmentExports374499United KingdomExternal Trade
01/01/2018," Products & Components",Air Conditioning Equipment,Exports,412136,United Kingdom,External Trade,01/01/2018Products & ComponentsAir Conditioning EquipmentExports412136United KingdomExternal Trade
01/01/2019," Products & Components",Air Conditioning Equipment,Exports,403255,United Kingdom,External Trade,01/01/2019Products & ComponentsAir Conditioning EquipmentExports403255United KingdomExternal Trade
01/01/2020," Products & Components",Air Conditioning Equipment,Exports,330377,United Kingdom,External Trade,01/01/2020Products & ComponentsAir Conditioning EquipmentExports330377United KingdomExternal Trade
01/01/2015," Products & Components",Air Purifying Equipment,Imports,78450,United Kingdom,External Trade,01/01/2015Products & ComponentsAir Purifying EquipmentImports78450United KingdomExternal Trade
01/01/2016," Products & Components",Air Purifying Equipment,Imports,97383,United Kingdom,External Trade,01/01/2016Products & ComponentsAir Purifying EquipmentImports97383United KingdomExternal Trade
01/01/2017," Products & Components",Air Purifying Equipment,Imports,104833,United Kingdom,External Trade,01/01/2017Products & ComponentsAir Purifying EquipmentImports104833United KingdomExternal Trade
01/01/2018," Products & Components",Air Purifying Equipment,Imports,128375,United Kingdom,External Trade,01/01/2018Products & ComponentsAir Purifying EquipmentImports128375United KingdomExternal Trade
01/01/2019," Products & Components",Air Purifying Equipment,Imports,159602,United Kingdom,External Trade,01/01/2019Products & ComponentsAir Purifying EquipmentImports159602United KingdomExternal Trade
01/01/2020," Products & Components",Air Purifying Equipment,Imports,157560,United Kingdom,External Trade,01/01/2020Products & ComponentsAir Purifying EquipmentImports157560United KingdomExternal Trade
01/01/2015," Products & Components",Air Purifying Equipment,Exports,229591,United Kingdom,External Trade,01/01/2015Products & ComponentsAir Purifying EquipmentExports229591United KingdomExternal Trade
01/01/2016," Products & Components",Air Purifying Equipment,Exports,280094,United Kingdom,External Trade,01/01/2016Products & ComponentsAir Purifying EquipmentExports280094United KingdomExternal Trade
01/01/2017," Products & Components",Air Purifying Equipment,Exports,253924,United Kingdom,External Trade,01/01/2017Products & ComponentsAir Purifying EquipmentExports253924United KingdomExternal Trade
01/01/2018," Products & Components",Air Purifying Equipment,Exports,277036,United Kingdom,External Trade,01/01/2018Products & ComponentsAir Purifying EquipmentExports277036United KingdomExternal Trade
01/01/2019," Products & Components",Air Purifying Equipment,Exports,284424,United Kingdom,External Trade,01/01/2019Products & ComponentsAir Purifying EquipmentExports284424United KingdomExternal Trade
01/01/2020," Products & Components",Air Purifying Equipment,Exports,260912,United Kingdom,External Trade,01/01/2020Products & ComponentsAir Purifying EquipmentExports260912United KingdomExternal Trade
01/01/2015," Products & Components",Hand Driers,Imports,12131,United Kingdom,External Trade,01/01/2015Products & ComponentsHand DriersImports12131United KingdomExternal Trade
01/01/2016," Products & Components",Hand Driers,Imports,11919,United Kingdom,External Trade,01/01/2016Products & ComponentsHand DriersImports11919United KingdomExternal Trade
01/01/2017," Products & Components",Hand Driers,Imports,12887,United Kingdom,External Trade,01/01/2017Products & ComponentsHand DriersImports12887United KingdomExternal Trade
01/01/2018," Products & Components",Hand Driers,Imports,11929,United Kingdom,External Trade,01/01/2018Products & ComponentsHand DriersImports11929United KingdomExternal Trade
01/01/2019," Products & Components",Hand Driers,Imports,14341,United Kingdom,External Trade,01/01/2019Products & ComponentsHand DriersImports14341United KingdomExternal Trade
01/01/2020," Products & Components",Hand Driers,Imports,11707,United Kingdom,External Trade,01/01/2020Products & ComponentsHand DriersImports11707United KingdomExternal Trade
01/01/2015," Products & Components",Hand Driers,Exports,1990,United Kingdom,External Trade,01/01/2015Products & ComponentsHand DriersExports1990United KingdomExternal Trade
01/01/2016," Products & Components",Hand Driers,Exports,2004,United Kingdom,External Trade,01/01/2016Products & ComponentsHand DriersExports2004United KingdomExternal Trade
01/01/2017," Products & Components",Hand Driers,Exports,2106,United Kingdom,External Trade,01/01/2017Products & ComponentsHand DriersExports2106United KingdomExternal Trade
01/01/2018," Products & Components",Hand Driers,Exports,1954,United Kingdom,External Trade,01/01/2018Products & ComponentsHand DriersExports1954United KingdomExternal Trade
01/01/2019," Products & Components",Hand Driers,Exports,2086,United Kingdom,External Trade,01/01/2019Products & ComponentsHand DriersExports2086United KingdomExternal Trade
01/01/2020," Products & Components",Hand Driers,Exports,1461,United Kingdom,External Trade,01/01/2020Products & ComponentsHand DriersExports1461United KingdomExternal Trade
01/01/2015," Products & Components",Meters,Imports,97599,United Kingdom,External Trade,01/01/2015Products & ComponentsMetersImports97599United KingdomExternal Trade
01/01/2016," Products & Components",Meters,Imports,170651,United Kingdom,External Trade,01/01/2016Products & ComponentsMetersImports170651United KingdomExternal Trade
01/01/2017," Products & Components",Meters,Imports,308905,United Kingdom,External Trade,01/01/2017Products & ComponentsMetersImports308905United KingdomExternal Trade
01/01/2018," Products & Components",Meters,Imports,224724,United Kingdom,External Trade,01/01/2018Products & ComponentsMetersImports224724United KingdomExternal Trade
